ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_1711439	0.71933	1.63E-03	-4.2179952	-1.5265	-0.54410035	EMILIN1
ILMN_3230260	0.71933	1.64E-03	4.2131491	-1.5311	0.52387216	
ILMN_1661695	0.72806	1.68E-03	4.2000589	-1.5435	0.49548396	IRAK3
ILMN_1781104	0.72943	1.74E-03	-4.1791523	-1.5634	-0.44063194	MAP2K7
ILMN_1707062	0.72943	1.74E-03	4.1780732	-1.5644	0.46017082	REV1
ILMN_1736575	0.72943	1.74E-03	-4.1761987	-1.5662	-0.54675444	TRIM28
ILMN_1699216	0.72943	1.75E-03	-4.1733993	-1.5689	-0.4877891	
ILMN_2173294	0.72943	1.77E-03	4.1666425	-1.5754	0.85556564	THNSL2
ILMN_2172497	0.72943	1.79E-03	4.1609378	-1.5808	0.63959553	PLPPR4
ILMN_1665219	0.72943	1.79E-03	-4.1594314	-1.5823	-0.59406061	LTBP4
ILMN_2348268	0.72943	1.83E-03	4.1466437	-1.5946	0.47700324	IFFO1
ILMN_1797786	0.72943	1.83E-03	-4.1454833	-1.5957	-0.54806192	MAPK12
ILMN_1789162	0.72943	1.83E-03	-4.1449968	-1.5961	-0.6109652	MAB21L2
ILMN_1819608	0.72943	1.89E-03	4.1260291	-1.6144	0.54063805	ARRB1
ILMN_1677374	0.72943	1.94E-03	4.1106939	-1.6292	0.49083861	
ILMN_1665510	0.72943	1.97E-03	4.1006431	-1.6389	0.54432255	ERRFI1
ILMN_3238173	0.72943	1.98E-03	4.0998453	-1.6397	0.43382487	
ILMN_1711048	0.72943	1.98E-03	-4.0992132	-1.6403	-0.4964808	ZBTB17
ILMN_1792356	0.72943	1.99E-03	-4.0942159	-1.6452	-0.8723338	DPYSL4
ILMN_2407168	0.72943	2.02E-03	4.0847253	-1.6544	0.60946156	S100A13
ILMN_1814120	0.72943	2.03E-03	4.0817269	-1.6573	0.46368255	PECR
ILMN_1754753	0.72943	2.05E-03	-4.0767182	-1.6622	-0.45287217	IL6R
ILMN_2406501	0.72943	2.07E-03	4.0716973	-1.6671	0.46516825	SOD2
ILMN_2287543	0.72943	2.08E-03	-4.0672809	-1.6714	-0.41752384	SHISA3
ILMN_2255133	0.72943	2.11E-03	4.0604647	-1.678	0.48333566	BCL11A
ILMN_1804798	0.72943	2.12E-03	4.0573773	-1.6811	0.93144833	
ILMN_1737252	0.72943	2.13E-03	-4.053981	-1.6844	-0.89691868	NRG1
ILMN_2127477	0.72943	2.14E-03	-4.0505304	-1.6878	-0.49101742	G6PC3
ILMN_2186061	0.72943	2.18E-03	-4.0407085	-1.6974	-0.50145117	PFKFB3
ILMN_3290100	0.72943	2.18E-03	4.0389547	-1.6991	0.55969082	
ILMN_1714000	0.72943	2.18E-03	-4.0387063	-1.6993	-0.49822789	NXPH3
ILMN_1673899	0.72943	2.19E-03	-4.0381918	-1.6998	-0.7022763	FAM57A
ILMN_1778360	0.72943	2.21E-03	-4.0313367	-1.7066	-0.68146964	PYGB
ILMN_2389876	0.72943	2.21E-03	-4.0307809	-1.7071	-0.99779859	TGFB1I1
ILMN_1704785	0.72943	2.21E-03	-4.0307745	-1.7071	-0.49470322	FUOM
ILMN_1748881	0.72943	2.22E-03	-4.0296184	-1.7083	-0.55054977	MRAS
ILMN_1685540	0.72943	2.23E-03	-4.0253829	-1.7124	-0.55614203	SHROOM3
ILMN_2388155	0.72943	2.24E-03	4.0238583	-1.7139	0.48233375	CASP3
ILMN_1709795	0.72943	2.24E-03	-4.0228048	-1.715	-1.00577755	RAC2
ILMN_1768940	0.72943	2.25E-03	-4.0195215	-1.7182	-0.88878028	COL15A1
ILMN_1783846	0.72943	2.27E-03	4.0151553	-1.7225	0.45514461	RAPH1
ILMN_1716907	0.72943	2.28E-03	-4.0118722	-1.7257	-0.46439518	TMEM214
ILMN_1654320	0.72943	2.31E-03	4.0052265	-1.7323	0.53052205	
ILMN_1778876	0.72943	2.32E-03	4.0030544	-1.7344	0.48965749	FAM179B
ILMN_1815043	0.72943	2.33E-03	-4.000206	-1.7372	-0.4355699	MRPS2
ILMN_1667657	0.73303	2.40E-03	3.9814396	-1.7558	0.46608684	TPP2
ILMN_1708534	0.73303	2.43E-03	3.9733427	-1.7638	0.50094223	PAX8
ILMN_1683082	0.73303	2.44E-03	-3.9722245	-1.7649	-0.70319936	RPUSD1
ILMN_1658706	0.73303	2.45E-03	3.9682785	-1.7689	0.49538822	ST6GALNAC2
ILMN_1728360	0.73303	2.46E-03	3.9655814	-1.7715	0.39899761	MED29
ILMN_2401436	0.73303	2.48E-03	-3.9611316	-1.776	-0.44295197	PKMYT1
ILMN_1803213	0.73303	2.51E-03	3.9536108	-1.7834	0.72150575	MXRA5
ILMN_2098126	0.73303	2.57E-03	3.939856	-1.7972	1.07049001	CCL5
ILMN_1790782	0.73303	2.59E-03	-3.9351826	-1.8018	-0.634726	MED16
ILMN_1772312	0.73303	2.59E-03	-3.9351001	-1.8019	-0.54955212	BARX1
ILMN_3210171	0.73303	2.60E-03	3.9326265	-1.8044	0.46754349	
ILMN_1696591	0.73303	2.63E-03	3.9275222	-1.8095	0.43646168	RB1
ILMN_3192493	0.73303	2.63E-03	3.9257858	-1.8112	0.46262785	
ILMN_1697777	0.73303	2.64E-03	-3.9234788	-1.8135	-0.44890189	TSTA3
ILMN_2285404	0.73303	2.66E-03	-3.9190678	-1.818	-0.8840047	DMKN
ILMN_2344298	0.73303	2.67E-03	-3.9164834	-1.8205	-0.49380142	STEAP2
ILMN_1658302	0.73303	2.68E-03	3.9160132	-1.821	0.44538522	PIAS2
ILMN_2120340	0.73303	2.69E-03	-3.9136245	-1.8234	-0.4811423	RUVBL2
ILMN_1653711	0.73303	2.69E-03	-3.9119324	-1.8251	-0.59032183	FZD2
ILMN_1678454	0.73303	2.70E-03	3.9105044	-1.8265	0.45255591	CASP4
ILMN_1672049	0.73303	2.73E-03	3.903952	-1.8331	0.4567138	
ILMN_2129234	0.73303	2.74E-03	3.9015478	-1.8355	0.56763061	TMEM47
ILMN_1738578	0.73303	2.75E-03	-3.8993403	-1.8378	-0.75835583	FILIP1L
ILMN_1747303	0.73303	2.78E-03	-3.8934714	-1.8437	-0.43622833	DDX39A
ILMN_2089167	0.73303	2.79E-03	-3.892059	-1.8451	-0.82447515	RHOD
ILMN_1657589	0.73303	2.82E-03	3.883549	-1.8537	0.48818739	
ILMN_1655614	0.73303	2.85E-03	-3.8778613	-1.8594	-0.91439169	DSP
ILMN_1689004	0.73303	2.86E-03	-3.8771013	-1.8602	-0.40635488	TNFRSF12A
ILMN_1700349	0.73303	2.86E-03	-3.8768378	-1.8604	-0.48363894	COQ8B
ILMN_1708164	0.73303	2.87E-03	3.8734486	-1.8639	0.47338332	EIF3A
ILMN_1737514	0.73303	2.89E-03	3.8694908	-1.8679	1.03949852	KYNU
ILMN_2086612	0.73303	2.91E-03	3.8655632	-1.8718	0.43381757	CMAHP
ILMN_1669484	0.73303	2.92E-03	-3.8644448	-1.873	-0.55388026	WDR6
ILMN_1694111	0.73303	2.92E-03	-3.8642316	-1.8732	-0.46131108	PNKP
ILMN_1805329	0.73303	2.92E-03	-3.8640418	-1.8734	-0.51258807	
ILMN_1883153	0.73303	2.95E-03	3.8566806	-1.8808	0.39721991	
ILMN_3259146	0.73303	2.96E-03	3.8554438	-1.8821	1.02706924	
ILMN_2102693	0.73303	2.96E-03	3.8547648	-1.8828	0.44497071	NUFIP2
ILMN_2411745	0.73303	2.97E-03	3.8538439	-1.8837	0.41698365	EML1
ILMN_1659836	0.73303	2.97E-03	3.8533289	-1.8842	1.34877011	RAET1G
ILMN_1783285	0.73303	2.97E-03	-3.8526905	-1.8849	-0.50859476	CTPS1
ILMN_1689611	0.73794	3.01E-03	3.8455872	-1.8921	0.44263854	OR5J2
ILMN_2230579	0.73982	3.04E-03	3.8389742	-1.8988	0.49829636	RABGEF1
ILMN_1667050	0.73982	3.05E-03	-3.8378937	-1.8999	-0.46395488	PRPS1
ILMN_3229570	0.74171	3.10E-03	3.8283066	-1.9096	0.63314161	
ILMN_3239460	0.74171	3.13E-03	-3.8212685	-1.9168	-0.65187294	OAZ2
ILMN_1735679	0.74171	3.14E-03	-3.8203449	-1.9178	-0.43231445	DHX38
ILMN_1730491	0.74171	3.17E-03	-3.8144456	-1.9238	-0.4313393	FMNL2
ILMN_3235221	0.74171	3.19E-03	-3.8106721	-1.9276	-2.33772468	LOC644936
ILMN_1679045	0.74171	3.20E-03	3.8094594	-1.9289	0.52453468	SBDS
ILMN_1762225	0.74171	3.24E-03	-3.8008707	-1.9376	-0.45150739	DDX49
ILMN_2387952	0.74171	3.25E-03	3.7995425	-1.939	0.78598978	FAM134B
ILMN_1655444	0.74171	3.25E-03	-3.7993797	-1.9392	-0.50648387	
ILMN_1772690	0.74171	3.28E-03	-3.794539	-1.9441	-0.40044276	OGFOD1
ILMN_1805693	0.74171	3.28E-03	-3.7934021	-1.9453	-0.46755494	GMIP
ILMN_1807610	0.74171	3.29E-03	3.7929648	-1.9457	0.66376257	PRPH2
ILMN_1729115	0.74171	3.29E-03	-3.7926639	-1.946	-0.70519711	
ILMN_1784655	0.74171	3.29E-03	-3.7922871	-1.9464	-0.5972601	TLCD1
ILMN_1742813	0.74171	3.29E-03	3.7921226	-1.9466	0.47474559	TMEM167A
ILMN_1783350	0.74365	3.32E-03	-3.7869641	-1.9519	-0.50421795	PCNX3
ILMN_1707124	0.74365	3.33E-03	3.7849176	-1.954	0.54272152	TFPI
ILMN_1685824	0.74823	3.37E-03	-3.7779757	-1.9611	-0.4096857	B4GALT5
ILMN_1680104	0.74823	3.39E-03	-3.7739439	-1.9652	-0.46112041	SLC35C1
ILMN_1749827	0.74823	3.41E-03	3.7717865	-1.9675	0.44478566	NT5C1B
ILMN_2275248	0.74823	3.42E-03	-3.7701276	-1.9692	-0.47414828	ECE2
ILMN_1715416	0.74887	3.46E-03	-3.7616746	-1.9779	-0.41906374	NUP188
ILMN_2383107	0.74887	3.48E-03	3.7586322	-1.981	0.45705395	VPS41
ILMN_1890253	0.74887	3.49E-03	3.7569101	-1.9828	2.02274522	DIRC3
ILMN_2341793	0.74887	3.51E-03	-3.7536361	-1.9862	-0.4087499	CCT7
ILMN_1778255	0.74887	3.53E-03	-3.7505848	-1.9893	-0.42161933	FARSA
ILMN_1738684	0.74887	3.53E-03	3.7502446	-1.9897	0.50200893	NRXN2
ILMN_1722056	0.74887	3.54E-03	-3.7480985	-1.9919	-0.54440808	ATP7B
ILMN_2318568	0.74887	3.55E-03	3.7469729	-1.993	0.56132418	HCFC1R1
ILMN_2342554	0.74887	3.57E-03	3.7443911	-1.9957	0.46393011	TAGLN3
ILMN_1717868	0.74887	3.58E-03	-3.7427088	-1.9974	-0.40280178	CCT8
ILMN_3175634	0.74925	3.65E-03	-3.7309987	-2.0095	-0.47010283	
ILMN_1766658	0.74925	3.65E-03	-3.7305292	-2.01	-0.47280806	PKMYT1
ILMN_2140059	0.74925	3.67E-03	3.7272602	-2.0134	0.87538121	LAMA4
ILMN_1813341	0.74925	3.68E-03	-3.7258196	-2.0149	-0.49862021	PTGFR
ILMN_2361862	0.74925	3.70E-03	-3.7218238	-2.019	-0.67715911	VLDLR
ILMN_1658917	0.74925	3.72E-03	3.7196062	-2.0213	0.50088357	SLC1A1
ILMN_1703092	0.74925	3.73E-03	-3.717701	-2.0233	-0.41343872	RECQL4
ILMN_3241834	0.74925	3.76E-03	3.7129798	-2.0282	0.43553432	
ILMN_1766054	0.74925	3.76E-03	3.7124928	-2.0287	0.53115378	ABCA1
ILMN_1668465	0.74925	3.77E-03	-3.7116517	-2.0296	-0.52607622	TLDC1
ILMN_1651438	0.74925	3.78E-03	-3.7104089	-2.0309	-0.55700617	ZFPM1
ILMN_1760649	0.74925	3.78E-03	-3.7094971	-2.0318	-0.53206835	PCK2
ILMN_2395926	0.74925	3.80E-03	3.7063966	-2.0351	0.4522939	MANBAL
ILMN_1681983	0.74925	3.82E-03	3.7034253	-2.0381	1.64915476	RSPO3
ILMN_1667043	0.74925	3.84E-03	-3.6997627	-2.0419	-0.39794353	EIF4A3
ILMN_1687884	0.74925	3.86E-03	3.6974936	-2.0443	0.40050047	ZNF2
ILMN_1798663	0.74925	3.88E-03	-3.6945631	-2.0474	-0.75601805	
ILMN_2408683	0.74925	3.90E-03	3.6908061	-2.0513	0.52988197	
ILMN_1656670	0.74925	3.92E-03	3.6881725	-2.054	0.38798406	HLA-G
ILMN_1703558	0.74925	3.92E-03	-3.6876344	-2.0546	-0.61680017	FHL3
ILMN_2115336	0.74925	3.96E-03	-3.6826838	-2.0597	-0.39700878	GNB3
ILMN_1733863	0.74925	3.99E-03	-3.6772124	-2.0654	-0.61877105	UBALD1
ILMN_1771333	0.74925	4.02E-03	3.6732308	-2.0696	0.48430877	CD47
ILMN_1690114	0.74925	4.10E-03	3.6611402	-2.0822	0.63146387	HACD4
ILMN_1808769	0.74925	4.12E-03	3.6585746	-2.0849	0.49852699	
ILMN_1676014	0.74925	4.13E-03	-3.6574532	-2.0861	-0.56259985	
ILMN_2408576	0.74925	4.13E-03	-3.6573295	-2.0862	-0.40248995	FAM129B
ILMN_1665390	0.74925	4.13E-03	-3.6573152	-2.0863	-0.48054443	SPDYE8P
ILMN_3294965	0.74925	4.16E-03	3.6532045	-2.0906	0.68490207	
ILMN_1687960	0.74925	4.17E-03	-3.6522946	-2.0915	-0.36874708	LIMK2
ILMN_3236580	0.74925	4.19E-03	-3.6483778	-2.0956	-0.37151653	
ILMN_2384158	0.74925	4.20E-03	3.647129	-2.0969	0.38443937	CNGA3
ILMN_2345016	0.74925	4.23E-03	-3.6439748	-2.1002	-0.50423944	PTGES2
ILMN_1785476	0.74925	4.23E-03	3.6426183	-2.1017	0.38691122	SPATA25
ILMN_1682935	0.74925	4.25E-03	3.6407543	-2.1036	0.45444703	LYPLAL1
ILMN_1656196	0.74925	4.25E-03	3.6404604	-2.1039	0.41384865	E2F6
ILMN_1805064	0.74925	4.26E-03	3.6389752	-2.1055	0.54618056	SCARNA9
ILMN_1732127	0.74925	4.27E-03	3.6372699	-2.1073	0.45294689	RBKS
ILMN_1810441	0.74925	4.28E-03	-3.6364381	-2.1082	-0.47300378	TRIM3
ILMN_2295518	0.74925	4.28E-03	-3.6361594	-2.1084	-0.44455343	TRO
ILMN_1742166	0.74925	4.29E-03	-3.6344799	-2.1102	-0.55595969	GRWD1
ILMN_1687392	0.74925	4.31E-03	3.6316252	-2.1132	0.4003199	NRK
ILMN_1722397	0.74925	4.32E-03	-3.630832	-2.114	-0.41981838	
ILMN_1710622	0.74925	4.37E-03	3.6236908	-2.1216	0.40148044	DUOXA1
ILMN_1769112	0.74925	4.41E-03	3.6187616	-2.1268	0.38549986	
ILMN_1684461	0.74925	4.41E-03	3.6186567	-2.1269	0.42830901	CADPS2
ILMN_2148459	0.74925	4.44E-03	3.6153384	-2.1304	0.56266264	B2M
ILMN_1787265	0.74925	4.44E-03	-3.6151044	-2.1306	-0.73415147	ZNF503
ILMN_1775965	0.74925	4.44E-03	3.6145879	-2.1312	0.62400169	PPP4R4
ILMN_1803788	0.74925	4.45E-03	3.6139605	-2.1318	0.58435036	LGALS3
ILMN_1748755	0.74925	4.46E-03	3.6124169	-2.1334	0.85218106	KCND2
ILMN_1789507	0.74925	4.47E-03	-3.6104163	-2.1355	-0.99791221	COL11A1
ILMN_1812618	0.74925	4.48E-03	-3.609791	-2.1362	-0.44954882	ARAP3
ILMN_1713732	0.74925	4.48E-03	3.6090481	-2.137	0.52522138	ABL1
ILMN_1687400	0.74925	4.49E-03	-3.6075254	-2.1386	-0.36475216	MAGEA4
ILMN_2058795	0.74925	4.50E-03	3.6068628	-2.1393	0.37443212	CPQ
ILMN_1768577	0.74925	4.51E-03	3.6050656	-2.1412	0.83570507	PCSK6
ILMN_3201937	0.74925	4.52E-03	3.6037113	-2.1426	0.52359165	
ILMN_1707232	0.74925	4.53E-03	3.6026455	-2.1438	1.05491276	EBF3
ILMN_2214603	0.74925	4.54E-03	3.6016088	-2.1448	0.46208763	PPP2R3C
ILMN_1906721	0.74925	4.58E-03	3.5967338	-2.15	0.39211268	OFCC1
ILMN_2041780	0.74925	4.60E-03	3.5934744	-2.1534	0.40985933	SNTG2
ILMN_3243381	0.74925	4.60E-03	-3.5933593	-2.1536	-0.48988599	MLEC
ILMN_1709043	0.74925	4.61E-03	3.5929071	-2.154	0.40163848	PLGRKT
ILMN_1671554	0.74925	4.63E-03	3.5903529	-2.1567	0.37730337	LPIN1
ILMN_1752741	0.74925	4.66E-03	3.586197	-2.1611	0.38331361	TRIM23
ILMN_1731349	0.74925	4.66E-03	-3.5860724	-2.1613	-0.7589249	HOXA13
ILMN_2384561	0.74925	4.67E-03	-3.585306	-2.1621	-0.40413953	TJP2
ILMN_2322972	0.74925	4.70E-03	-3.5813563	-2.1663	-0.40638825	ZFYVE27
ILMN_3203444	0.74925	4.70E-03	3.580701	-2.167	0.47434128	
ILMN_2364131	0.74925	4.72E-03	-3.5781571	-2.1697	-0.40838153	TTPAL
ILMN_3238633	0.74925	4.73E-03	3.5771361	-2.1707	0.44953296	SDHAF2
ILMN_1655930	0.74925	4.76E-03	-3.5737496	-2.1743	-0.40069059	ELL2
ILMN_1661351	0.74925	4.76E-03	3.5735624	-2.1745	0.50776372	ELP5
ILMN_1753507	0.74925	4.78E-03	-3.571755	-2.1765	-0.52045602	FRMPD3
ILMN_1761941	0.74925	4.78E-03	3.5710885	-2.1772	0.9647726	FAM198B
ILMN_1731666	0.75058	4.82E-03	-3.5668307	-2.1817	-0.41158233	ZNF641
ILMN_1747627	0.75058	4.83E-03	-3.5648002	-2.1838	-0.52644422	ABCA2
ILMN_1805271	0.75058	4.84E-03	3.5642331	-2.1844	0.40734616	ZNF721
ILMN_1764764	0.75147	4.86E-03	-3.5616187	-2.1872	-0.62509648	MUM1
ILMN_1804415	0.75161	4.88E-03	-3.5595881	-2.1894	-0.76901149	SMAGP
ILMN_1773413	0.75388	4.91E-03	-3.5559087	-2.1933	-0.49032696	DOCK9
ILMN_1913678	0.76556	5.08E-03	3.5360563	-2.2144	0.42689095	IRAK3
