ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
214228_x_at	0.00363625	1.99E-05	-4.95537155	2.80041	-2.09944301	TNFRSF4
202705_at	0.00363625	1.99E-05	-4.95454381	2.79813	-1.01203331	CCNB2
215343_at	0.00380896	2.10E-05	-4.93619712	2.74751	-1.71605987	CCDC88C
38269_at	0.00382724	2.13E-05	-4.93186389	2.73556	-0.61645588	PRKD2
212959_s_at	0.00387957	2.18E-05	-4.92363229	2.71286	-0.78412601	GNPTAB
216474_x_at	0.00387957	2.20E-05	4.92096962	2.70552	1.56384716	TPSB2///TPSAB1
205903_s_at	0.00387957	2.22E-05	-4.91762759	2.69631	-2.12880852	KCNN3
213780_at	0.00387957	2.23E-05	4.91661611	2.69352	1.49329187	TCHH
203828_s_at	0.00422805	2.45E-05	-4.88505069	2.60652	-2.33814906	IL32
209587_at	0.00450498	2.66E-05	4.85704783	2.52941	1.9885559	PITX1
218831_s_at	0.00450498	2.68E-05	4.85438208	2.52207	0.66591861	FCGRT
219738_s_at	0.00450498	2.70E-05	4.85157624	2.51434	1.72663268	PCDH9
215925_s_at	0.00450498	2.73E-05	-4.84871862	2.50648	-1.89459829	CD72
222062_at	0.00450498	2.73E-05	-4.84795729	2.50438	-1.07064644	IL27RA
64064_at	0.00450498	2.76E-05	-4.84474252	2.49553	-0.80541615	GIMAP1-GIMAP5///GIMAP5
209685_s_at	0.00450498	2.77E-05	-4.84343553	2.49194	-1.29092894	PRKCB
221000_s_at	0.00450498	2.77E-05	4.84341832	2.49189	1.02174937	KAZALD1
207134_x_at	0.00460241	2.85E-05	4.83375731	2.46531	1.72950709	TPSB2
209892_at	0.00462131	2.88E-05	-4.82994211	2.45481	-0.71755826	FUT4
202688_at	0.00478869	3.01E-05	-4.81553124	2.41517	-0.74697967	TNFSF10
202992_at	0.00481976	3.05E-05	4.810951	2.40258	2.46705076	C7
207154_at	0.0048372	3.08E-05	4.80734912	2.39268	1.59281297	DIO3
207777_s_at	0.00484882	3.12E-05	-4.80299132	2.38069	-1.26552935	SP140
211643_x_at	0.00484882	3.14E-05	-4.80091264	2.37498	-3.05863781	IGK///IGKC
211404_s_at	0.00484882	3.16E-05	4.79948852	2.37107	0.70344536	APLP2
214916_x_at	0.00491007	3.22E-05	-4.79293528	2.35305	-2.6766448	IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHA2///IGHA1
209798_at	0.00492325	3.25E-05	-4.78912626	2.34259	-0.549258	NPAT
218412_s_at	0.00492325	3.27E-05	4.78744074	2.33796	0.72075144	GTF2IRD1
217511_at	0.00515779	3.45E-05	4.76946093	2.28857	0.95149806	KAZALD1
32128_at	0.0053723	3.62E-05	-4.7527086	2.24257	-1.79358703	CCL18
212688_at	0.0053723	3.64E-05	-4.7512004	2.23843	-0.69728399	PIK3CB
206171_at	0.00552652	3.77E-05	4.73941029	2.20608	1.33227647	ADORA3
205066_s_at	0.00562158	3.91E-05	4.72728594	2.17282	1.31035429	ENPP1
208450_at	0.00562158	3.91E-05	-4.72671877	2.17126	-2.12985189	LGALS2
203786_s_at	0.00562158	3.96E-05	4.72249044	2.15966	1.37702338	TPD52L1
202998_s_at	0.00562158	3.99E-05	-4.72047873	2.15415	-1.24180536	LOXL2
211053_at	0.00562158	4.00E-05	4.71926189	2.15081	0.63225356	KCNG1
1405_i_at	0.00562158	4.04E-05	-4.71563582	2.14087	-2.47970932	CCL5
221903_s_at	0.00562158	4.06E-05	-4.71475311	2.13845	-0.89413684	CYLD
209354_at	0.00562158	4.06E-05	-4.714607	2.13805	-0.65041351	TNFRSF14
213877_x_at	0.00562158	4.06E-05	4.71420519	2.13695	1.24039953	TCEB2
219737_s_at	0.0059099	4.32E-05	4.69363737	2.08058	1.36179169	PCDH9
55081_at	0.0059099	4.33E-05	-4.69232559	2.07699	-0.83210099	MICALL1
217480_x_at	0.0059099	4.35E-05	-4.69104569	2.07348	-2.5014299	IGKV1OR2-118
217933_s_at	0.00593909	4.40E-05	-4.68732247	2.06328	-0.90504876	LAP3
214567_s_at	0.00597546	4.45E-05	-4.68321198	2.05202	-2.23448806	XCL2///XCL1
217227_x_at	0.00598907	4.49E-05	-4.68040948	2.04435	-3.34540524	IGLV1-44
204269_at	0.00609057	4.59E-05	-4.67270065	2.02324	-1.43925058	PIM2
209770_at	0.00615045	4.68E-05	-4.66594899	2.00476	-0.79334707	BTN3A1
218543_s_at	0.00615045	4.71E-05	-4.66396759	1.99934	-0.76036134	PARP12
218032_at	0.00615045	4.72E-05	4.66339628	1.99778	0.54832909	SNN
213079_at	0.00620856	4.81E-05	4.65713259	1.98064	0.47342904	TSR2
212226_s_at	0.00620856	4.82E-05	4.65615389	1.97796	1.04191466	PLPP3
203963_at	0.00620856	4.87E-05	-4.65307136	1.96953	-1.26055399	CA12
213129_s_at	0.00620856	4.88E-05	4.6523808	1.96764	0.60995677	LOC101060817///GCSH
205798_at	0.00628299	4.96E-05	-4.64641399	1.95132	-1.71697162	IL7R
211635_x_at	0.00638348	5.07E-05	-4.63911785	1.93136	-2.76965821	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1
203560_at	0.00640759	5.12E-05	-4.63593103	1.92265	-0.80072579	GGH
218805_at	0.00648401	5.23E-05	-4.62852638	1.90241	-0.82887309	GIMAP1-GIMAP5///GIMAP5
205683_x_at	0.00648401	5.24E-05	4.62812604	1.90132	1.61342278	TPSAB1
207621_s_at	0.00648707	5.27E-05	4.62608768	1.89574	0.59192499	PEMT
213416_at	0.00650049	5.31E-05	-4.62351939	1.88873	-1.23488223	ITGA4
207734_at	0.00658532	5.41E-05	-4.61711711	1.87123	-1.3173836	LAX1
216853_x_at	0.00658532	5.44E-05	-4.61541736	1.86659	-2.82139019	IGLJ3
213712_at	0.00660829	5.49E-05	-4.6123984	1.85834	-1.66442445	ELOVL2
204781_s_at	0.00666751	5.57E-05	-4.6075437	1.84508	-0.72816015	FAS
216017_s_at	0.00667332	5.62E-05	4.60444771	1.83663	1.44768834	NAB2
210116_at	0.00667332	5.63E-05	-4.60361993	1.83437	-2.5790228	SH2D1A
209606_at	0.0067399	5.72E-05	-4.59845201	1.82026	-1.12516625	CYTIP
217825_s_at	0.00685697	5.85E-05	-4.59081731	1.79942	-0.72456054	UBE2J1
213887_s_at	0.00698645	5.99E-05	4.58268495	1.77723	0.63220095	POLR2E
221779_at	0.00699213	6.02E-05	-4.58063648	1.77164	-1.56015717	MICALL1
216576_x_at	0.00699439	6.07E-05	-4.57802907	1.76453	-3.66059656	IGK///IGKC
204852_s_at	0.00699439	6.09E-05	-4.57700783	1.76174	-1.34774678	PTPN7
211458_s_at	0.00730225	6.42E-05	4.5591587	1.71307	0.908043	GABARAPL3///GABARAPL1
215785_s_at	0.00730225	6.42E-05	-4.55889326	1.71235	-1.32382737	CYFIP2
209198_s_at	0.00731561	6.47E-05	-4.5565429	1.70595	-0.55849533	SYT11
211647_x_at	0.00736767	6.55E-05	-4.55224346	1.69423	-1.79083619	IGHM///IGHG1
AFFX-HUMISGF3A/M97935_MB_at	0.00736767	6.58E-05	-4.55070002	1.69002	-1.22693839	STAT1
210260_s_at	0.00737637	6.62E-05	-4.5485949	1.68429	-0.88893002	TNFAIP8
219035_s_at	0.00739081	6.67E-05	-4.5462351	1.67786	-0.3913641	RNF34
212718_at	0.00756562	6.86E-05	-4.53659944	1.65162	-0.39600998	PAPOLA
213136_at	0.00761373	6.97E-05	-4.53129494	1.63717	-0.76479692	PTPN2
219747_at	0.00761373	7.00E-05	4.52964952	1.63269	1.35707622	NDNF
202644_s_at	0.00761373	7.00E-05	-4.5294297	1.6321	-1.07934777	TNFAIP3
209355_s_at	0.00762385	7.07E-05	4.5263168	1.62362	1.31047124	PLPP3
213193_x_at	0.00762385	7.08E-05	-4.52567544	1.62188	-1.77678886	TRBC1
206398_s_at	0.00765653	7.16E-05	-4.52199662	1.61187	-1.69246873	CD19
214777_at	0.00765653	7.18E-05	-4.52094839	1.60901	-4.05601415	IGKC
210302_s_at	0.0076834	7.28E-05	4.51645059	1.59678	1.56497264	MAB21L2
205569_at	0.0076834	7.30E-05	-4.51529743	1.59364	-2.310532	LAMP3
210915_x_at	0.0076834	7.31E-05	-4.51474627	1.59214	-1.91789626	TRBC1
203432_at	0.0076834	7.34E-05	-4.51330497	1.58822	-0.69467475	TMPO
201468_s_at	0.00771443	7.41E-05	4.51033885	1.58015	0.89294478	NQO1
202633_at	0.00772398	7.45E-05	-4.50833064	1.57469	-0.52414802	TOPBP1
203426_s_at	0.00776054	7.55E-05	4.50411575	1.56323	1.20091744	IGFBP5
205049_s_at	0.00776054	7.56E-05	-4.50357069	1.56174	-2.22691621	CD79A
217235_x_at	0.00781407	7.64E-05	-4.49966446	1.55112	-2.66171033	IGLL5
204529_s_at	0.00783019	7.72E-05	-4.49619776	1.5417	-1.28838756	TOX
202963_at	0.00783019	7.73E-05	-4.49585261	1.54076	-0.6800817	RFX5
221795_at	0.00789462	7.85E-05	4.49080682	1.52705	1.38146552	NTRK2
203820_s_at	0.00789462	7.87E-05	-4.48997874	1.5248	-0.98817772	IGF2BP3
214768_x_at	0.0080205	8.03E-05	-4.48305798	1.506	-3.37399496	IGKC
213944_x_at	0.00804544	8.09E-05	4.4804752	1.49898	0.49082993	GNA11
216401_x_at	0.00805295	8.13E-05	-4.47863919	1.49399	-4.00668798	MLIP
219649_at	0.00823317	8.36E-05	-4.46901902	1.46787	-0.48907683	ALG6
205758_at	0.00823317	8.39E-05	-4.46807785	1.46532	-1.7909557	CD8A
211339_s_at	0.00824354	8.43E-05	-4.46615002	1.46009	-1.61093144	ITK
206641_at	0.00833567	8.57E-05	-4.46086749	1.44575	-3.78095583	TNFRSF17
214367_at	0.00835937	8.63E-05	4.45841264	1.43909	1.15699332	RASGRP2
202094_at	0.00849588	8.84E-05	-4.45009351	1.41652	-1.70020942	BIRC5
216207_x_at	0.00849588	8.86E-05	-4.44922891	1.41418	-2.82697657	IGKC
211798_x_at	0.00849588	8.88E-05	-4.44846564	1.41211	-2.61085197	IGLJ3
211256_x_at	0.00852532	8.95E-05	-4.4458237	1.40494	-0.50609975	BTN2A1
214279_s_at	0.00861843	9.09E-05	4.44051206	1.39054	1.59340805	NDRG2
207735_at	0.00861843	9.13E-05	-4.43921146	1.38701	-0.85274911	RNF125
209924_at	0.008647	9.28E-05	-4.43359996	1.3718	-1.49610466	CCL18
210858_x_at	0.008647	9.30E-05	-4.43295242	1.37005	-0.71436593	ATM
210477_x_at	0.008647	9.31E-05	4.43250872	1.36885	1.20951603	MAPK8
217258_x_at	0.008647	9.31E-05	-4.43234357	1.3684	-2.84596715	IGLV1-44
210202_s_at	0.00871951	9.43E-05	4.42807215	1.35683	0.77625702	BIN1
207196_s_at	0.00885237	9.61E-05	-4.42149248	1.339	-0.4568858	TNIP1
207957_s_at	0.00897938	9.79E-05	-4.41521657	1.32201	-1.48675182	PRKCB
212672_at	0.00907422	9.94E-05	-4.41022261	1.30849	-0.7455072	ATM
216517_at	0.00927291	1.02E-04	-4.4014201	1.28467	-2.36539879	IGKC
209708_at	0.00929975	1.03E-04	-4.39903935	1.27823	-0.94777553	MOXD1
221558_s_at	0.0093419	1.04E-04	-4.39610562	1.27029	-1.305989	LEF1
201862_s_at	0.00935012	1.04E-04	-4.39442297	1.26574	-0.56524412	LRRFIP1
220147_s_at	0.00936538	1.05E-04	-4.39248872	1.26051	-0.63968965	FAM60A
204867_at	0.00954356	1.07E-04	4.38467016	1.23937	1.59516876	GCHFR
207651_at	0.00966692	1.09E-04	-4.37831167	1.22218	-2.22499969	GPR171
209773_s_at	0.00966692	1.09E-04	-4.37754837	1.22012	-1.13647205	RRM2
212736_at	0.00973364	1.11E-04	4.37383855	1.2101	0.79547895	C16orf45
218126_at	0.00979168	1.12E-04	4.36839793	1.1954	0.69209815	RMDN3
202664_at	0.00979168	1.12E-04	-4.36818175	1.19482	-0.61417224	WIPF1
206189_at	0.00979168	1.12E-04	4.36776729	1.1937	1.38784703	UNC5C
201983_s_at	0.00985474	1.14E-04	4.36423395	1.18416	1.04075544	EGFR
201348_at	0.0101036	1.17E-04	4.35436062	1.1575	0.76222126	GPX3
205926_at	0.01018973	1.18E-04	-4.35012631	1.14608	-0.93200813	IL27RA
208442_s_at	0.01033847	1.21E-04	-4.34368237	1.12869	-0.72121418	ATM
218627_at	0.01033847	1.21E-04	-4.342523	1.12556	-0.82452769	DRAM1
220447_at	0.01042649	1.23E-04	4.33614459	1.10836	0.77795294	HRH3
217179_x_at	0.01042649	1.23E-04	-4.33579604	1.10742	-2.52543659	BMS1P20
215806_x_at	0.01042649	1.24E-04	-4.33569762	1.10716	-1.28862755	TARP///TRGV9///TRGC2
211868_x_at	0.01044912	1.24E-04	-4.33365765	1.10166	-2.15311913	IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH
213906_at	0.01045575	1.25E-04	-4.33214831	1.09759	-1.18794341	MYBL1
209765_at	0.01047434	1.26E-04	-4.33011321	1.09211	-1.02589597	ADAM19
48531_at	0.01047434	1.26E-04	-4.32896956	1.08902	-0.51293271	TNIP2
210557_x_at	0.0106792	1.29E-04	4.32104611	1.06767	1.88744187	CSF1
214164_x_at	0.01069303	1.30E-04	-4.31932882	1.06305	-1.07525303	CA12
207357_s_at	0.01077143	1.31E-04	4.3150653	1.05157	1.01740302	GALNT10
204891_s_at	0.01077143	1.31E-04	-4.31428821	1.04947	-2.23918306	LCK
212269_s_at	0.01088217	1.34E-04	-4.30866407	1.03433	-0.69169061	MCM3AP
211640_x_at	0.01088217	1.34E-04	-4.30826157	1.03325	-2.62599066	IGHM///IGHG1
221921_s_at	0.01093345	1.35E-04	-4.30417274	1.02224	-1.31483339	CADM3
204061_at	0.01093345	1.35E-04	-4.30414195	1.02216	-0.8199565	PRKX
212588_at	0.01093345	1.36E-04	-4.30290735	1.01884	-0.93175411	PTPRC
204784_s_at	0.01097575	1.37E-04	4.29970141	1.01021	0.59895634	MLF1
204960_at	0.01097575	1.37E-04	-4.29910997	1.00862	-2.40228268	PTPRCAP
213823_at	0.01105028	1.39E-04	4.29555573	0.99906	0.64406797	HOXA11
209282_at	0.01112258	1.40E-04	-4.29208996	0.98974	-0.64876517	PRKD2
218614_at	0.01119021	1.42E-04	-4.28837832	0.97976	-0.70226889	KIAA1551
203079_s_at	0.01119021	1.42E-04	-4.28756908	0.97758	-0.38142032	CUL2
221019_s_at	0.01139648	1.45E-04	4.28007743	0.95744	0.579424	COLEC12
205671_s_at	0.01140037	1.46E-04	-4.27875142	0.95388	-2.14048569	HLA-DOB
207741_x_at	0.01140339	1.46E-04	4.27729034	0.94995	1.32919946	TPSAB1
217157_x_at	0.01140339	1.47E-04	-4.27625549	0.94717	-2.58226754	IGK///IGKC
211634_x_at	0.01142998	1.48E-04	-4.27399234	0.94109	-3.48339835	IGHM
203259_s_at	0.01142998	1.48E-04	4.27306595	0.9386	0.48393134	HDDC2
212646_at	0.01147836	1.50E-04	-4.26931541	0.92853	-0.76148028	RFTN1
214836_x_at	0.01147836	1.50E-04	-4.26924067	0.92833	-2.70224904	IGK///IGKC
204804_at	0.0115403	1.51E-04	-4.26620857	0.92019	-0.55576206	TRIM21
209969_s_at	0.01171386	1.54E-04	-4.25989494	0.90324	-1.74399405	STAT1
221286_s_at	0.01183584	1.56E-04	-4.25515594	0.89052	-3.2926532	MZB1
210146_x_at	0.01194734	1.58E-04	-4.25075826	0.87872	-0.93870805	LILRB2
218979_at	0.01202538	1.60E-04	-4.24735083	0.86958	-0.68151996	RMI1
203474_at	0.01216019	1.62E-04	-4.24219391	0.85575	-0.77766505	IQGAP2
218501_at	0.01216019	1.63E-04	-4.24119091	0.85306	-0.64374619	ARHGEF3
212286_at	0.01217257	1.64E-04	-4.23892068	0.84698	-0.87956486	ANKRD12
207551_s_at	0.01217257	1.64E-04	-4.23853571	0.84594	-0.48628468	MSL3
204972_at	0.01220857	1.65E-04	-4.23637133	0.84014	-0.83369421	OAS2
212949_at	0.01226046	1.66E-04	-4.23376636	0.83316	-1.3873804	NCAPH
210054_at	0.01276345	1.74E-04	-4.21876391	0.79298	-0.59051664	HAUS3
203764_at	0.01294955	1.77E-04	-4.2116136	0.77384	-1.30045563	DLGAP5
208309_s_at	0.01294955	1.77E-04	-4.21150014	0.77353	-0.60529479	MALT1
214710_s_at	0.01301891	1.79E-04	-4.20852712	0.76558	-0.71964989	CCNB1
201697_s_at	0.01314003	1.81E-04	-4.20420466	0.75402	-0.48609175	DNMT1
204982_at	0.01316375	1.82E-04	-4.2024593	0.74935	-1.89195412	GIT2
217198_x_at	0.01323447	1.84E-04	-4.1994903	0.74141	-1.77840684	IGHG1///IGHD///IGHA2///IGH
215719_x_at	0.01336285	1.86E-04	-4.19504077	0.72951	-0.93671253	FAS
205642_at	0.01338698	1.87E-04	-4.19330546	0.72487	-0.47243262	CNTRL
221601_s_at	0.01351478	1.89E-04	-4.18891431	0.71314	-1.63219881	FCMR
215176_x_at	0.01362549	1.91E-04	-4.18498965	0.70265	-3.13564302	IGK///IGKC
203513_at	0.01367576	1.93E-04	-4.1826146	0.69631	-0.45185358	SPG11
