ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
216207_x_at	6.86E-07	8.92E-10	-8.6394605	12.3631	-4.15535736	IGKC
216430_x_at	7.46E-07	1.00E-09	-8.5933447	12.2493	-3.83368482	IGLV1-44
219648_at	7.66E-07	1.09E-09	-8.5636039	12.1758	-1.37511682	MREG
213915_at	7.66E-07	1.10E-09	-8.558138	12.1623	-4.51519167	NKG7
209671_x_at	8.60E-07	1.29E-09	-8.4977811	12.0127	-2.148743	TRAC
217378_x_at	8.60E-07	1.31E-09	-8.4902813	11.9941	-6.6659349	IGKV1OR2-108
211643_x_at	8.92E-07	1.40E-09	-8.4651137	11.9315	-5.14896717	IGK///IGKC
211649_x_at	9.98E-07	1.61E-09	-8.4105717	11.7956	-3.95749971	IGHM///IGHG1///IGHA1
201689_s_at	9.98E-07	1.69E-09	-8.3928052	11.7513	-2.21654415	TPD52
211633_x_at	9.98E-07	1.70E-09	-8.3904255	11.7453	-4.91654389	
216491_x_at	1.12E-06	2.10E-09	-8.3099775	11.5439	-6.20975405	IGHM
217320_at	1.12E-06	2.12E-09	-8.3066238	11.5355	-3.75901395	LOC100293211
202036_s_at	1.12E-06	2.14E-09	8.3020306	11.524	1.78716412	SFRP1
205913_at	1.12E-06	2.17E-09	8.2976328	11.5129	4.06035168	PLIN1
211640_x_at	1.12E-06	2.17E-09	-8.2975224	11.5126	-4.16607748	IGHM///IGHG1
33304_at	1.18E-06	2.33E-09	-8.2697219	11.4428	-1.59469088	ISG20
205267_at	1.31E-06	2.64E-09	-8.2220596	11.3228	-4.7608896	POU2AF1
219452_at	1.63E-06	3.36E-09	-8.1312177	11.0931	-2.95207649	DPEP2
201348_at	1.71E-06	3.61E-09	8.1042827	11.0249	1.72386798	GPX3
217260_x_at	1.75E-06	3.77E-09	-8.0880717	10.9837	-2.28279405	LOC102723479
205798_at	1.77E-06	3.95E-09	-8.0704506	10.9389	-2.41099149	IL7R
216576_x_at	1.77E-06	3.98E-09	-8.0674059	10.9312	-5.61370999	IGK///IGKC
214768_x_at	1.79E-06	4.09E-09	-8.0564708	10.9034	-5.75120226	IGKC
217933_s_at	1.85E-06	4.32E-09	-8.0363483	10.8522	-1.47103271	LAP3
213539_at	1.93E-06	4.58E-09	-8.0138267	10.7948	-2.05733919	CD3D
210448_s_at	2.02E-06	4.93E-09	-7.9866981	10.7255	-2.92637532	P2RX5
38964_r_at	2.02E-06	4.98E-09	-7.9828649	10.7158	-1.11543199	WAS
216412_x_at	2.04E-06	5.12E-09	-7.9721652	10.6884	-3.98596378	CKAP2///IGLC1
219902_at	2.10E-06	5.37E-09	7.9543592	10.6429	1.53725918	BHMT2
211645_x_at	2.57E-06	6.75E-09	-7.8687209	10.4234	-6.00490211	
204446_s_at	2.57E-06	6.80E-09	-7.8658052	10.4159	-1.89595535	ALOX5
205569_at	2.74E-06	7.49E-09	-7.8296541	10.3229	-3.30584271	LAMP3
216541_x_at	2.74E-06	7.58E-09	-7.8252482	10.3116	-4.9335407	IGHM///IGHG1
217258_x_at	2.74E-06	7.62E-09	-7.8230983	10.306	-5.72243764	IGLV1-44
AFFX-HUMISGF3A/M97935_3_at	2.93E-06	8.29E-09	-7.7920601	10.226	-1.42750054	STAT1
214836_x_at	3.05E-06	8.90E-09	-7.765298	10.157	-4.58574836	IGK///IGKC
219937_at	3.05E-06	8.91E-09	7.7650942	10.1565	3.97026651	TRHDE
202992_at	3.19E-06	9.45E-09	7.7432084	10.0999	2.99213521	C7
204533_at	3.28E-06	9.86E-09	-7.7274396	10.0591	-2.15780052	CXCL10
205794_s_at	3.30E-06	1.01E-08	7.7196506	10.039	1.7767515	NOVA1
212314_at	3.39E-06	1.06E-08	-7.7009213	9.9905	-2.16675818	SEL1L3
216517_at	3.39E-06	1.07E-08	-7.6982754	9.9836	-3.44676235	IGKC
206682_at	3.41E-06	1.09E-08	-7.6912266	9.9653	-1.39160719	CLEC10A
211641_x_at	3.54E-06	1.16E-08	-7.6683165	9.9059	-3.24317421	IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1
211644_x_at	3.54E-06	1.16E-08	-7.6658929	9.8996	-6.50750567	IGK///IGKC
211634_x_at	3.54E-06	1.19E-08	-7.6582869	9.8799	-5.74235217	IGHM
217227_x_at	3.54E-06	1.19E-08	-7.6567278	9.8758	-4.10596118	IGLV1-44
203980_at	3.63E-06	1.24E-08	7.6429127	9.8399	2.99992183	FABP4
202524_s_at	3.70E-06	1.28E-08	-7.6308973	9.8087	-1.04556661	SPOCK2
209813_x_at	3.93E-06	1.38E-08	-7.6016241	9.7326	-2.64419345	TARP///TRGV9///TRGC2
212311_at	3.93E-06	1.41E-08	-7.5952941	9.7161	-1.88847129	SEL1L3
210972_x_at	3.93E-06	1.41E-08	-7.5944059	9.7138	-2.05017102	TRAC///TRAJ17///TRAV20///TRDV2
216510_x_at	5.17E-06	1.91E-08	-7.4837643	9.4248	-5.53230514	IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1
208450_at	5.17E-06	1.91E-08	-7.4830424	9.4229	-3.27482543	LGALS2
205721_at	5.17E-06	1.93E-08	-7.4787123	9.4116	-2.4749811	GFRA2
201998_at	5.17E-06	1.96E-08	-7.4739823	9.3992	-1.37328823	ST6GAL1
209969_s_at	5.17E-06	1.97E-08	-7.4713907	9.3924	-2.63410784	STAT1
204994_at	5.25E-06	2.06E-08	-7.4555441	9.3509	-1.01954119	MX2
216542_x_at	5.25E-06	2.06E-08	-7.4546963	9.3487	-1.97803739	IGHM///IGHG1///IGHA1
205965_at	5.25E-06	2.08E-08	-7.452332	9.3425	-2.31459376	BATF
214091_s_at	5.25E-06	2.10E-08	7.4482608	9.3318	1.96134196	GPX3
211637_x_at	5.40E-06	2.18E-08	-7.4342528	9.2951	-5.93851072	IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
219386_s_at	5.46E-06	2.23E-08	-7.4260977	9.2736	-2.72514997	SLAMF8
216511_s_at	5.48E-06	2.27E-08	7.419256	9.2557	1.48285464	TCF7L2
215946_x_at	5.48E-06	2.29E-08	-7.416867	9.2494	-3.82605772	IGLL3P
216365_x_at	5.67E-06	2.39E-08	-7.4005045	9.2064	-5.14197065	IGLJ3///CKAP2
204269_at	5.79E-06	2.47E-08	-7.3886726	9.1753	-1.55190776	PIM2
204613_at	5.82E-06	2.51E-08	-7.3832859	9.1611	-0.98742545	PLCG2
208885_at	5.97E-06	2.60E-08	-7.3699193	9.126	-1.37742851	LCP1
216984_x_at	5.99E-06	2.63E-08	-7.3648783	9.1127	-5.64572153	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1
214973_x_at	6.16E-06	2.74E-08	-7.3501543	9.0739	-4.49664285	IGHD
211650_x_at	6.16E-06	2.76E-08	-7.3473216	9.0665	-5.43236274	IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH
209626_s_at	6.33E-06	2.90E-08	-7.330378	9.0218	-1.07599802	OSBPL3
211635_x_at	6.33E-06	2.90E-08	-7.3299154	9.0206	-4.69829646	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1
215176_x_at	7.30E-06	3.38E-08	-7.2744256	8.8741	-5.41392587	IGK///IGKC
211881_x_at	7.48E-06	3.49E-08	-7.2622001	8.8418	-3.78053658	IGLJ3
217084_at	7.52E-06	3.54E-08	-7.2566722	8.8271	-3.48402167	IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1
40420_at	8.08E-06	3.84E-08	-7.2269486	8.7485	-1.02081503	STK10
219159_s_at	8.09E-06	3.89E-08	-7.2230988	8.7383	-2.74347285	SLAMF7
217198_x_at	8.60E-06	4.17E-08	-7.1975818	8.6706	-2.7960502	IGHG1///IGHD///IGHA2///IGH
205890_s_at	8.83E-06	4.32E-08	-7.1845053	8.6359	-4.09725298	UBD///GABBR1
211868_x_at	9.23E-06	4.56E-08	-7.165292	8.5849	-3.92769728	IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH
208091_s_at	9.24E-06	4.62E-08	-7.160212	8.5714	-1.33795963	VOPP1
203915_at	9.24E-06	4.64E-08	-7.158242	8.5662	-2.55886765	CXCL9
217157_x_at	9.44E-06	4.82E-08	-7.1447742	8.5304	-4.91431894	IGK///IGKC
218087_s_at	9.44E-06	4.83E-08	7.1440977	8.5286	2.31751256	SORBS1
205498_at	9.79E-06	5.05E-08	7.1277869	8.4852	1.55400568	GHR
211908_x_at	9.96E-06	5.18E-08	-7.1183987	8.4603	-4.03704685	IGK
204960_at	1.08E-05	5.69E-08	-7.0848935	8.371	-2.52911583	PTPRCAP
210762_s_at	1.11E-05	5.88E-08	7.0726972	8.3385	1.20880764	DLC1
219778_at	1.14E-05	6.08E-08	7.0605916	8.3062	1.4555572	ZFPM2
221658_s_at	1.25E-05	6.75E-08	-7.0229077	8.2056	-2.20466324	IL21R
217281_x_at	1.26E-05	6.81E-08	-7.0194834	8.1965	-5.20296354	LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH
202269_x_at	1.28E-05	7.00E-08	-7.0097706	8.1705	-1.89501394	GBP1
215565_at	1.32E-05	7.29E-08	-6.9949322	8.1309	-2.76578031	LOC101929272
204702_s_at	1.32E-05	7.34E-08	-6.9925332	8.1244	-1.11970946	NFE2L3
217360_x_at	1.35E-05	7.60E-08	-6.9800951	8.0912	-4.26619044	IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1
209606_at	1.59E-05	8.99E-08	-6.9198257	7.9297	-1.89896701	CYTIP
210915_x_at	1.64E-05	9.36E-08	-6.9053348	7.8908	-2.42123625	TRBC1
208383_s_at	1.65E-05	9.48E-08	6.9007127	7.8784	4.44724557	PCK1
204655_at	1.71E-05	9.91E-08	-6.8844837	7.8348	-1.77317266	CCL5
205013_s_at	1.85E-05	1.08E-07	-6.8526285	7.7492	-0.86870152	SPECC1L-ADORA2A///ADORA2A
216920_s_at	1.85E-05	1.09E-07	-6.8504153	7.7432	-1.66175308	TARP///TRGV9///TRGC2
205049_s_at	1.88E-05	1.11E-07	-6.8428455	7.7229	-1.82604724	CD79A
203528_at	2.16E-05	1.29E-07	-6.7908543	7.5828	-2.86901826	SEMA4D
217231_s_at	2.31E-05	1.39E-07	-6.7636123	7.5094	-2.50496933	MAST1
216037_x_at	2.32E-05	1.41E-07	6.7591796	7.4974	1.19456632	TCF7L2
221840_at	2.57E-05	1.57E-07	-6.7204569	7.3928	-0.89151368	PTPRE
212587_s_at	2.71E-05	1.67E-07	-6.6983468	7.333	-1.92862666	PTPRC
206247_at	2.77E-05	1.72E-07	-6.6879644	7.305	-1.04006839	MICB
212588_at	3.12E-05	1.94E-07	-6.6435574	7.1847	-2.14524723	PTPRC
207734_at	3.16E-05	2.00E-07	-6.6337201	7.1581	-1.03511181	LAX1
204279_at	3.16E-05	2.00E-07	-6.633064	7.1563	-1.43846198	PSMB9
207551_s_at	3.89E-05	2.48E-07	-6.5568441	6.9494	-0.87274792	MSL3
212592_at	4.05E-05	2.61E-07	-6.5389929	6.9009	-5.46909938	JCHAIN
211798_x_at	4.05E-05	2.62E-07	-6.5377653	6.8975	-5.02223594	IGLJ3
200887_s_at	4.13E-05	2.69E-07	-6.5284806	6.8723	-1.29101541	STAT1
219117_s_at	4.17E-05	2.73E-07	-6.5222357	6.8553	-1.78952339	FKBP11
212741_at	4.18E-05	2.77E-07	6.5172076	6.8416	2.73568004	MAOA
217390_x_at	4.18E-05	2.78E-07	-6.516668	6.8402	-1.92715007	
204890_s_at	4.19E-05	2.80E-07	-6.5134216	6.8313	-2.28615806	LCK
221601_s_at	4.36E-05	2.93E-07	-6.4974581	6.7879	-1.63504573	FCMR
211835_at	4.38E-05	2.97E-07	-6.4932345	6.7764	-2.04924115	IGKC
216853_x_at	4.44E-05	3.03E-07	-6.4857603	6.756	-4.66679781	IGLJ3
216250_s_at	4.45E-05	3.05E-07	-6.483034	6.7486	-1.09111755	LPXN
205237_at	4.51E-05	3.12E-07	-6.4753734	6.7277	-1.54300298	FCN1
210303_at	4.65E-05	3.23E-07	6.4627369	6.6933	1.95413761	MAB21L2
209209_s_at	4.78E-05	3.35E-07	6.4502397	6.6592	0.99263382	FERMT2
205692_s_at	4.80E-05	3.38E-07	-6.4470612	6.6506	-2.07083425	CD38
1405_i_at	4.86E-05	3.45E-07	-6.4402036	6.6319	-3.44843646	CCL5
212956_at	4.96E-05	3.54E-07	-6.4308437	6.6063	-0.97850598	TBC1D9
217148_x_at	5.09E-05	3.65E-07	-6.4193335	6.5749	-5.20692884	IGLJ3///IGLV@///IGLC1
205997_at	5.22E-05	3.77E-07	-6.4080606	6.5441	-3.42888235	ADAM28
205382_s_at	5.40E-05	3.95E-07	6.3922251	6.5009	1.3705965	CFD
38037_at	5.40E-05	3.96E-07	6.3910656	6.4977	1.96959237	HBEGF
200670_at	5.40E-05	3.97E-07	-6.3899066	6.4946	-1.07377406	XBP1
214669_x_at	5.51E-05	4.09E-07	-6.3795539	6.4663	-5.2279089	IGKC
219971_at	5.51E-05	4.11E-07	-6.3779127	6.4618	-2.05227742	IL21R
205718_at	5.51E-05	4.13E-07	-6.3764197	6.4577	-2.34493779	ITGB7
205568_at	5.60E-05	4.22E-07	-6.3683127	6.4356	-3.32691924	AQP9
205488_at	5.66E-05	4.29E-07	-6.3623947	6.4194	-1.460231	GZMA
200696_s_at	5.77E-05	4.41E-07	6.3532429	6.3944	1.29841576	GSN
211998_at	5.92E-05	4.54E-07	6.3424433	6.3648	2.02983961	MIR4738///H3F3B///H3F3A
210164_at	6.00E-05	4.63E-07	-6.3354317	6.3457	-2.63088886	GZMB
205831_at	6.07E-05	4.71E-07	-6.3294865	6.3294	-2.02026432	CD2
204698_at	6.27E-05	4.90E-07	-6.3157385	6.2918	-2.01606521	ISG20
209267_s_at	6.38E-05	5.01E-07	-6.3080386	6.2707	-1.46971839	SLC39A8
209924_at	7.31E-05	5.77E-07	-6.2577899	6.1331	-3.56009934	CCL18
204891_s_at	7.66E-05	6.09E-07	-6.2391762	6.082	-2.60039846	LCK
210302_s_at	8.05E-05	6.43E-07	6.2198064	6.0289	1.70508949	MAB21L2
219799_s_at	8.16E-05	6.56E-07	-6.2126248	6.0092	-1.54753594	DHRS9
210372_s_at	8.16E-05	6.59E-07	6.2110951	6.005	1.63904305	TPD52L1
210168_at	8.42E-05	6.84E-07	6.1982815	5.9698	1.352634	C6
214617_at	8.55E-05	6.98E-07	-6.1908883	5.9495	-1.52003462	PRF1
218567_x_at	8.59E-05	7.06E-07	-6.1871592	5.9393	-1.91691576	DPP3
211429_s_at	8.72E-05	7.21E-07	-6.1797897	5.919	-1.67758503	SERPINA1
213800_at	8.72E-05	7.24E-07	6.1779903	5.9141	1.19641411	CFH
221253_s_at	9.15E-05	7.69E-07	-6.1566983	5.8556	-1.04630135	BLOC1S5-TXNDC5///TXNDC5
217552_x_at	9.15E-05	7.72E-07	-6.1556236	5.8526	-2.78407145	CR1
210029_at	9.15E-05	7.72E-07	-6.155395	5.852	-1.5537546	IDO1
219385_at	9.61E-05	8.15E-07	-6.1363824	5.7997	-1.97309476	SLAMF8
212959_s_at	9.84E-05	8.39E-07	-6.126224	5.7718	-1.01155615	GNPTAB
203964_at	9.87E-05	8.46E-07	-6.1231987	5.7635	-1.36149141	NMI
203879_at	9.92E-05	8.55E-07	-6.1196463	5.7537	-1.05928716	PIK3CD
204562_at	9.97E-05	8.64E-07	-6.1161509	5.7441	-1.38389829	IRF4
217979_at	1.01E-04	8.78E-07	-6.110254	5.7279	-1.49351604	TSPAN13
204719_at	1.02E-04	8.90E-07	6.1054389	5.7146	1.79942724	ABCA8
206978_at	1.02E-04	8.99E-07	-6.1020528	5.7053	-1.43332763	CCR2
209773_s_at	1.02E-04	9.00E-07	-6.1016851	5.7043	-0.99432672	RRM2
219118_at	1.02E-04	9.06E-07	-6.0993809	5.698	-1.78706825	FKBP11
212322_at	1.06E-04	9.49E-07	-6.0830143	5.6529	-0.87991124	SGPL1
209311_at	1.08E-04	9.73E-07	6.0743138	5.629	0.6037304	BCL2L2
209781_s_at	1.09E-04	9.82E-07	6.0708559	5.6195	0.83030295	KHDRBS3
211276_at	1.09E-04	9.90E-07	6.0682478	5.6123	1.94090601	TCEAL2
212230_at	1.12E-04	1.02E-06	6.0579281	5.5839	1.34252796	PLPP3
206561_s_at	1.13E-04	1.04E-06	6.0513092	5.5656	2.41447651	AKR1B10
203571_s_at	1.15E-04	1.05E-06	6.0461644	5.5515	1.72514218	ADIRF
205758_at	1.17E-04	1.08E-06	-6.0361573	5.5239	-1.48817638	CD8A
206588_at	1.20E-04	1.12E-06	-6.025733	5.4952	-2.07609457	DAZL
204793_at	1.22E-04	1.14E-06	6.0198041	5.4788	1.25032518	GPRASP1
216560_x_at	1.22E-04	1.15E-06	-6.0166352	5.4701	-5.16890905	IGLC1
218543_s_at	1.22E-04	1.15E-06	-6.0158783	5.468	-0.93053042	PARP12
205474_at	1.23E-04	1.16E-06	-6.0117852	5.4567	-1.00721906	CRLF3
205159_at	1.26E-04	1.19E-06	-6.002202	5.4303	-1.38465205	CSF2RB
208829_at	1.31E-04	1.25E-06	-5.9858129	5.3851	-1.1267065	TAPBP
221558_s_at	1.33E-04	1.28E-06	-5.9778742	5.3632	-2.37242831	LEF1
218285_s_at	1.34E-04	1.29E-06	5.9753962	5.3564	0.99895098	BDH2
220423_at	1.35E-04	1.32E-06	-5.9685591	5.3375	-2.74625951	PLA2G2D
201841_s_at	1.35E-04	1.32E-06	5.9678804	5.3357	0.86588391	HSPB1
213887_s_at	1.38E-04	1.35E-06	5.9603145	5.3148	0.99700273	POLR2E
213537_at	1.40E-04	1.38E-06	-5.9520671	5.292	-2.05299911	HLA-DPA1
204785_x_at	1.41E-04	1.40E-06	-5.9466878	5.2772	-0.86460489	IFNAR2
213268_at	1.41E-04	1.40E-06	-5.9454932	5.2739	-1.89977653	CAMTA1
205456_at	1.41E-04	1.41E-06	-5.9449781	5.2725	-1.12428929	CD3E
210889_s_at	1.41E-04	1.41E-06	-5.943527	5.2685	-1.82531392	FCGR2B
204007_at	1.44E-04	1.45E-06	-5.9355058	5.2463	-1.23937281	FCGR3B
204235_s_at	1.46E-04	1.47E-06	5.9286814	5.2275	1.4189332	GULP1
212543_at	1.47E-04	1.49E-06	-5.9254362	5.2185	-0.83071953	AIM1
207175_at	1.48E-04	1.51E-06	5.9211519	5.2067	3.2601701	ADIPOQ
208296_x_at	1.49E-04	1.52E-06	-5.9175613	5.1968	-1.06336343	TNFAIP8
216573_at	1.50E-04	1.54E-06	-5.912349	5.1824	-2.42951256	IGLV1-44
218943_s_at	1.62E-04	1.68E-06	-5.8839491	5.1039	-0.93264123	DDX58
219874_at	1.66E-04	1.72E-06	-5.8747791	5.0786	-1.93724189	SLC12A8
213036_x_at	1.68E-04	1.76E-06	-5.8673832	5.0582	-2.30178482	ATP2A3
202833_s_at	1.68E-04	1.76E-06	-5.8658356	5.0539	-1.85976163	SERPINA1
212494_at	1.68E-04	1.77E-06	5.8650413	5.0517	1.28284057	TNS2
211796_s_at	1.68E-04	1.78E-06	-5.8635142	5.0475	-3.86568184	TRBC1
204265_s_at	1.68E-04	1.78E-06	-5.8632731	5.0468	-1.28466128	GPSM3
213101_s_at	1.74E-04	1.85E-06	-5.8491054	5.0076	-0.6805566	ACTR3
202626_s_at	1.78E-04	1.90E-06	-5.8402611	4.9832	-0.81391222	LYN
219528_s_at	1.78E-04	1.91E-06	-5.8382518	4.9776	-1.39749423	BCL11B
203548_s_at	1.78E-04	1.92E-06	5.8359551	4.9713	2.38495444	LPL
201286_at	1.79E-04	1.94E-06	-5.8328615	4.9627	-3.66115362	SDC1
201674_s_at	1.79E-04	1.95E-06	5.8310472	4.9577	1.375366	AKAP1
210784_x_at	1.81E-04	1.97E-06	-5.8273987	4.9476	-2.35273584	LILRB3
207623_at	1.82E-04	1.99E-06	5.8236223	4.9372	2.21498817	ABCF2
221796_at	1.83E-04	2.01E-06	5.8198768	4.9268	1.35664195	NTRK2
216035_x_at	1.90E-04	2.10E-06	5.8056991	4.8876	1.13641116	TCF7L2
221844_x_at	1.90E-04	2.11E-06	-5.8038941	4.8826	-0.74495772	SPCS3
205681_at	1.91E-04	2.13E-06	-5.800779	4.874	-1.92406216	BCL2A1
209101_at	1.93E-04	2.15E-06	5.7961831	4.8613	1.18234945	CTGF
209670_at	1.99E-04	2.24E-06	-5.7830979	4.8251	-2.61119559	TRAC
205357_s_at	2.01E-04	2.27E-06	5.7784835	4.8123	1.79225995	AGTR1
218614_at	2.02E-04	2.29E-06	-5.7742111	4.8005	-1.09106911	KIAA1551
203474_at	2.02E-04	2.30E-06	-5.7739054	4.7996	-1.04806122	IQGAP2
202295_s_at	2.02E-04	2.31E-06	-5.7720626	4.7945	-1.12928646	CTSH
203554_x_at	2.02E-04	2.31E-06	-5.7719027	4.7941	-0.79750862	PTTG1
212022_s_at	2.06E-04	2.37E-06	-5.7628976	4.7692	-1.80388673	MKI67
211133_x_at	2.09E-04	2.40E-06	-5.7575827	4.7545	-1.26418681	LILRB3
213888_s_at	2.12E-04	2.45E-06	-5.7506102	4.7352	-2.81177964	TRAF3IP3
204118_at	2.13E-04	2.47E-06	-5.7476027	4.7268	-1.2864302	CD48
204804_at	2.41E-04	2.81E-06	-5.7034501	4.6046	-0.69543949	TRIM21
208602_x_at	2.47E-04	2.90E-06	-5.6918468	4.5725	-1.29724901	CD6
209655_s_at	2.47E-04	2.91E-06	5.6908042	4.5696	1.44302786	TMEM47
211144_x_at	2.47E-04	2.92E-06	-5.6900014	4.5673	-2.19991317	TARP///TRGV9///TRGC2
212820_at	2.54E-04	3.01E-06	-5.6789087	4.5366	-0.9826047	DMXL2
213275_x_at	2.67E-04	3.18E-06	-5.6603398	4.4852	-0.86086268	CTSB
203821_at	2.69E-04	3.22E-06	5.6561546	4.4736	2.38194635	HBEGF
205804_s_at	2.72E-04	3.25E-06	-5.6520964	4.4623	-2.70282411	TRAF3IP3
207174_at	2.73E-04	3.28E-06	5.6494194	4.4549	2.12500856	GPC5
215379_x_at	2.73E-04	3.30E-06	-5.6472415	4.4489	-5.87272725	IGLV1-44
209612_s_at	2.74E-04	3.33E-06	5.6445839	4.4415	2.82032535	ADH1B
201859_at	2.84E-04	3.46E-06	-5.6307311	4.4031	-0.99794405	SRGN
203185_at	2.84E-04	3.47E-06	-5.6297036	4.4003	-0.95036128	RASSF2
206991_s_at	2.87E-04	3.51E-06	-5.625402	4.3884	-2.1724878	CCR5
203765_at	2.87E-04	3.53E-06	-5.6239046	4.3842	-1.12691077	GCA
217147_s_at	2.87E-04	3.54E-06	-5.6228719	4.3813	-3.05991419	TRAT1
218418_s_at	2.92E-04	3.62E-06	5.6153852	4.3606	0.88703665	KANK2
218651_s_at	2.93E-04	3.64E-06	5.6127287	4.3532	0.80093534	LARP6
201795_at	2.95E-04	3.71E-06	-5.6064444	4.3358	-1.1832413	LBR
203950_s_at	2.95E-04	3.71E-06	5.6064118	4.3357	0.6453338	CLCN6
209685_s_at	2.95E-04	3.71E-06	-5.6063426	4.3355	-1.14168384	PRKCB
219747_at	3.04E-04	3.84E-06	5.5948191	4.3036	1.6223091	NDNF
206244_at	3.08E-04	3.90E-06	-5.589277	4.2882	-2.13226092	CR1
203464_s_at	3.21E-04	4.07E-06	5.5738698	4.2455	0.84534168	EPN2-IT1///EPN2
204731_at	3.28E-04	4.18E-06	5.5651208	4.2213	1.73774028	TGFBR3
217217_at	3.30E-04	4.22E-06	-5.5613291	4.2107	-1.91470187	LOC102723407///IGHV4-31///IGHM///IGHG4///IGHG1///IGHA2///IGHA1
218901_at	3.32E-04	4.26E-06	5.5584072	4.2026	0.86612517	PLSCR4
205213_at	3.35E-04	4.31E-06	-5.5542983	4.1912	-1.57429476	ACAP1
206453_s_at	3.35E-04	4.33E-06	5.5529703	4.1876	1.22628756	NDRG2
210785_s_at	3.35E-04	4.35E-06	-5.5511426	4.1825	-1.1279795	THEMIS2
38149_at	3.37E-04	4.39E-06	-5.5481307	4.1741	-1.15516821	ARHGAP25
211648_at	3.40E-04	4.44E-06	-5.54355	4.1614	-2.47170863	IGHM///IGHG1
219032_x_at	3.40E-04	4.46E-06	-5.5425868	4.1588	-0.76812099	OPN3
218308_at	3.40E-04	4.48E-06	-5.5405817	4.1532	-1.72207009	TACC3
218627_at	3.40E-04	4.50E-06	-5.5394602	4.1501	-0.88649984	DRAM1
206336_at	3.40E-04	4.50E-06	-5.5393934	4.1499	-2.1760062	CXCL6
219316_s_at	3.53E-04	4.69E-06	-5.52467	4.1091	-1.02806311	FLVCR2
210538_s_at	3.54E-04	4.72E-06	-5.5223433	4.1026	-1.59129488	BIRC3
