ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
35578_at	0.4827	0.00272897	3.6585789	-1.4905	2.06797102	
39329_at	0.4827	0.0027341	-3.6576131	-1.492	-0.80999883	ACTN1
39525_at	0.4827	0.00274129	3.6562639	-1.494	0.84616137	PLEKHB2
40292_at	0.4827	0.00278394	-3.6483308	-1.5062	-1.06397502	BRINP1
41560_at	0.4827	0.00281283	-3.6430268	-1.5143	-1.43061666	PDCD2
37026_at	0.4827	0.00286282	3.6339777	-1.5282	0.80077824	KLF6
39195_s_at	0.4827	0.00288957	-3.6292007	-1.5356	-1.35499326	SLC25A26
36918_at	0.4827	0.00291294	-3.6250642	-1.5419	-1.50177785	GUCY1A3
38420_at	0.4827	0.00294075	-3.6201852	-1.5494	-1.00537158	COL5A2
38408_at	0.4827	0.00300978	3.6082743	-1.5677	1.93362001	TSPAN7
36842_at	0.4827	0.00305053	3.6013718	-1.5783	1.22795333	ERC2
1637_at	0.4827	0.00311106	3.5912885	-1.5938	0.70811679	MAPKAPK3
753_at	0.4827	0.00312248	-3.5894086	-1.5967	-1.52113825	NID2
36844_at	0.4827	0.00315254	3.5844927	-1.6043	1.54634876	DOCK3
34974_at	0.4827	0.00318457	-3.5793072	-1.6123	-1.5424376	ADAMDEC1
31549_at	0.4827	0.00318531	3.5791894	-1.6124	1.34289532	MAS1
38177_at	0.4827	0.00327918	3.5642933	-1.6354	1.1221981	RAMP2
34955_at	0.4827	0.00330427	-3.5603851	-1.6414	-0.73867645	ABCC4
32305_at	0.4827	0.00333522	-3.5556054	-1.6488	-0.86068277	COL1A2
34072_s_at	0.4827	0.00338212	-3.548446	-1.6598	-1.19769677	
34081_at	0.4827	0.00345177	3.5379976	-1.6759	1.18841744	
33528_at	0.4827	0.00347627	3.5343741	-1.6815	1.55155328	FAM30A
38856_at	0.4827	0.00348672	3.5328351	-1.6839	0.89415674	ADAMTSL3
32359_at	0.4827	0.00350235	-3.5305428	-1.6874	-1.02026944	WISP1
36532_at	0.4827	0.00352927	-3.5266196	-1.6935	-0.68851304	SYNJ2
1217_g_at	0.4827	0.00353236	3.5261713	-1.6942	1.30684101	PRKCB
34807_at	0.4827	0.00355938	3.5222671	-1.7002	1.29083176	GLRX3
1388_g_at	0.4827	0.00359189	-3.5176089	-1.7074	-0.79764559	VDR
1040_s_at	0.4827	0.00362264	3.513243	-1.7141	1.30352683	ABI2
33977_at	0.4827	0.00363255	3.5118433	-1.7163	1.17404098	GFI1
35261_at	0.5023	0.00387928	3.4781915	-1.7683	0.72736362	GMFG
38917_at	0.5023	0.00389527	3.4760862	-1.7716	1.80064083	YME1L1
1107_s_at	0.5023	0.00394308	3.4698411	-1.7812	1.44979278	ISG15
36379_at	0.5023	0.00395303	3.4685521	-1.7832	1.13817062	UPK3A
35940_at	0.5023	0.00397901	3.465199	-1.7884	1.376161	POU4F1
35628_at	0.5124	0.0040992	3.4499691	-1.812	0.96433263	TM7SF2
32694_at	0.513	0.00414487	-3.4442996	-1.8208	-1.27263849	RARB
41032_at	0.5209	0.00428547	-3.4272331	-1.8472	-1.25188403	PCSK5
40217_s_at	0.5209	0.00429085	3.4265909	-1.8482	2.15477685	CDS1
40847_at	0.5225	0.00441205	-3.4123437	-1.8703	-0.77435295	MICAL2
36708_at	0.5225	0.00445237	-3.4076914	-1.8775	-2.11672048	CPM
1393_at	0.5225	0.00446333	-3.4064334	-1.8795	-1.30937701	OCM2
1114_at	0.5225	0.00447333	3.4052896	-1.8812	1.48335143	BMP4
40648_at	0.5225	0.00451098	3.401003	-1.8879	1.32123729	MERTK
35366_at	0.5233	0.00455969	-3.3955113	-1.8964	-1.03804827	NID1
33041_at	0.5403	0.00475044	-3.3745567	-1.9289	-1.01027563	GJC1
34636_at	0.5404	0.00479422	3.3698675	-1.9362	1.07605339	ALOX15
523_s_at	0.5404	0.00483704	-3.3653217	-1.9433	-1.22567296	SULT2A1
41069_at	0.541	0.00488541	3.3602352	-1.9512	0.9640195	LECT1
38238_at	0.546	0.00501635	3.3467155	-1.9722	1.21795139	SLC2A2
36976_at	0.546	0.00501671	-3.3466786	-1.9722	-0.80628139	CDH11
39468_r_at	0.5503	0.00518488	-3.3298279	-1.9984	-1.04613939	
915_at	0.5503	0.00520051	3.3282891	-2.0008	1.6233594	IFIT1
34581_s_at	0.5503	0.0052431	3.3241207	-2.0073	1.41491547	EPB41
40470_at	0.5503	0.00526424	3.3220649	-2.0105	0.72935081	OGDH
909_g_at	0.5503	0.0052786	3.3206728	-2.0127	1.26663061	IFIT2
34261_at	0.5503	0.00531819	3.3168542	-2.0186	0.7086896	PCYT2
36922_at	0.5529	0.00544824	-3.3045085	-2.0378	-1.21386958	RRM2
32950_at	0.5529	0.00546681	3.3027699	-2.0405	1.54039398	POU6F2
1609_g_at	0.5529	0.00552826	3.2970585	-2.0494	0.93946296	MET
34256_at	0.5529	0.00555245	3.2948281	-2.0529	0.95060561	ST3GAL5
40665_at	0.5529	0.00556794	-3.2934043	-2.0551	-1.37662217	FMO3
37363_at	0.5529	0.00564628	3.2862654	-2.0662	0.80914651	MTSS1
38627_at	0.5529	0.0056493	3.2859922	-2.0666	1.51273323	HLF
1740_g_at	0.5619	0.00578604	-3.2737727	-2.0856	-0.95198603	FOLH1B///FOLH1
31345_at	0.5659	0.0058717	3.2662641	-2.0973	1.2289303	TMPRSS11D
37251_s_at	0.5804	0.00606876	-3.2493989	-2.1236	-2.58706323	GPM6B
40162_s_at	0.5817	0.00619376	3.238983	-2.1398	1.68837897	COMP
173_at	0.5817	0.00620532	-3.2380304	-2.1413	-1.2850875	CDH18
35395_at	0.5817	0.00621995	3.2368271	-2.1432	1.13862718	LIPF
40224_s_at	0.5831	0.00632286	-3.228443	-2.1563	-0.97078784	PPP6R2
39398_s_at	0.5831	0.00632715	3.228097	-2.1568	0.7213168	LOC101929597///TBCD
38234_at	0.5882	0.00642915	-3.2199263	-2.1695	-1.06323228	TLE3
35401_s_at	0.6028	0.00663705	3.2036659	-2.1949	1.41420369	MMP17
298_at	0.6254	0.00696132	3.1792929	-2.2329	0.6953457	MUC5AC
33037_at	0.6254	0.00703426	3.1739668	-2.2412	0.68975753	CHST7
32995_at	0.6254	0.00703454	3.1739468	-2.2412	1.1803508	ASB4
40161_at	0.6327	0.00716682	3.1644271	-2.256	1.45228287	COMP
1410_at	0.6348	0.0072407	-3.1591861	-2.2642	-0.88827066	VDR
32648_at	0.6452	0.0075566	3.1373618	-2.2982	0.78029889	DLK1
902_at	0.6452	0.00767771	-3.1292351	-2.3109	-1.83823983	EPHB2
32306_g_at	0.6452	0.00772362	-3.1261876	-2.3157	-0.63994465	COL1A2
40578_s_at	0.6452	0.00775877	3.1238665	-2.3193	1.79883148	TMOD1
33914_r_at	0.6452	0.00779375	3.1215668	-2.3229	0.82107489	FECH
39220_at	0.6452	0.00784341	3.1183202	-2.3279	1.31682806	SCGB1A1
36441_at	0.6452	0.00785463	3.1175896	-2.3291	0.90512522	KCNMA1
1931_at	0.6452	0.00787997	-3.1159429	-2.3317	-0.95294735	ABCC4
40333_at	0.6452	0.00795946	3.1108115	-2.3397	1.45350649	BMP4
35052_r_at	0.6452	0.00796821	3.1102501	-2.3405	1.47249853	
36007_at	0.6452	0.00798822	-3.1089681	-2.3425	-0.64243253	OLFML2B
34675_at	0.6452	0.00801095	-3.1075152	-2.3448	-1.33574433	STON1
40944_at	0.6452	0.00803202	3.1061726	-2.3469	0.60029445	KLF11
41271_at	0.6452	0.0081874	3.096376	-2.3622	1.03716976	SLC7A8
33834_at	0.6452	0.00820272	-3.0954204	-2.3637	-1.54315879	CXCL12
33310_at	0.6452	0.00820527	-3.0952612	-2.3639	-1.3831451	ABHD5
38237_at	0.6452	0.00822796	-3.0938489	-2.3661	-1.33322693	GGT5
39712_at	0.6473	0.00830622	3.0890088	-2.3737	0.76180454	S100A13
40769_r_at	0.6501	0.00839355	3.0836599	-2.382	0.99066648	NUP214
34742_at	0.6531	0.00848399	3.0781791	-2.3905	0.66879763	BCL2L1
41129_at	0.6594	0.00862853	-3.0695394	-2.404	-0.69850707	TMEM41B
34653_at	0.6594	0.0086706	3.0670514	-2.4079	0.82831332	RAPSN
38382_at	0.66	0.00877472	3.0609457	-2.4174	0.83283713	LOC101929524
34377_at	0.66	0.00878204	3.0605189	-2.4181	1.62086486	ATP1A2
37896_at	0.6607	0.00884433	3.0569031	-2.4237	1.78693848	TFF3
38288_at	0.6628	0.00896662	-3.0498775	-2.4347	-1.3959106	SNAI2
37716_at	0.6628	0.00908188	-3.0433427	-2.4449	-1.29828449	CD200
39851_at	0.6628	0.00908465	-3.0431866	-2.4451	-1.71365535	ANK2
31404_at	0.6628	0.00915642	-3.0391599	-2.4514	-0.58396912	GRK1
36861_at	0.6628	0.00917708	-3.0380067	-2.4532	-1.44734798	MXRA5
33098_at	0.6628	0.00918786	3.037406	-2.4541	1.35092131	CCR3
37952_at	0.6706	0.00941344	3.0249921	-2.4735	0.97813729	ITGB3
38005_at	0.6706	0.00953859	3.0182319	-2.484	0.61152691	SLC35D2
35718_at	0.6706	0.00956042	3.0170618	-2.4858	0.83127049	SP110
41447_at	0.6706	0.00958209	-3.0159026	-2.4876	-0.76895793	CHSY1
34155_s_at	0.6706	0.00959384	3.0152755	-2.4886	1.22270421	TYR
38389_at	0.6706	0.00961472	3.0141625	-2.4904	1.64444437	OAS1
37834_at	0.6727	0.00974446	3.0073001	-2.5011	1.12253036	DYRK1B
38404_at	0.6727	0.00975112	-3.0069505	-2.5016	-2.94319027	TGM2
808_at	0.6778	0.00987796	3.0003327	-2.5119	0.89498199	RAB27B
32963_s_at	0.6814	0.01001009	2.9935283	-2.5225	0.86789468	RRAGD
37641_at	0.6814	0.0102376	2.9820169	-2.5405	0.99436747	IFI44
36144_at	0.6814	0.01039131	2.974382	-2.5523	0.66123637	SYT11
32481_at	0.6814	0.01042486	2.9727307	-2.5549	1.13995698	WFDC8
41289_at	0.6814	0.01045798	2.9711053	-2.5575	1.24871314	NCAM1
32946_r_at	0.6814	0.01045864	2.9710729	-2.5575	1.90979885	MBL2
41142_at	0.6814	0.01045942	2.9710348	-2.5576	0.77189727	OXCT1
38545_at	0.6814	0.01050507	-2.9688031	-2.561	-2.1242892	INHBB
39315_at	0.6814	0.01069527	-2.9596078	-2.5754	-1.29455885	ANGPT1
37504_at	0.6814	0.0107549	-2.9567578	-2.5798	-0.69932746	SMURF1
36495_at	0.6814	0.01077191	2.9559478	-2.5811	0.87036631	FBP1
38432_at	0.6814	0.01077239	2.955925	-2.5811	1.01964344	ISG15
37489_s_at	0.6814	0.01080611	-2.9543232	-2.5836	-0.58070305	SLC4A3
39710_at	0.6814	0.01081476	-2.9539129	-2.5842	-1.05982201	NREP
36937_s_at	0.6814	0.01083207	-2.9530932	-2.5855	-0.79902367	PDLIM1
34144_at	0.6814	0.01089179	2.9502749	-2.5899	1.01912521	TLR6
32358_at	0.6814	0.01092635	-2.9486508	-2.5924	-1.69094032	WISP3
1638_at	0.6814	0.01102781	-2.9439116	-2.5998	-1.74814923	ETV6
35651_at	0.6814	0.01112957	2.9392022	-2.6071	0.57130168	MAP3K4
36683_at	0.6814	0.01114216	2.9386221	-2.608	0.7971996	MGP
36931_at	0.6814	0.01115375	-2.9380893	-2.6089	-0.90685409	TAGLN
32043_at	0.6814	0.01127433	-2.932575	-2.6174	-1.05794796	STC2
34800_at	0.6814	0.01129702	-2.9315436	-2.619	-0.90991293	LRIG1
32666_at	0.6814	0.01132263	-2.9303822	-2.6209	-0.95027661	CXCL12
32406_at	0.6814	0.01132893	2.9300972	-2.6213	0.90652171	SOGA1
31498_f_at	0.6814	0.01136119	-2.9286384	-2.6236	-1.17361469	GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1
38340_at	0.6814	0.01138851	2.9274064	-2.6255	0.67710717	HIP1R
1201_at	0.682	0.01151264	2.9218454	-2.6341	0.70216947	RAB33A
36924_r_at	0.682	0.01157875	-2.9189079	-2.6387	-1.83640926	SCG2
31971_at	0.682	0.0116331	2.9165053	-2.6424	0.55936267	LINC01565
38546_at	0.682	0.01163536	-2.9164056	-2.6426	-0.88102639	IL1RAP
1806_at	0.682	0.01168928	2.9140332	-2.6463	2.09370091	MCF2
32239_at	0.682	0.01177677	2.9102066	-2.6522	0.86348618	LOC100506558///MATN2
32903_at	0.682	0.01180042	-2.9091774	-2.6538	-1.06495214	TGFBR1
884_at	0.682	0.01182999	2.907893	-2.6558	0.73020563	ITGA3
31621_s_at	0.6848	0.01193303	-2.9034418	-2.6628	-1.23217646	ELN
32074_at	0.6867	0.01203906	2.8989008	-2.6698	0.55467069	DCLRE1A
34193_at	0.6867	0.01211113	2.8958367	-2.6746	2.0493803	CHL1
33244_at	0.6867	0.01219764	2.8921826	-2.6803	1.11680127	CHN2
33106_at	0.6867	0.01223757	2.8905045	-2.6829	0.76059386	NR1H3
41253_s_at	0.6867	0.01236574	2.8851539	-2.6912	0.57040138	PLEKHB2
39974_at	0.6867	0.01248081	-2.8803968	-2.6986	-1.65507885	ENTPD3
34540_at	0.6867	0.01248883	-2.8800669	-2.6991	-1.21896098	GRIK3
34531_at	0.6867	0.01253054	-2.8783544	-2.7018	-1.14539579	FLRT1
39302_at	0.6867	0.01253261	-2.8782694	-2.7019	-1.23944951	DSC2
908_at	0.6867	0.0126448	2.8736915	-2.709	1.83278076	IFIT2
34203_at	0.6867	0.01270106	-2.8714105	-2.7126	-1.65723925	CNN1
39206_s_at	0.6867	0.01273797	-2.8699194	-2.7149	-1.4028356	ACAN
269_at	0.6867	0.01275716	2.8691462	-2.7161	1.3110164	OASL
32242_at	0.6867	0.0127854	2.8680102	-2.7178	0.87610564	CRYAB
39326_at	0.6867	0.01285016	2.865414	-2.7219	0.71006195	ATP6V0A1
36512_at	0.6867	0.01290581	2.8631931	-2.7253	1.4492677	AADAC
288_s_at	0.6867	0.01291022	-2.8630175	-2.7256	-0.66164894	LBR
31781_at	0.6867	0.01294464	2.861649	-2.7277	1.132252	CDRT1
31580_at	0.6877	0.01304265	-2.8577722	-2.7337	-1.53704352	
581_at	0.6877	0.01307218	-2.8566099	-2.7355	-0.60079828	LAMB1
32151_at	0.6956	0.01333202	2.8464906	-2.7512	0.69646746	RANGAP1
38961_at	0.6956	0.0133402	2.8461754	-2.7517	1.71509449	KIAA1107
1495_at	0.6956	0.013389	-2.8442978	-2.7547	-1.42573251	LTBP1
37767_at	0.6968	0.01346596	2.84135	-2.7592	0.90366255	HTT
1455_f_at	0.6973	0.01360712	2.8359867	-2.7675	0.82591878	CYP2C9
32193_at	0.6973	0.01364799	2.8344438	-2.7699	0.81516857	PLXNC1
35525_at	0.6973	0.01366592	-2.8337682	-2.771	-0.61354946	SLC17A4
37574_at	0.6973	0.01369673	-2.8326097	-2.7728	-1.28761425	NEDD9
39406_at	0.6977	0.01383325	-2.8275071	-2.7807	-0.58102134	BMP1
40101_g_at	0.6977	0.01387005	-2.8261401	-2.7828	-0.75227375	ARHGEF2
38366_g_at	0.6977	0.01388644	2.8255323	-2.7838	1.12029468	PEX1
33143_s_at	0.6977	0.01398927	-2.8217357	-2.7897	-1.28706525	MIR6787///SLC16A3
32182_at	0.6977	0.01408199	-2.8183354	-2.7949	-1.12793534	STK38L
32926_at	0.6977	0.01408651	2.8181703	-2.7952	1.75345933	
31360_at	0.6977	0.01423256	-2.8128605	-2.8034	-1.27850284	
33291_at	0.6977	0.01424698	-2.8123393	-2.8042	-1.60987028	RASGRP1
866_at	0.6977	0.01424793	-2.8123048	-2.8043	-0.60515059	THBS1
38424_at	0.6977	0.01425777	2.8119494	-2.8048	0.6805427	ESYT1
39330_s_at	0.7013	0.01438757	-2.807283	-2.8121	-0.82856533	ACTN1
40523_at	0.7126	0.01476921	2.7937985	-2.8329	0.92218377	FOXA2
38257_at	0.7126	0.01480993	2.7923801	-2.8351	0.65985566	MIR7113///MIR4691///NDUFS8
33382_at	0.7126	0.01482784	2.7917571	-2.8361	1.30914798	NAAA
37982_at	0.7126	0.01487151	2.7902417	-2.8385	0.61875552	ECI1
36627_at	0.7126	0.0149003	2.7892454	-2.84	2.0648655	SPARCL1
32539_at	0.713	0.01507308	2.7833037	-2.8492	0.54094412	COPS8
34360_s_at	0.713	0.0151048	2.7822201	-2.8509	0.97307489	HDDC2
34959_at	0.713	0.01511139	2.7819953	-2.8512	1.00789104	FCER2
33691_at	0.713	0.01518567	-2.7794676	-2.8551	-0.97525768	SPATA31C2
1812_s_at	0.713	0.0151929	2.7792222	-2.8555	0.64915054	MET
1700_at	0.7132	0.0152715	2.7765618	-2.8596	0.7529877	MIR3190///MIR3191///BBC3
32847_at	0.7132	0.01533244	-2.7745086	-2.8628	-1.09000679	MYLK
41644_at	0.7132	0.01541642	2.7716918	-2.8672	0.56109392	SASH1
32184_at	0.7132	0.01542222	2.7714981	-2.8675	1.06361021	LMO2
39600_at	0.7164	0.01557605	2.7663791	-2.8754	0.92010658	PAQR3
37591_at	0.7164	0.01563519	2.7644245	-2.8784	0.64240626	UCP2
33612_at	0.7164	0.0156692	2.7633035	-2.8801	1.60147087	IFIH1
38427_at	0.7164	0.01572804	-2.7613699	-2.8831	-1.44958498	COL15A1
41401_at	0.7164	0.0158499	-2.7573878	-2.8893	-0.68360203	CSRP2
36231_at	0.7164	0.01585719	2.7571505	-2.8896	0.63767826	PIK3IP1
32818_at	0.7164	0.01590212	-2.7556906	-2.8919	-1.19904369	TNC
41158_at	0.7164	0.0159462	-2.7542622	-2.8941	-0.64622532	PLP1
39320_at	0.723	0.01615845	2.7474374	-2.9047	1.05779347	CASP1
33028_at	0.723	0.01622248	2.7453956	-2.9078	1.00677962	SLC6A5
35663_at	0.723	0.01630677	-2.7427201	-2.9119	-1.58196891	NPTX2
31639_f_at	0.723	0.01632204	2.7422366	-2.9127	1.1080384	SOX1
32667_at	0.7265	0.01661743	2.7329739	-2.927	1.35772826	COL4A5
37565_at	0.7265	0.01672727	2.7295703	-2.9322	0.73850206	MMD
31607_at	0.7265	0.01675374	-2.7287535	-2.9335	-1.27989626	VDAC1
1672_f_at	0.7265	0.01678238	2.7278709	-2.9349	1.73021871	RB1
1445_at	0.7265	0.0168226	2.7266342	-2.9368	0.79451901	CCRL2
36816_s_at	0.7265	0.01685054	2.7257767	-2.9381	1.24694945	CFTR
40429_r_at	0.7265	0.01698508	2.721667	-2.9444	1.73205329	
1615_at	0.7265	0.01711677	2.7176746	-2.9506	0.57178806	BCL2L1
38928_r_at	0.7265	0.01723899	2.7139963	-2.9563	0.72575171	TYR
33009_at	0.7265	0.0172764	-2.7128755	-2.958	-1.20498288	MAP3K1
605_at	0.7265	0.01727992	2.7127703	-2.9582	0.64803535	VAT1
38735_at	0.7265	0.01738348	2.7096805	-2.9629	0.68950314	KIAA0513
110_at	0.7265	0.01741814	2.7086504	-2.9645	0.65857264	CSPG4
31435_at	0.7265	0.01747071	2.7070918	-2.9669	0.86943975	ADAM7
35037_at	0.7265	0.01747619	2.7069296	-2.9672	0.8836235	SLC28A1
34637_f_at	0.7265	0.01752501	2.705487	-2.9694	2.20189383	ADH1A
35183_at	0.7265	0.01753289	2.7052542	-2.9697	0.8076513	ABCA3
1286_s_at	0.7265	0.01757772	2.7039334	-2.9718	1.45101393	
38388_at	0.7265	0.01759307	2.703482	-2.9725	1.00379316	OAS1
40448_at	0.7265	0.01761069	2.702964	-2.9733	0.97135723	ZFP36
32380_at	0.7265	0.01768274	2.7008518	-2.9765	1.02546061	PKP1
32949_at	0.7265	0.01775661	2.6986948	-2.9799	0.99644096	DSCR4
32314_g_at	0.7265	0.01776563	-2.6984321	-2.9803	-0.65794748	TPM2
35147_at	0.7265	0.01782294	2.6967656	-2.9828	0.83753776	MCF2L
32814_at	0.7265	0.01783781	2.696334	-2.9835	1.39385734	IFIT1
32533_s_at	0.727	0.01800792	2.6914219	-2.9911	0.53299599	VAMP5
750_at	0.727	0.01803769	-2.6905669	-2.9924	-1.79660654	TRHR
1363_at	0.727	0.01809719	-2.6888624	-2.995	-0.93168483	FGFR2
32988_at	0.727	0.01814096	2.6876116	-2.9969	0.87751369	CLCNKA
39530_at	0.727	0.01824248	-2.6847224	-3.0014	-0.73654532	PDLIM7
40403_at	0.727	0.01827066	2.6839232	-3.0026	1.07931235	MYOC
34390_at	0.727	0.01834246	-2.6818923	-3.0057	-1.00957261	LOC101927705///P4HA2
39994_at	0.727	0.01854176	2.676295	-3.0143	1.08455148	CCR1
33901_at	0.727	0.01854468	2.6762133	-3.0145	1.17221061	SLC29A1
1822_at	0.727	0.01856687	-2.6755937	-3.0154	-1.17370774	RET
39263_at	0.727	0.01859643	2.6747698	-3.0167	1.02418688	OAS2
31334_at	0.727	0.01860767	2.6744566	-3.0172	1.07461329	GPR45
32531_at	0.727	0.01868969	-2.6721779	-3.0207	-0.63184893	GJA1
35169_at	0.727	0.01871546	-2.6714641	-3.0218	-0.98767046	COL16A1
1929_at	0.727	0.01872781	-2.6711224	-3.0223	-1.39850628	ANGPT1
937_at	0.727	0.01877125	2.6699217	-3.0241	1.17488533	
578_at	0.729	0.0188897	-2.6666618	-3.0292	-0.98930065	RAG2
1351_at	0.729	0.01894074	-2.6652633	-3.0313	-0.56492831	EPHB4
39922_at	0.7339	0.01912404	2.6602707	-3.039	1.08749284	CA5B
1000_at	0.7366	0.01925291	2.6567886	-3.0443	0.58248509	MAPK3
39333_at	0.7387	0.01942415	-2.6521962	-3.0514	-1.17855128	COL4A1
35871_s_at	0.7387	0.01942613	2.6521432	-3.0515	1.05330008	SLC4A4
41058_g_at	0.7389	0.01953081	2.6493555	-3.0557	0.59492256	ACOT13
39647_s_at	0.7389	0.01960106	-2.6474929	-3.0586	-1.15644922	CACNB2
32511_at	0.7389	0.01960594	2.6473639	-3.0588	0.67631975	TMEM246
38467_at	0.7422	0.01985273	2.6408725	-3.0688	0.53919981	HPS1
31963_at	0.7422	0.01991351	2.639286	-3.0712	1.22726944	SERPINA2
1138_at	0.7422	0.01996284	-2.6380017	-3.0732	-0.55935799	SLC20A1
32652_g_at	0.7422	0.01998367	2.6374604	-3.074	0.6268705	TAGLN3
663_at	0.7422	0.02001539	2.6366371	-3.0753	0.59377118	EIF1AX
