ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
204858_s_at	0.014898	6.62E-05	-5.3056432	1.90492	-1.237962	TYMP
218614_at	0.015018	6.74E-05	-5.2963721	1.88761	-0.7184212	KIAA1551
204890_s_at	0.015018	6.81E-05	-5.2916904	1.87886	-2.0912783	LCK
204154_at	0.015111	6.97E-05	5.2798384	1.8567	1.7104575	CDO1
209702_at	0.015111	6.98E-05	5.2788666	1.85488	0.5401666	FTO
221331_x_at	0.015209	7.17E-05	-5.2659706	1.83075	-0.9920879	CTLA4
209583_s_at	0.015209	7.20E-05	-5.2638241	1.82673	-0.7774704	CD200
218810_at	0.015209	7.24E-05	-5.2613578	1.82211	-0.7868999	MIR6732///ZC3H12A
203882_at	0.015853	7.61E-05	-5.2361184	1.77479	-0.609808	IRF9
202848_s_at	0.015962	7.74E-05	-5.2281027	1.75975	-1.1931821	GRK6
213915_at	0.016477	8.06E-05	-5.2077997	1.7216	-3.1630614	NKG7
206315_at	0.016691	8.24E-05	5.1968941	1.70109	1.7905978	CRLF1
214995_s_at	0.016774	8.43E-05	-5.1857125	1.68004	-1.0042233	APOBEC3F///APOBEC3G
219093_at	0.016774	8.43E-05	5.1855291	1.6797	0.8525087	PID1
206278_at	0.01688	8.65E-05	-5.1731217	1.65632	-1.8225626	PTAFR
204702_s_at	0.01688	8.66E-05	-5.1720223	1.65425	-1.1096835	NFE2L3
213115_at	0.01688	8.72E-05	-5.1690825	1.64871	-0.805678	ATG4A
210303_at	0.01688	8.83E-05	5.1626505	1.63658	2.8648869	MAB21L2
216920_s_at	0.01688	8.86E-05	-5.1608266	1.63314	-1.2832572	TARP///TRGV9///TRGC2
218154_at	0.017237	9.13E-05	-5.1463173	1.60576	-0.63467	GSDMD
219014_at	0.017307	9.24E-05	-5.1401455	1.5941	-1.2495741	PLAC8
221588_x_at	0.01744	9.39E-05	5.1322471	1.57918	0.9139293	ALDH6A1
205255_x_at	0.0176	9.60E-05	-5.1215844	1.55901	-1.0060678	TCF7
219812_at	0.0176	9.64E-05	-5.1196032	1.55527	-1.0971984	PVRIG
202687_s_at	0.018061	9.97E-05	-5.1028381	1.52354	-0.9558534	TNFSF10
201795_at	0.018535	1.03E-04	-5.08612	1.49186	-0.8061384	LBR
212240_s_at	0.018757	1.06E-04	5.0728998	1.46678	1.214478	PIK3R1
202053_s_at	0.018757	1.06E-04	5.0723974	1.46583	0.8935827	ALDH3A2
205681_at	0.018852	1.07E-04	-5.0660257	1.45373	-2.0640095	BCL2A1
211597_s_at	0.019003	1.09E-04	-5.0567525	1.43612	-1.0318779	HOPX
203418_at	0.019003	1.11E-04	-5.0503732	1.424	-1.1363132	CCNA2
201148_s_at	0.019003	1.11E-04	5.0489793	1.42135	0.981776	TIMP3
219747_at	0.019003	1.12E-04	5.0453563	1.41447	1.9387186	NDNF
217371_s_at	0.019003	1.13E-04	-5.0421356	1.40834	-0.8971334	IL15
213603_s_at	0.019003	1.14E-04	-5.0366169	1.39785	-1.3924765	RAC2
203554_x_at	0.019003	1.14E-04	-5.0357735	1.39624	-0.8639585	PTTG1
201718_s_at	0.019025	1.15E-04	5.0315697	1.38825	0.7142483	EPB41L2
207387_s_at	0.019307	1.19E-04	-5.0163628	1.3593	-1.9749662	GK
201149_s_at	0.019307	1.19E-04	5.016267	1.35911	0.8447014	TIMP3
210140_at	0.019307	1.20E-04	-5.0135803	1.354	-1.71941	CST7
208829_at	0.019312	1.20E-04	-5.0099257	1.34703	-0.6455933	TAPBP
38149_at	0.019616	1.23E-04	-4.9987572	1.32575	-0.7857405	ARHGAP25
210038_at	0.02	1.27E-04	-4.9835549	1.29674	-0.9982893	PRKCQ
202833_s_at	0.02	1.27E-04	-4.98235	1.29444	-1.7672109	SERPINA1
205992_s_at	0.020138	1.29E-04	-4.9755577	1.28148	-1.1063182	IL15
219528_s_at	0.021123	1.37E-04	-4.9488247	1.23039	-1.1797022	BCL11B
205933_at	0.021186	1.38E-04	4.94225	1.21781	1.198478	SETBP1
215590_x_at	0.021186	1.39E-04	-4.9406491	1.21474	-1.8887188	ACVR2B-AS1
221029_s_at	0.021338	1.41E-04	4.9336357	1.20132	2.220291	WNT5B
200629_at	0.021338	1.42E-04	-4.9292125	1.19285	-1.0160641	WARS
204767_s_at	0.021338	1.43E-04	-4.9272309	1.18905	-0.5533536	FEN1
216316_x_at	0.021683	1.47E-04	-4.9133816	1.16252	-1.3274464	GK6P
219259_at	0.021683	1.47E-04	-4.9112911	1.15851	-0.9566725	SEMA4A
202036_s_at	0.021683	1.48E-04	4.9096993	1.15546	2.2016934	SFRP1
205488_at	0.021822	1.50E-04	-4.9026439	1.14193	-1.4863462	GZMA
211144_x_at	0.021822	1.51E-04	-4.9002367	1.13731	-1.8185178	TARP///TRGV9///TRGC2
209671_x_at	0.022096	1.54E-04	-4.8910056	1.11959	-1.6181784	TRAC
211796_s_at	0.023793	1.67E-04	-4.8518429	1.04433	-2.0483883	TRBC1
209606_at	0.023793	1.68E-04	-4.8488155	1.03851	-1.3179983	CYTIP
218039_at	0.023824	1.69E-04	-4.8450919	1.03134	-1.1402419	NUSAP1
208741_at	0.023985	1.72E-04	4.8373145	1.01637	0.8764343	SAP18
211204_at	0.023985	1.73E-04	4.8346191	1.01117	1.4040596	ME1
206805_at	0.023985	1.73E-04	4.8326947	1.00747	1.2406255	SEMA3A
212226_s_at	0.024003	1.76E-04	4.8265222	0.99558	1.1308598	PLPP3
202329_at	0.024003	1.76E-04	-4.8262463	0.99505	-0.7070712	CSK
205268_s_at	0.024003	1.77E-04	-4.8222882	0.98742	-1.8426785	ADD2
202637_s_at	0.024003	1.78E-04	-4.8197998	0.98262	-1.0630523	ICAM1
209267_s_at	0.024003	1.79E-04	-4.817494	0.97818	-1.3461419	SLC39A8
201661_s_at	0.0242	1.81E-04	4.8106309	0.96494	0.6741091	ACSL3
206082_at	0.024487	1.86E-04	-4.7993161	0.94311	-1.1020107	HCP5
206057_x_at	0.024487	1.86E-04	-4.798582	0.9417	-1.5941133	SPN
209685_s_at	0.024487	1.89E-04	-4.7917896	0.92859	-1.0100427	PRKCB
214617_at	0.024487	1.89E-04	-4.7910656	0.92719	-1.5051065	PRF1
220423_at	0.024487	1.90E-04	-4.7882003	0.92166	-2.4717574	PLA2G2D
203508_at	0.024487	1.90E-04	-4.7878247	0.92093	-0.8793275	TNFRSF1B
209546_s_at	0.025207	1.97E-04	-4.7710121	0.88845	-1.2584942	APOL1
210017_at	0.025989	2.04E-04	-4.7534754	0.85453	-0.8181101	MALT1
207957_s_at	0.02623	2.08E-04	-4.7452475	0.83861	-1.3075224	PRKCB
202748_at	0.02623	2.08E-04	-4.7435265	0.83528	-0.6403401	GBP2
221447_s_at	0.026291	2.12E-04	4.736235	0.82116	0.7642735	GLT8D2
211331_x_at	0.026291	2.12E-04	4.7351905	0.81914	0.8678419	HFE
220042_x_at	0.026291	2.12E-04	-4.7342754	0.81737	-0.8123077	HIVEP3
219534_x_at	0.026515	2.15E-04	4.7275136	0.80427	0.7144959	CDKN1C
219316_s_at	0.026827	2.19E-04	-4.7192134	0.78818	-0.9569434	FLVCR2
212415_at	0.026933	2.23E-04	-4.710863	0.77199	-0.9794304	6-Sep
205926_at	0.026933	2.25E-04	-4.7059755	0.76251	-0.6760329	IL27RA
219753_at	0.026933	2.26E-04	-4.703311	0.75735	-1.2068149	STAG3
201281_at	0.026933	2.28E-04	-4.6992412	0.74945	-0.4570134	ADRM1
214591_at	0.026933	2.29E-04	-4.6978602	0.74677	-0.751485	KLHL4
201890_at	0.026933	2.29E-04	-4.6977276	0.74651	-1.7783904	RRM2
210115_at	0.026933	2.30E-04	-4.6956176	0.74242	-1.5035458	RPL39L
40420_at	0.026933	2.30E-04	-4.6952945	0.74179	-0.7470588	STK10
212543_at	0.026933	2.31E-04	-4.6940244	0.73932	-0.5622586	AIM1
217143_s_at	0.027248	2.35E-04	-4.6859225	0.7236	-1.0642426	YME1L1
219634_at	0.027336	2.37E-04	-4.6818537	0.71569	-0.9172365	CHST11
210001_s_at	0.027524	2.42E-04	-4.6708635	0.69434	-1.0535511	SOCS1
202870_s_at	0.027524	2.42E-04	-4.6703547	0.69335	-1.2180183	CDC20
203450_at	0.027524	2.45E-04	4.6661477	0.68518	0.6928538	CBY1
204806_x_at	0.027524	2.46E-04	-4.6635197	0.68007	-0.9457496	HLA-F
204198_s_at	0.027524	2.47E-04	-4.6617788	0.67668	-1.0375226	RUNX3
203927_at	0.027524	2.48E-04	-4.6602868	0.67378	-0.6903248	NFKBIE
213147_at	0.027524	2.48E-04	4.6588756	0.67104	1.0303318	HOXA10
203662_s_at	0.027524	2.50E-04	4.6547229	0.66296	1.7684569	TMOD1
207238_s_at	0.027524	2.51E-04	-4.6544553	0.66244	-1.1673139	PTPRC
215223_s_at	0.027524	2.51E-04	-4.6542516	0.66205	-1.377521	LOC100129518///SOD2
208027_s_at	0.028027	2.58E-04	-4.6410817	0.63642	-2.2897699	TLL2
203424_s_at	0.028027	2.59E-04	4.6388687	0.63212	1.8154885	IGFBP5
203528_at	0.028027	2.59E-04	-4.6384785	0.63136	-1.8241225	SEMA4D
201752_s_at	0.02832	2.63E-04	4.6306801	0.61617	0.6379629	ADD3
203440_at	0.02832	2.65E-04	4.627001	0.60901	2.52063	CDH2
203196_at	0.02832	2.66E-04	-4.6258726	0.60681	-0.6923564	ABCC4
209813_x_at	0.02832	2.68E-04	-4.6220728	0.59941	-2.7006303	TARP///TRGV9///TRGC2
206588_at	0.02832	2.69E-04	-4.6199538	0.59528	-1.7537888	DAZL
209541_at	0.02832	2.73E-04	4.6133042	0.58233	0.7765002	IGF1
211330_s_at	0.02832	2.73E-04	4.6132046	0.58213	0.5455462	HFE
204118_at	0.02832	2.74E-04	-4.6110363	0.5779	-1.2909487	CD48
202118_s_at	0.02832	2.75E-04	4.6093428	0.5746	0.5960208	CPNE3
220595_at	0.02832	2.76E-04	4.6086441	0.57324	1.5530398	PDZRN4
90610_at	0.02832	2.76E-04	-4.60824	0.57245	-0.8149417	LRCH4
209083_at	0.02832	2.77E-04	-4.606296	0.56866	-1.2960403	CORO1A
205298_s_at	0.028545	2.81E-04	-4.6002912	0.55696	-0.7002235	BTN2A2
210538_s_at	0.028878	2.85E-04	-4.5925386	0.54183	-1.3969347	BIRC3
221658_s_at	0.028941	2.88E-04	-4.5872966	0.53161	-2.8257106	IL21R
205066_s_at	0.028941	2.89E-04	4.5856868	0.52846	1.8979132	ENPP1
211764_s_at	0.028941	2.90E-04	-4.5850007	0.52713	-0.7632905	UBE2D1
206687_s_at	0.029157	2.94E-04	-4.5786079	0.51465	-0.7954202	PTPN6
208119_s_at	0.029157	2.94E-04	-4.5771558	0.51181	-1.009389	ZNF93
213618_at	0.029616	3.01E-04	-4.5666478	0.49129	-0.8241751	ARAP2
219561_at	0.029616	3.02E-04	4.5654272	0.48891	0.7976338	COPZ2
205253_at	0.029712	3.05E-04	4.5601637	0.47863	2.0651766	PBX1
202336_s_at	0.029712	3.06E-04	4.558805	0.47597	0.5331666	PAM
217388_s_at	0.029712	3.08E-04	-4.5559285	0.47035	-1.3454905	KYNU
219779_at	0.029712	3.08E-04	4.5555107	0.46953	0.7797506	ZFHX4
203765_at	0.029778	3.10E-04	-4.5523689	0.46339	-0.6956896	GCA
204092_s_at	0.030298	3.17E-04	-4.5420203	0.44316	-1.7353828	AURKA
205225_at	0.030407	3.20E-04	4.5370686	0.43348	0.9838861	ESR1
211769_x_at	0.030407	3.21E-04	4.5362113	0.4318	0.5890291	SERINC3
205965_at	0.030653	3.25E-04	-4.5301411	0.41993	-1.2147784	BATF
208792_s_at	0.030653	3.29E-04	4.5239468	0.4078	1.4344409	CLU
208296_x_at	0.030653	3.29E-04	-4.5236487	0.40722	-0.6551217	TNFAIP8
216834_at	0.030653	3.30E-04	-4.5226878	0.40534	-2.4941351	RGS1
201387_s_at	0.030653	3.33E-04	4.5180026	0.39617	0.8970316	UCHL1
AFFX-HUMISGF3A/M97935_MA_at	0.030653	3.33E-04	-4.5178188	0.39581	-1.2953343	STAT1
208450_at	0.030653	3.35E-04	-4.5153133	0.3909	-2.052383	LGALS2
201649_at	0.030653	3.35E-04	-4.5148602	0.39002	-0.5563678	UBE2L6
202638_s_at	0.030653	3.36E-04	-4.5143904	0.3891	-1.0940363	ICAM1
204158_s_at	0.030814	3.39E-04	-4.5099309	0.38036	-0.6850749	TCIRG1
207610_s_at	0.031027	3.43E-04	-4.5036354	0.36803	-1.4727099	ADGRE2
218876_at	0.031027	3.44E-04	4.5027528	0.36631	1.2049958	TPPP3
206682_at	0.031485	3.50E-04	-4.4938173	0.3488	-1.4856491	CLEC10A
218888_s_at	0.032003	3.58E-04	-4.4830739	0.32774	-1.6730592	NETO2
217890_s_at	0.032003	3.60E-04	4.4809478	0.32357	0.6576463	PARVA
205997_at	0.032003	3.62E-04	-4.4782857	0.31835	-2.3432822	ADAM28
217802_s_at	0.032003	3.62E-04	4.4779079	0.31761	0.614472	NUCKS1
220942_x_at	0.032003	3.63E-04	4.476483	0.31481	0.5164859	FAM162A
204265_s_at	0.032475	3.70E-04	-4.4676105	0.29741	-0.8009783	GPSM3
202659_at	0.032747	3.77E-04	-4.4588922	0.2803	-0.7255454	PSMB10
209172_s_at	0.032747	3.77E-04	-4.4584991	0.27953	-1.1250868	CENPF
216048_s_at	0.032747	3.79E-04	4.4566612	0.27592	0.6688141	RHOBTB3
210164_at	0.032747	3.80E-04	-4.4553886	0.27343	-2.1814123	GZMB
201762_s_at	0.032747	3.81E-04	-4.4543342	0.27136	-0.8926087	MIR7703///PSME2
211637_x_at	0.033051	3.86E-04	-4.4480867	0.25909	-4.9440869	IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
206715_at	0.033271	3.92E-04	-4.4405413	0.24427	-0.9496546	TFEC
205568_at	0.033271	3.92E-04	-4.4404914	0.24418	-1.7874993	AQP9
207174_at	0.033271	3.93E-04	4.4394547	0.24214	2.6711756	GPC5
217456_x_at	0.033355	3.95E-04	-4.4364418	0.23622	-0.5108252	HLA-E
200797_s_at	0.033359	3.98E-04	-4.4332925	0.23003	-0.5608152	MCL1
204459_at	0.033359	3.98E-04	-4.4327851	0.22904	-0.5185506	CSTF2
205205_at	0.033721	4.05E-04	-4.4246759	0.2131	-0.838238	RELB
206407_s_at	0.033721	4.07E-04	-4.4224081	0.20864	-1.8252788	CCL13
200887_s_at	0.033721	4.07E-04	-4.422296	0.20842	-0.67864	STAT1
AFFX-HUMISGF3A/M97935_MB_at	0.033933	4.11E-04	-4.4175486	0.19909	-1.2691551	STAT1
213130_at	0.033935	4.13E-04	-4.4157627	0.19558	-0.9112575	ZNF473
204932_at	0.034009	4.16E-04	4.4121787	0.18853	1.4398187	TNFRSF11B
205241_at	0.034009	4.18E-04	-4.4095371	0.18334	-0.7037646	SCO2
201701_s_at	0.034009	4.18E-04	4.409481	0.18323	0.449846	PGRMC2
214615_at	0.034886	4.31E-04	-4.3954047	0.15554	-1.3936861	P2RY10
205804_s_at	0.034886	4.34E-04	-4.391269	0.1474	-2.3301239	TRAF3IP3
204284_at	0.034886	4.35E-04	4.3904043	0.1457	1.4006746	PPP1R3C
206355_at	0.034886	4.35E-04	4.3903575	0.14561	1.1886944	GNAL
205852_at	0.034886	4.37E-04	-4.3887542	0.14245	-1.6028641	CDK5R2
209655_s_at	0.03512	4.46E-04	4.379123	0.12349	1.0258737	TMEM47
216250_s_at	0.03512	4.48E-04	-4.3765	0.11833	-0.7510608	LPXN
204470_at	0.03512	4.49E-04	-4.3751162	0.1156	-1.5963045	CXCL1
212671_s_at	0.03512	4.50E-04	-4.3740879	0.11358	-1.1325125	LOC100509457///HLA-DQA2///HLA-DQA1
213924_at	0.03512	4.51E-04	4.3736238	0.11266	1.4184995	GNAL
206991_s_at	0.03512	4.51E-04	-4.3735796	0.11258	-1.1685419	CCR5
218764_at	0.03512	4.52E-04	-4.372205	0.10987	-0.6495721	PRKCH
222039_at	0.03512	4.52E-04	-4.372125	0.10971	-0.9450893	KIF18B
208091_s_at	0.035166	4.55E-04	-4.3698491	0.10523	-0.8160918	VOPP1
205882_x_at	0.035334	4.59E-04	4.3651166	0.09591	0.8775682	ADD3
213888_s_at	0.035334	4.60E-04	-4.3638987	0.09351	-1.2512991	TRAF3IP3
205768_s_at	0.035334	4.61E-04	-4.3626491	0.09105	-2.0650412	SLC27A2
211825_s_at	0.03537	4.63E-04	-4.3605333	0.08688	-0.5540788	FLI1
205168_at	0.035496	4.67E-04	4.3572255	0.08036	0.9421698	DDR2
211276_at	0.03614	4.77E-04	4.3470618	0.06033	2.6358128	TCEAL2
201753_s_at	0.036421	4.83E-04	4.340885	0.04815	0.6044878	ADD3
210791_s_at	0.036421	4.85E-04	4.338684	0.04381	1.0891037	ARHGAP32
215960_at	0.036421	4.86E-04	-4.3379406	0.04235	-1.2935803	SLC5A4
202524_s_at	0.036421	4.87E-04	-4.336931	0.04036	-0.9052383	SPOCK2
202341_s_at	0.036421	4.89E-04	4.3348666	0.03629	0.8096552	TRIM2
206707_x_at	0.036421	4.91E-04	-4.3333759	0.03335	-0.6192191	FAM65B
204852_s_at	0.036421	4.92E-04	-4.3322053	0.03104	-1.1082943	PTPN7
208436_s_at	0.036745	4.98E-04	-4.3264223	0.01963	-1.0111457	IRF7
201079_at	0.037053	5.04E-04	-4.3208844	0.00871	-0.7279345	SYNGR2
206163_at	0.037096	5.06E-04	4.318776	0.00455	1.1420925	MIR548F5///MAB21L1
205383_s_at	0.037114	5.10E-04	4.3152944	-0.00232	0.7837062	ZBTB20
222215_at	0.037114	5.10E-04	4.3148665	-0.00317	1.4723797	SLC38A7
217167_x_at	0.037114	5.12E-04	-4.3131919	-0.00647	-2.2763524	GK
218803_at	0.037114	5.13E-04	-4.3123332	-0.00817	-0.4959147	CHFR
221477_s_at	0.037355	5.18E-04	-4.3077294	-0.01725	-0.6640109	LOC100129518///SOD2
205013_s_at	0.03745	5.22E-04	-4.3036416	-0.02532	-0.6298357	SPECC1L-ADORA2A///ADORA2A
217752_s_at	0.03745	5.24E-04	-4.3021549	-0.02826	-0.6631298	CNDP2
210029_at	0.03745	5.24E-04	-4.3019352	-0.02869	-1.3935689	IDO1
201719_s_at	0.037589	5.28E-04	4.2986667	-0.03515	0.7239294	EPB41L2
211135_x_at	0.037703	5.31E-04	-4.2957122	-0.04098	-2.0406915	LILRB3
210191_s_at	0.037833	5.39E-04	-4.2886961	-0.05484	-0.4375866	PHTF1
210184_at	0.037833	5.40E-04	-4.2884266	-0.05537	-2.2753162	ITGAX
202803_s_at	0.037833	5.40E-04	-4.2884177	-0.05539	-1.0923454	ITGB2
204804_at	0.037833	5.40E-04	-4.2880823	-0.05605	-0.5517934	TRIM21
213156_at	0.038084	5.45E-04	4.2834546	-0.06519	0.897234	ZBTB20
215806_x_at	0.038309	5.50E-04	-4.2791832	-0.07363	-1.3941379	TARP///TRGV9///TRGC2
202531_at	0.038348	5.54E-04	-4.2755066	-0.08089	-0.7687383	IRF1
212239_at	0.038348	5.59E-04	4.2717265	-0.08836	0.8746918	PIK3R1
217129_at	0.038348	5.59E-04	4.2716426	-0.08853	1.7825379	
202554_s_at	0.038348	5.60E-04	4.2709233	-0.08995	0.8408153	GSTM3
