analyte_id	analyte_submitter_id	case_id	case_submitter_id	project_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	ribosomal_rna_28s_16s_ratio	analyte_volume	well_number	analyte_type	analyte_quantity	normal_tumor_genotype_snp_match	state	a260_a280_ratio	amount	spectrophotometer_method	analyte_type_id	concentration
d344940c-e60b-46e5-be91-14ce157d4e73	TCGA-44-4112-11A-21R	68b86559-38b2-41f2-b66e-c3c2b628b14d	TCGA-44-4112	TCGA-LUAD	6d41ef8f-9599-40f3-8a7d-32de1ed0acc0	TCGA-44-4112-11A	0422edc7-6c5e-468c-ac4f-0c642e4b44b7	TCGA-44-4112-11A-21	--	--	--	RNA	--	--	released	1.84	--	UV Spec	R	0.12
7af7ca50-e420-4272-8939-faa1ab6eadb8	TCGA-86-7954-11A-01R	079ae0b3-b64b-4b8e-ab7d-225b8046568c	TCGA-86-7954	TCGA-LUAD	b8c25c83-8937-4118-a35b-cc7c145b230c	TCGA-86-7954-11A	d2eb4a9f-c0f5-4cda-a297-a9b19d5a82aa	TCGA-86-7954-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.14
a7bee6a0-73f0-4e09-a1ba-d8e1afd06d1e	TCGA-44-5643-11A-01R	27fceec1-3298-4cdd-a4e6-8f5cf34604f0	TCGA-44-5643	TCGA-LUAD	57f5e960-b2d3-41ed-a062-dc21aba0e07b	TCGA-44-5643-11A	c83026ce-7f47-4b0d-93a6-21b8f7335c36	TCGA-44-5643-11A-01	--	--	--	RNA	--	--	released	1.7	--	UV Spec	R	0.06
eecd35b2-b7ce-46a9-830d-7013afd016d8	TCGA-55-8614-11A-01R	a8de1beb-6296-44eb-bd63-c603f70faaf3	TCGA-55-8614	TCGA-LUAD	9db072e5-b0d0-497b-ba3f-dce985a9eb8e	TCGA-55-8614-11A	7b0ba430-9b18-4c19-a3c4-186a6cc813a6	TCGA-55-8614-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.16
aa205175-0603-459e-aaa7-0370a93b66b2	TCGA-44-6146-01A-41-A602-42-X003-S11	0c0b610e-fe4c-406d-a5ed-5cc3b11dabf5	TCGA-44-6146	TCGA-LUAD	ad66185f-983d-4416-b705-25d3d4d8b5a5	TCGA-44-6146-01A	79debc87-22f6-49d5-8ee7-c2a4b0559773	TCGA-44-6146-01A-41-A602-42	--	--	--	DNA	--	--	released	--	--	--	--	--
64291a9b-2b99-4026-badd-dd629931e3b1	TCGA-91-6830-11A-01R	5a2f8140-8f90-4e94-b703-5fa5aa96be7b	TCGA-91-6830	TCGA-LUAD	79669b0a-d864-444b-8554-1d36a67ca99b	TCGA-91-6830-11A	d9b0779f-0e08-403a-a552-5400ff545008	TCGA-91-6830-11A-01	--	--	--	RNA	--	--	released	1.8	--	UV Spec	R	0.15
73a7944f-bb61-4f5d-b314-2acb050fe5aa	TCGA-MP-A4SV-01A-22-A602-42-X004-S01	706420c4-8820-4b41-80d9-f3efd1d2a4f0	TCGA-MP-A4SV	TCGA-LUAD	b5c9beed-da9d-4110-9b6d-54a66498d5cc	TCGA-MP-A4SV-01A	dfdcd538-5828-437c-a2da-e0fa86df1577	TCGA-MP-A4SV-01A-22-A602-42	--	--	--	DNA	--	--	released	--	--	--	--	--
6d556c04-032c-4ab0-9bf7-a34a66c3ac27	TCGA-4B-A93V-01A-22-A646-42-X042-S06	f1f80dd2-891d-46dd-a3e0-f007628cb515	TCGA-4B-A93V	TCGA-LUAD	6614550d-d050-4b77-9cc0-1e6a7438c675	TCGA-4B-A93V-01A	3ad9f8c2-688a-4795-8e69-9e6cc0a239a5	TCGA-4B-A93V-01A-22-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
5c821175-7dfc-4214-bbab-f8d6a198122c	TCGA-MP-A4TF-01A-22-A646-42-X031-S05	86dac334-f30e-438e-810a-8e45f69dbb7e	TCGA-MP-A4TF	TCGA-LUAD	a1283c20-bb35-40bb-91f7-e21b3307f031	TCGA-MP-A4TF-01A	a1abc0b2-d7f8-45b5-b431-ae23b19b8ded	TCGA-MP-A4TF-01A-22-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
1accc560-026e-44e9-a28c-726c534ecafb	TCGA-L9-A8F4-01A-22-A602-42-X002-S03	927fc5e0-2c14-4c20-a49b-f10d8a1175c3	TCGA-L9-A8F4	TCGA-LUAD	5a1d5fb9-900f-4f73-bead-d67cae987a8a	TCGA-L9-A8F4-01A	698ee8d8-3251-42dc-bb3b-fc3c046ec728	TCGA-L9-A8F4-01A-22-A602-42	--	--	--	DNA	--	--	released	--	--	--	--	--
504d5612-a9fc-40db-a0b2-b9a99a53a2da	TCGA-MP-A4T4-01A-22-A646-42-X039-S12	301ca6e8-7981-4264-b4ae-38f56f7f9225	TCGA-MP-A4T4	TCGA-LUAD	59546c0f-5f27-43bf-aa2e-90dc44c971b6	TCGA-MP-A4T4-01A	6c75d43e-820a-490b-8bba-8d3dcf19ace5	TCGA-MP-A4T4-01A-22-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
bbc8524a-64e4-4278-bafb-866efd1bc8f2	TCGA-62-8395-11A-01R	5c266025-e590-457c-af86-4c2dc9797267	TCGA-62-8395	TCGA-LUAD	8dd9f758-d847-44c7-baf2-cfe4f48ada4c	TCGA-62-8395-11A	ecb3832e-2573-4931-a897-ba4e55495ee4	TCGA-62-8395-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.13
c2953142-0b52-4b51-9e35-7bca881262b6	TCGA-50-6590-11A-01R	114a34c0-983b-4d90-9181-1823c9637a63	TCGA-50-6590	TCGA-LUAD	8a62573e-42a0-4bd7-9cc3-d998a03f9f42	TCGA-50-6590-11A	cb4ae565-acce-4ecc-9bff-e57a516be624	TCGA-50-6590-11A-01	--	--	--	RNA	--	--	released	1.7	--	UV Spec	R	0.11
ccc86b22-d4bf-4102-8177-db21a33c045c	TCGA-44-8117-11A-01R	6d96a298-be5a-4e14-afe8-ca4b6ca298d6	TCGA-44-8117	TCGA-LUAD	ae37a37a-9158-42ce-b44b-46d1685c50bd	TCGA-44-8117-11A	7f87ba77-d53b-4a96-82da-ab7b12c64fe0	TCGA-44-8117-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.15
c9361b4a-3114-4e24-b148-764484e6d8a5	TCGA-91-8499-11A-01R	54480f58-7e63-4aed-a116-c2c2252e8364	TCGA-91-8499	TCGA-LUAD	c3ef193f-90e7-4f51-b38c-99fe43ca4fb4	TCGA-91-8499-11A	c6b67b32-973d-4f9a-b6f2-f85233303804	TCGA-91-8499-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.16
db323ebb-c7da-4943-a959-cb47f1fd826d	TCGA-55-8091-11A-01R	d12b6930-9ae4-4fe7-ad69-d183135c91ab	TCGA-55-8091	TCGA-LUAD	59607feb-e63d-434e-854e-91f6fd4d4cd7	TCGA-55-8091-11A	e1fc781a-ad96-47ec-bc43-9e8b925eb3a7	TCGA-55-8091-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.14
4d8af427-2ee1-4f55-a11d-ca303d13c5b1	TCGA-55-7570-11A-01R	ff07ea4b-4e50-410d-99d6-96a351dad7b1	TCGA-55-7570	TCGA-LUAD	592f3b40-8509-4e5a-971d-5aab8b884c85	TCGA-55-7570-11A	61420db5-0466-4ac9-8081-fc92090761ad	TCGA-55-7570-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.15
ecc8307f-14a3-41a9-ad73-46f2e5535505	TCGA-55-6987-11A-01R	2efc156c-464a-4c2f-a854-39fefe32081c	TCGA-55-6987	TCGA-LUAD	3a6bf033-558e-469d-8798-570b7b60c962	TCGA-55-6987-11A	85feab3e-dfc8-43db-8b6b-ed3b5ddcb689	TCGA-55-6987-11A-01	--	--	--	RNA	--	--	released	1.7	--	UV Spec	R	0.16
017dfe0d-a78e-4dcd-8fdb-5ad063a19cd8	TCGA-62-8397-11A-01R	9240d5fc-de23-4436-8099-da9bd3054860	TCGA-62-8397	TCGA-LUAD	10e85428-04d4-4995-87d4-b46b91304735	TCGA-62-8397-11A	777221db-56f4-4e40-a5e5-1a3ecf2793db	TCGA-62-8397-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.17
faafcc51-6563-4256-8cf5-dde4feeab099	TCGA-44-7669-11A-01R	4b22ad71-c585-4077-ad3c-c6e026d0c7fa	TCGA-44-7669	TCGA-LUAD	3b77d7ea-b21e-4f65-960b-d15dd57be21e	TCGA-44-7669-11A	811bf319-443c-4c4b-920d-978f8e725197	TCGA-44-7669-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.15
e373982c-0fc7-4834-9030-56e19fa6e83d	TCGA-93-A4JQ-01A-22-A646-42-X035-S05	7093024b-cf56-4783-b973-b72573ed7f2b	TCGA-93-A4JQ	TCGA-LUAD	0d7f5772-0319-4b56-9970-49fd21082f04	TCGA-93-A4JQ-01A	84b38240-83d1-4303-89b6-fd624e2f8eb8	TCGA-93-A4JQ-01A-22-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
1812e2e5-c241-40c3-ac10-f4fc84d81573	TCGA-50-6592-11A-01R	09918b81-4696-4cba-a45a-5fe7407c2337	TCGA-50-6592	TCGA-LUAD	6c1516a2-6916-4d9b-949d-4f5abb97b94c	TCGA-50-6592-11A	57928871-19a3-4f4e-8cc3-33789a715d31	TCGA-50-6592-11A-01	--	--	--	RNA	--	--	released	1.7	--	UV Spec	R	0.06
3f602b78-d5b4-4b69-8eb8-7a87444894ba	TCGA-49-AARO-01A-22-A602-42-X002-S02	5202458b-c38a-47c0-a0ba-5f1a59a762a0	TCGA-49-AARO	TCGA-LUAD	58084363-d165-44b9-9702-9a1e3732ee1b	TCGA-49-AARO-01A	8dd2e6e7-e560-47c9-8967-7f376b260524	TCGA-49-AARO-01A-22-A602-42	--	--	--	DNA	--	--	released	--	--	--	--	--
39979a40-1e69-49bf-90d7-4dc79c5a6d32	TCGA-55-8507-11A-01R	d63c028b-b6d3-49ce-b63e-261eed3b86df	TCGA-55-8507	TCGA-LUAD	bcbd47de-2408-4eff-aee3-ed6e6e9839bd	TCGA-55-8507-11A	e476074b-52c8-4113-8663-65bc947a4275	TCGA-55-8507-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.12
349b12ae-3afa-4318-bf84-25f96f2f18a1	TCGA-44-3918-01A-51-A644-42-X033-S08	6e3b6b72-142d-4b8d-a462-28a205796e41	TCGA-44-3918	TCGA-LUAD	2ff8bafd-2ac5-4bfd-8c60-81519cd44166	TCGA-44-3918-01A	202446e0-6af3-4f03-856a-0d60f466d2ce	TCGA-44-3918-01A-51-A644-42	--	--	--	DNA	--	--	released	--	--	--	--	--
58015c29-3369-481e-af85-bb835983e44c	TCGA-78-8640-11A-01R	18478121-f1d1-4bdd-9511-8ab22f4a0660	TCGA-78-8640	TCGA-LUAD	c92d9e2d-7d01-49d3-86c2-4d0fdb813725	TCGA-78-8640-11A	a4ee55bc-2a32-4591-86cf-3a2d93081305	TCGA-78-8640-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.14
124a4589-c6dc-4e5a-8a1a-71b8c74bdac3	TCGA-91-A4BC-01A-22-A646-42-X038-S11	ea0b9461-0d4d-4ade-a255-1b03dd85e30e	TCGA-91-A4BC	TCGA-LUAD	485a7981-a812-4c8c-a288-4f5cd8a50607	TCGA-91-A4BC-01A	e25df7da-5f44-4ba5-9352-c2012b2ac18b	TCGA-91-A4BC-01A-22-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
c333e55e-fede-4faa-9a3a-f9a7c166e1cc	TCGA-55-8619-11A-01R	772324a5-5513-454d-ad6b-605798f69b73	TCGA-55-8619	TCGA-LUAD	e57f3f47-efa8-41cb-ad1f-147c03d44ba2	TCGA-55-8619-11A	2b2d3b8b-f73e-4736-95e4-a2c3f6c2741d	TCGA-55-8619-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.16
13cdfa50-a0b7-4950-934b-c2303114bedd	TCGA-55-8085-11A-01R	5fd0f07b-8bb9-4378-bd26-28a26057e8fe	TCGA-55-8085	TCGA-LUAD	5052cf46-824f-4d90-9c70-9c29c9cf71f8	TCGA-55-8085-11A	49138736-8dd8-4c51-9fd8-a8183d742f19	TCGA-55-8085-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.13
6e713557-97a1-4adc-a992-b1a6b7ae6d9c	TCGA-73-A9RS-01A-22-A602-42-X001-S02	2a394996-809f-459f-a647-d209921ccbd2	TCGA-73-A9RS	TCGA-LUAD	72ca76ae-bcf6-4f98-b891-95bec77fad2d	TCGA-73-A9RS-01A	9b9c5c6d-1755-41cd-9bc1-bfbc5d383de0	TCGA-73-A9RS-01A-22-A602-42	--	--	--	DNA	--	--	released	--	--	--	--	--
033fad86-026a-4a41-b749-3fee985201e9	TCGA-55-7574-11A-01R	a7911bdc-13f1-434a-bfa3-f8ba55d15846	TCGA-55-7574	TCGA-LUAD	6e84436f-2d44-455c-aa56-db6122f0284b	TCGA-55-7574-11A	6fa1d3dd-c226-4e69-a924-a508cd183d5a	TCGA-55-7574-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.14
b74e3c4d-5f08-4cb9-ad53-bedfde75850a	TCGA-49-4487-11A-01R	bd4e9a9f-17f3-4d33-92fc-fcc45dd0e7b4	TCGA-49-4487	TCGA-LUAD	7db9b146-fd7e-4749-a012-fc83bb696581	TCGA-49-4487-11A	619f3a78-0605-4039-bb51-a78368b8a4f3	TCGA-49-4487-11A-01	--	--	--	RNA	--	--	released	1.5	--	UV Spec	R	0.16
bee9b250-ff13-462c-ba10-373cd0d27247	TCGA-93-A4JN-01A-22-A646-42-X029-S03	9dda72ec-1698-44e2-b35c-11e9a2704380	TCGA-93-A4JN	TCGA-LUAD	1e39a044-eed2-4c19-9cc7-4c80d21087ab	TCGA-93-A4JN-01A	7ea1f51c-b63f-4445-9bf2-62e7ba22d95a	TCGA-93-A4JN-01A-22-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
8c7f2149-d301-4c0e-8513-eb9e3bb3371e	TCGA-44-7660-11A-01R	a534b96b-1665-444a-9308-e610f2f0e510	TCGA-44-7660	TCGA-LUAD	506da3cc-c0c9-4e69-abb4-374832069716	TCGA-44-7660-11A	de1205ff-ce8c-4e19-87a2-026b1e9bab38	TCGA-44-7660-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.17
3590733c-64f1-4f00-9c5e-9c1a0b52eb06	TCGA-44-8120-11A-01R	83e38dbd-edab-47f2-b19f-6ea38fc6bece	TCGA-44-8120	TCGA-LUAD	32d52eeb-a0e8-4f28-bbb8-f828699c8d73	TCGA-44-8120-11A	3361ee9b-dcbd-4332-9ee5-7a99b1836617	TCGA-44-8120-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.14
58c3f8c3-7ea1-4afc-85ed-e1f3cc7b64d9	TCGA-86-7711-11A-01R	9c894668-88f5-4308-a1c0-6b8acc6aaaec	TCGA-86-7711	TCGA-LUAD	8e904873-ccc6-4853-a245-c3cf7e32f9b0	TCGA-86-7711-11A	0b86ca58-c5b4-46ff-81c9-9c426c0c5d0e	TCGA-86-7711-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.16
4e193e16-8a35-464c-a21e-e73882d64abf	TCGA-86-A4P8-01A-31-A644-42-X028-S01	646910ee-5f5d-40ac-a21a-75790f89430a	TCGA-86-A4P8	TCGA-LUAD	ca71bc74-8511-48b2-a84f-6dbbd01aefc3	TCGA-86-A4P8-01A	ca6f245b-30e0-48de-ab15-23736e21d312	TCGA-86-A4P8-01A-31-A644-42	--	--	--	DNA	--	--	released	--	--	--	--	--
ae8d2909-9258-4705-bccf-64d2097025c3	TCGA-44-7670-11A-01R	9b38eded-3f46-4aaa-9991-68008d97bdbe	TCGA-44-7670	TCGA-LUAD	aa75e9f8-009e-4758-b49d-596aa151ac48	TCGA-44-7670-11A	a01e1cc0-c318-43ce-9c5b-50f7a2c9d001	TCGA-44-7670-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.13
868fc8ae-7e1a-4a5f-a924-b6dfe2542be7	TCGA-L4-A4E6-01A-22-A602-42-X003-S02	26a92e1b-08d8-45cd-af0c-eaf2514808a2	TCGA-L4-A4E6	TCGA-LUAD	6f44f833-1108-4ea1-a472-f3964f2d73a8	TCGA-L4-A4E6-01A	ebfdb93d-abf0-44f5-b682-1f330405f9e9	TCGA-L4-A4E6-01A-22-A602-42	--	--	--	DNA	--	--	released	--	--	--	--	--
e309195b-d0cb-4c3a-b372-1d8bf1122c24	TCGA-62-8399-11A-01R	62380447-3b94-4e7c-823a-72dd7b4ccf3a	TCGA-62-8399	TCGA-LUAD	69ca13e2-4981-46d4-bc9e-dc3561ce27a4	TCGA-62-8399-11A	72097a0c-db62-4ab6-b895-a9c00a7f76c4	TCGA-62-8399-11A-01	--	--	--	RNA	--	--	released	--	--	UV Spec	R	0.14
786043b6-6f42-4052-8b8a-dbb45ea4144b	TCGA-49-6745-01A-11W	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	357f3efe-e2c9-432a-a2b6-75a5fdbae3be	TCGA-49-6745-01A	765d39b2-7092-4ee5-b6ab-639249ae15bb	TCGA-49-6745-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	0.5	PicoGreen	W	--	--	--	--
e199d53b-a4b8-4f72-b84a-246ec25a3210	TCGA-49-6745-01A-11H	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	357f3efe-e2c9-432a-a2b6-75a5fdbae3be	TCGA-49-6745-01A	765d39b2-7092-4ee5-b6ab-639249ae15bb	TCGA-49-6745-01A-11	--	released	RNA	--	1.8	0.15	UV Spec	H	--	--	--	--
d58377b0-c688-45a0-ae2c-6dd39fa55696	TCGA-49-6745-01A-11R	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	357f3efe-e2c9-432a-a2b6-75a5fdbae3be	TCGA-49-6745-01A	765d39b2-7092-4ee5-b6ab-639249ae15bb	TCGA-49-6745-01A-11	--	released	RNA	--	1.7	0.15	UV Spec	R	--	--	--	--
29016fbe-70fc-4547-bf58-7d2c275617bc	TCGA-49-6745-01A-11D	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	357f3efe-e2c9-432a-a2b6-75a5fdbae3be	TCGA-49-6745-01A	765d39b2-7092-4ee5-b6ab-639249ae15bb	TCGA-49-6745-01A-11	--	released	DNA	--	1.9	0.15	UV Spec	D	--	--	--	--
ac9b7563-ac51-421b-91fb-3d9317239332	TCGA-49-6745-11A-01W	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	36be2a07-e71c-4b12-83d8-506376da8f5e	TCGA-49-6745-11A	2d34e559-e246-4e11-bce7-27442a54f90c	TCGA-49-6745-11A-01	--	released	Repli-G (Qiagen) DNA	--	--	0.5	PicoGreen	W	--	--	--	--
c9bc95f5-2a53-43a7-ad94-bc2c581f3e7e	TCGA-49-6745-11A-01H	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	36be2a07-e71c-4b12-83d8-506376da8f5e	TCGA-49-6745-11A	2d34e559-e246-4e11-bce7-27442a54f90c	TCGA-49-6745-11A-01	--	released	RNA	--	--	0.14	UV Spec	H	--	--	--	--
844af059-d06b-4ec4-b7ea-4741c4964c41	TCGA-49-6745-11A-01R	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	36be2a07-e71c-4b12-83d8-506376da8f5e	TCGA-49-6745-11A	2d34e559-e246-4e11-bce7-27442a54f90c	TCGA-49-6745-11A-01	--	released	RNA	--	1.6	0.14	UV Spec	R	--	--	--	--
07b77b0f-a96c-4277-af26-5893782c3f0d	TCGA-49-6745-11A-01D	9c7875ad-ab71-4d48-b2e3-e4c7a46393e9	TCGA-49-6745	TCGA-LUAD	36be2a07-e71c-4b12-83d8-506376da8f5e	TCGA-49-6745-11A	2d34e559-e246-4e11-bce7-27442a54f90c	TCGA-49-6745-11A-01	--	released	DNA	--	1.9	0.14	UV Spec	D	--	--	--	--
0a4d91d5-066e-49c3-b06d-0dfdb1ff2bd4	TCGA-49-6767-11A-01W	6bffe800-ec2b-4638-9333-97fe85dcd91c	TCGA-49-6767	TCGA-LUAD	3c1e2c11-a721-4af0-ba91-fd0d77a75e0c	TCGA-49-6767-11A	d781abdf-660e-4b25-9c64-cd086727f5cd	TCGA-49-6767-11A-01	--	released	Repli-G (Qiagen) DNA	--	--	0.5	PicoGreen	W	--	--	--	--
908032de-8373-4169-9204-60f88b5ff588	TCGA-49-6767-11A-01D	6bffe800-ec2b-4638-9333-97fe85dcd91c	TCGA-49-6767	TCGA-LUAD	3c1e2c11-a721-4af0-ba91-fd0d77a75e0c	TCGA-49-6767-11A	d781abdf-660e-4b25-9c64-cd086727f5cd	TCGA-49-6767-11A-01	--	released	DNA	--	1.9	0.13	UV Spec	D	--	--	--	--
b366abb5-7d7f-40b0-a461-811f0fee60ed	TCGA-49-6767-01A-11R	6bffe800-ec2b-4638-9333-97fe85dcd91c	TCGA-49-6767	TCGA-LUAD	708a8742-f6d6-411d-9340-2c6c25885d22	TCGA-49-6767-01A	7b5ad20d-4d7c-4761-816e-8a8515edb6f9	TCGA-49-6767-01A-11	--	released	RNA	--	1.8	0.15	UV Spec	R	--	--	--	--
c2b7fd90-1d74-41d7-918a-71cfa56d12d0	TCGA-49-6767-01A-11W	6bffe800-ec2b-4638-9333-97fe85dcd91c	TCGA-49-6767	TCGA-LUAD	708a8742-f6d6-411d-9340-2c6c25885d22	TCGA-49-6767-01A	7b5ad20d-4d7c-4761-816e-8a8515edb6f9	TCGA-49-6767-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	0.5	PicoGreen	W	--	--	--	--
f9b0d5af-5cf5-498d-ab2f-942bb0e01f06	TCGA-49-6767-01A-11H	6bffe800-ec2b-4638-9333-97fe85dcd91c	TCGA-49-6767	TCGA-LUAD	708a8742-f6d6-411d-9340-2c6c25885d22	TCGA-49-6767-01A	7b5ad20d-4d7c-4761-816e-8a8515edb6f9	TCGA-49-6767-01A-11	--	released	RNA	--	1.8	0.14	UV Spec	H	--	--	--	--
bf49d406-9ec1-4b16-b503-f7ddfc154c46	TCGA-49-6767-01A-11D	6bffe800-ec2b-4638-9333-97fe85dcd91c	TCGA-49-6767	TCGA-LUAD	708a8742-f6d6-411d-9340-2c6c25885d22	TCGA-49-6767-01A	7b5ad20d-4d7c-4761-816e-8a8515edb6f9	TCGA-49-6767-01A-11	--	released	DNA	--	1.9	0.14	UV Spec	D	--	--	--	--
