	Estimate	Std. Error	t value	Pr(>|t|)	idx	beta	pval	cilb	ciub	i2	tau2	Symbol	coef	exp(coef)	se(coef)	z	Pr(>|z|)
ENSG00000148773.11	0.0845422655033007	0.00996691160999351	8.48229309252957	8.45645092848214e-16	10292	2.67876228210207	3.66082888056089e-18	2.07450862579496	3.28301593840917	97.2285996705443	1.99041075135309	MKI67	1.28349712801289	3.60923965404593	0.348713662519331	3.68066200429338	0.000232629201874162
ENSG00000158402.17	0.0819999931897339	0.00886440420744753	9.25047992744291	3.36395561578401e-18	10477	2.87765095559262	1.03909522423064e-21	2.28848053141085	3.46682137977439	97.2203900177758	1.82486712148674	CDC25C	1.1173075484599	3.05661333092628	0.338667211590148	3.29913115359999	0.000969845875315548
ENSG00000159147.16	0.179355070089244	0.0182770603905091	9.813124553792	4.96741334261749e-20	10714	0.932663753387282	5.95168983990922e-16	0.706715781353753	1.15861172542081	97.8235933661812	0.283965299191986	DONSON	0.843030809802751	2.32339809412857	0.318978655033648	2.64290665378166	0.00821976931733491
ENSG00000197299.9	0.109120807411151	0.0158827376600459	6.87040293347234	3.38080775795750e-11	10890	1.76733860648384	2.93716072736942e-15	1.32850928596651	2.20616792700117	97.9583144584075	1.06524751488504	BLM	0.82892188862845	2.29084761956273	0.319469632698691	2.59468132112028	0.00946786590655058
ENSG00000105173.12	0.116020469076012	0.0154124410628972	7.52771534389262	5.36554017271271e-13	10951	1.73430153462199	4.29897224180438e-11	1.21875962257278	2.2498434466712	98.9171009155776	1.49694056780226	CCNE1	0.92039099553175	2.51027170309866	0.324119469215008	2.83966587308336	0.00451608091861514
ENSG00000123485.10	0.0875957654460944	0.0088324489591046	9.91749466673109	2.24037773135436e-20	10997	3.00024095268299	9.11651670244456e-21	2.37104487793394	3.62943702743205	97.5367171039753	2.16431477645049	HJURP	0.895765708934612	2.44921045397439	0.331398177590788	2.70298924226646	0.00687189704153256
ENSG00000101057.14	0.0932924027245385	0.007244551052895	12.8775961468665	7.93846460726005e-31	11084	3.30438583264598	4.21504251220862e-17	2.53399631532745	4.07477534996452	98.0885172410758	3.30116113451398	MYBL2	1.13272289497909	3.10409713393057	0.338769591766644	3.34363804340309	0.00082687544193114
ENSG00000145386.8	0.124841574699157	0.0120838774859609	10.3312512762727	9.15206861625654e-22	12167	2.19141974880241	3.99598392486834e-20	1.72395931137935	2.65888018622547	97.2273752992072	1.17755175199962	CCNA2	1.27609037161291	3.58260565268106	0.340339200801573	3.74946632244373	0.000177211292027002
ENSG00000276043.3	0.122928297011162	0.0099071340439694	12.4080583209621	4.22545624317116e-29	12181	2.69776721214285	9.04708378630246e-19	2.10005652597036	3.29547789831534	97.6765854424719	1.99125814927186	UHRF1	0.956510859793645	2.60259977730366	0.324879420176394	2.9442026807186	0.00323787881203773
ENSG00000071539.12	0.117845903139283	0.0129974812452229	9.06682617315536	1.2928885030741e-17	12324	2.09660940499984	6.59357064298455e-23	1.67958877718387	2.51363003281581	97.3359894210464	0.95015667491884	TRIP13	1.02066927404359	2.77505141247167	0.339040395018554	3.01046509218389	0.00260847929682318
ENSG00000143476.16	0.0956234994316092	0.00986702074045752	9.69122311049031	1.25207242092651e-19	13967	2.39495251255574	5.25154437259269e-21	1.89580227639365	2.89410274871784	97.2383974415578	1.34993768836762	DTL	1.05458794351949	2.87079198171095	0.332311341878747	3.17349368082744	0.0015061618043133
ENSG00000011426.9	0.0843749889516971	0.0104314401342188	8.08852736209623	1.28482996223012e-14	14078	2.3163421629886	9.34573039570463e-14	1.70693974779918	2.92574457817802	98.2356181967394	2.05262728007755	ANLN	1.21906439846975	3.38402015762006	0.339603202491992	3.58967285798342	0.00033109321759239
ENSG00000175063.15	0.0840415721108574	0.00832528462526159	10.0947386057947	5.73890922131619e-21	14114	3.29228655734616	1.22546026522114e-23	2.64839883756114	3.93617427713117	97.6260245954655	2.24839583622628	UBE2C	1.25537458550298	3.50915260587508	0.348540002669461	3.60180919231104	0.000316010279662114
ENSG00000146670.8	0.104380665075107	0.0143051949296915	7.29669645105342	2.37028201550153e-12	14142	2.23069877142256	6.88563997784408e-21	1.7643668661438	2.69703067670132	97.8597994650069	1.17137195351667	CDCA5	1.12542900190239	3.08153855129214	0.330854566242992	3.40158219571264	0.0006699697782919
ENSG00000170779.10	0.169504485662334	0.02431816235518	6.97028349373728	1.83195367727087e-11	14426	1.17611224072689	9.45266236286432e-14	0.866628564631063	1.48559591682271	98.417859611486	0.524243033054806	CDCA4	0.970764340734207	2.63996151852105	0.331712929881238	2.92651944885527	0.00342778072744321
ENSG00000165304.6	0.129585557467069	0.00846919683787944	15.3008083231084	5.47152331750693e-40	14955	3.00237362688148	7.52938681195864e-19	2.33871144728049	3.66603580648247	98.2395150281125	2.42490489416229	MELK	0.962774417897068	2.6189524717922	0.330610685021809	2.91210920129081	0.0035899710597595
ENSG00000111206.11	0.108448525138596	0.0126603510155688	8.56599670935142	4.69452214935675e-16	15159	2.62576537454203	3.71637308541796e-18	2.03334966585873	3.21818108322534	98.4477696235964	1.95278535595669	FOXM1	1.23601609559915	3.44187401756698	0.34856131532477	3.54605069827529	0.000391050965274637
ENSG00000087586.16	0.139095347206919	0.0175796852478743	7.91227745239285	4.22965008239653e-14	15164	1.96705226751278	2.70879158156758e-18	1.52507784368337	2.40902669134219	98.5250197485053	1.07837531156325	AURKA	0.924097636667419	2.51959364532934	0.319444746155407	2.89282465211638	0.00381794379727712
ENSG00000135451.11	0.0953124198175234	0.00865070528044904	11.0178785113549	3.966344165602e-24	15524	3.05680604773272	1.70567912668415e-20	2.41115189446365	3.7024602010018	97.9826411039226	2.31354463564666	TROAP	1.28969045553	3.63166222078858	0.348597741695192	3.69965235362219	0.000215895003626092
ENSG00000111247.13	0.139915269491287	0.016407641245897	8.52744568182673	6.15883106917107e-16	16336	1.79194724700109	3.4186176089577e-15	1.34593646807411	2.23795802592808	98.4686965925697	1.11418069117394	RAD51AP1	1.00500967852194	2.73193371377837	0.32176094790358	3.12346692496415	0.00178733952447726
ENSG00000165891.14	0.0659992361791636	0.00840963742198863	7.84804776560233	6.50224085370156e-14	16431	2.75397259113759	8.71502572153095e-15	2.05810072232327	3.4498444599519	98.2144805051074	2.69313884897667	E2F7	0.875250923141867	2.39947730281863	0.319317278067227	2.7410070900003	0.00612511857875219
ENSG00000187951.9	0.123424443363672	0.0158859985871263	7.76938526632457	1.09760470647376e-13	16501	1.54546846659235	1.86022323440849e-13	1.13382579490563	1.95711113827906	97.7156355066805	0.929577934202151	RP5-1086D14.6	0.922121886003085	2.51462047100474	0.324550169308194	2.84123064230305	0.00449397976416365
ENSG00000100526.18	0.106770262768135	0.0123687415592138	8.6322656397165	2.93877821061379e-16	16596	2.19717084831839	1.58687978641578e-24	1.77586960703447	2.61847208960232	96.584513986574	0.9422372359103	CDKN3	0.896656917102185	2.45139418326923	0.323945633786396	2.76792406991793	0.00564145974931873
ENSG00000151725.10	0.127653939734787	0.0134574489766873	9.48574577216866	5.86676188972507e-19	16707	2.05278653757051	9.68745371325201e-15	1.53319006326854	2.57238301187249	98.4266274351194	1.5000935661567	CENPU	0.926734983401501	2.52624745774953	0.324930440285418	2.85210269184833	0.0043431067392642
ENSG00000164611.11	0.103575086991972	0.0106468400766307	9.72824671418836	9.46157194196278e-20	16789	2.19146064902301	1.18099854468245e-16	1.67303226961939	2.70988902842663	98.004865732203	1.43353212807902	PTTG1	1.27946356919242	3.59471089460515	0.361034340365603	3.54388329901462	0.000394279726787004
ENSG00000198826.9	0.124406874519612	0.0166796980645122	7.45858072720757	8.39664614535246e-13	16824	1.77125114813002	3.5393883295897e-14	1.31306991155582	2.22943238470423	98.3439247971094	1.16437081263663	ARHGAP11A	1.11259348064591	3.04223815779457	0.33947390679581	3.27740500336929	0.00104765977267987
ENSG00000157456.6	0.117140419867005	0.0136180657662344	8.60183978237583	3.644859655633e-16	17102	2.44575978358021	3.24491820545331e-16	1.85858624205359	3.03293332510684	98.3472341798498	1.90082348166245	CCNB2	1.56626544130675	4.78873096128009	0.374683646695537	4.18023432599789	2.91208858683663e-05
ENSG00000184445.10	0.16355074536096	0.0188034803559732	8.69789753092202	1.84407835084072e-16	17129	1.3707305048787	3.45483947547017e-16	1.04134254103353	1.70011846872387	98.4804495737377	0.616646022603462	KNTC1	0.861537143182556	2.36679600333532	0.324583396651087	2.65428593104739	0.00794764496580198
ENSG00000121152.8	0.114007377035595	0.012269969119222	9.29157815539994	2.48376464814874e-18	17136	2.31203169982433	1.38195318869783e-16	1.76384135578967	2.860222043859	98.1732022302206	1.66108533014682	NCAPH	1.29255284421417	3.64207234143215	0.340084974455318	3.80067612891258	0.000144301807093039
ENSG00000130309.9	0.271522387863514	0.0204825016070032	13.2563098528296	3.11457268611912e-32	17204	0.77376855656583	4.18414967031818e-13	0.564572693101165	0.982964420030495	97.5610347535399	0.235021572011244	GLT25D1	1.0516522049744	2.86237644598576	0.330782045695515	3.17929046832986	0.00147636064690196
ENSG00000175305.15	0.115092993834624	0.0164119454565093	7.0127575149219	1.40909818697395e-11	17586	1.2486869938232	3.00304269391548e-12	0.897937743727283	1.59943624391912	97.3711397912917	0.639999857118911	CCNE2	0.984494652382864	2.67645900043326	0.320678927132198	3.07003226307106	0.00214035648518893
ENSG00000164169.11	-0.299533463613404	0.0267600010007885	-11.1933278180587	9.63451299362572e-25	17820	-0.407982355013435	1.07938997880251e-11	-0.525653012779762	-0.290311697247109	94.2354351395103	0.0704237564072229	PRMT9	-0.86751963103587	0.419991993477234	0.324242787650402	-2.67552483533182	0.0074612344925672
ENSG00000134690.9	0.12463702454212	0.0145896812449047	8.5428202611108	5.52731256148044e-16	19014	2.22002470919002	2.13359589127837e-15	1.67155733917213	2.76849207920791	98.6056935918724	1.69099285878565	CDCA8	1.13819304556459	3.12112353872818	0.348606373228606	3.26498059981879	0.00109471574122372
ENSG00000125319.13	0.139643850823164	0.0147335418768358	9.47795526632419	6.21840462720197e-19	19069	1.55599224991131	1.18791906626021e-14	1.16081816620254	1.95116633362008	98.4700021029653	0.86991399457256	C17orf53	0.934143011328855	2.54503145977005	0.330616669376501	2.82545648133993	0.0047213300951706
ENSG00000237649.6	0.0946114212220611	0.0126908869624426	7.45506767982839	8.58928241240365e-13	20302	2.30319066627815	9.17229803504374e-16	1.74154891330407	2.86483241925224	98.3619824413876	1.74439774615771	KIFC1	1.03677677954107	2.82011250499092	0.330735838668133	3.13475788930571	0.00171995999962094
ENSG00000165480.14	0.0915461476085952	0.012027898033354	7.61115095544814	3.11388718115231e-13	20375	2.58654030002238	3.34121821959643e-21	2.05016567953204	3.12291492051272	97.9102525312786	1.59070937102316	SKA3	1.13379159278269	3.10741624896934	0.33887798242231	3.34572221151197	0.000820685702568316
ENSG00000143228.11	0.0763117497013297	0.0109258957664033	6.98448450661459	1.67826944528205e-11	20444	2.61330062582847	1.19018380968608e-16	1.99500980121332	3.23159145044361	98.1650737684649	2.08948302809283	NUF2	1.18677970422541	3.2765128593965	0.348605833774667	3.40435985070898	0.000663193225869012
ENSG00000138180.14	0.101457283189289	0.00917165329368031	11.0620495499102	2.78009283155582e-24	20597	2.66961053488706	2.06807293898538e-18	2.0718689253282	3.26735214444592	97.6940419565609	1.93914545580526	CEP55	1.15252096774344	3.16616465617866	0.338855547628632	3.40121616957131	0.000670867545266394
ENSG00000169679.13	0.105084609413472	0.00999672798231941	10.5119004537613	2.22115875247814e-22	20946	2.65715167772868	2.22421207266902e-22	2.12196230164265	3.19234105381471	97.7219939965908	1.57491428867587	BUB1	1.08297230080285	2.95344504484811	0.331169263811961	3.27014738124297	0.00107491464263964
ENSG00000158828.5	-0.157739992265413	0.0167713162480876	-9.40534361955046	1.06848077712143e-18	21161	-0.949717276555038	1.48358797430375e-15	-1.18302649652193	-0.716408056588148	97.8400599035486	0.299020909834935	PINK1	-0.9075795758751	0.403499683412827	0.32431329208443	-2.79846555175674	0.00513460461176284
ENSG00000152253.7	0.0783702087304135	0.0110095839814521	7.11836240701233	7.30274166142089e-12	21266	2.18960753415797	3.1251544812512e-18	1.69671215924604	2.6825029090699	97.0016397706478	1.30862535976326	SPC25	1.35888793064975	3.89186287295651	0.349357911410462	3.88967270030758	0.000100379512830241
ENSG00000102384.12	0.0993584809899054	0.0139865465315475	7.10386089702673	7.99574451594615e-12	21362	1.8860250773105	2.3109077991856e-20	1.48626516583562	2.28578498878537	97.9236025112604	0.885010825576595	CENPI	1.35069757908574	3.86011732883386	0.360578695015152	3.74591621124199	0.000179736579200862
ENSG00000074842.6	0.22081040893448	0.025973581629629	8.50134617871082	7.39845140272477e-16	21373	0.559549141929383	1.08884952563449e-12	0.405492427933052	0.713605855925714	93.9865957753567	0.119499710482067	C19orf10	0.879173034586895	2.4089067998915	0.331487111961514	2.65220879745384	0.00799670737218448
ENSG00000177602.5	0.0917919186178105	0.0107929195789658	8.50482744230791	7.2198184225295e-16	21872	1.88830052563605	1.82160935113431e-12	1.3631496117352	2.41345143953689	96.938544986839	1.44055419283095	GSG2	0.944167540812543	2.57067250767117	0.324084121303396	2.91334094683598	0.00357583946538197
ENSG00000112984.10	0.0627874283960436	0.00916438585801315	6.8512423384207	3.79979817133776e-11	21892	2.81355961158457	8.71127480607887e-18	2.17158090967541	3.45553831349373	97.8975442426334	2.28272283186704	KIF20A	1.25937307609125	3.52321200900629	0.348353061908013	3.61522034338771	0.000300092270348625
ENSG00000065328.15	0.0787955881118456	0.00854683379799155	9.2192723029623	4.23320884340185e-18	22037	2.77726054959007	1.73039136305544e-20	2.19055467389527	3.36396642528487	97.7323886225257	1.87560006001124	MCM10	0.879305752671029	2.40922652660312	0.319664248366911	2.75071659456193	0.00594650650935853
ENSG00000183856.9	0.104491252765423	0.00968966514832046	10.7837836670275	2.58100562582801e-23	23037	2.78790851483987	5.6607565763284e-26	2.26947455215069	3.30634247752904	96.9236615117461	1.46078772698806	IQGAP3	1.36246485227996	3.90580868812356	0.374219937952903	3.64081309973234	0.000271778379901704
ENSG00000186185.12	0.0898622574001842	0.00885330562150039	10.1501361459783	3.74015189626679e-21	23158	3.08195342435422	1.9892355883891e-22	2.46192591533921	3.70198093336922	97.0396443595409	2.085225729202	KIF18B	1.01879393923098	2.76985213866442	0.330644412970981	3.08123742384358	0.00206142203277056
ENSG00000118193.10	0.0661108088432754	0.009170958594739	7.20871304349803	4.13936083886886e-12	23219	2.68344352439345	1.80211716096335e-17	2.06511266948328	3.30177437930362	97.5704049800057	2.12717222783382	KIF14	1.01980364825783	2.77265029579639	0.330868004705304	3.08220690352378	0.00205471965235999
ENSG00000167220.10	-0.182000550246089	0.023144369174347	-7.86370753400429	5.85625551180068e-14	24074	-0.466663577029833	1.07467113116744e-14	-0.584986043966631	-0.348341110093035	95.8053754059514	0.0716081145305879	HDHD2	-0.864165219462395	0.4214031850163	0.324047263307763	-2.66678758722198	0.00765800556156741
ENSG00000088305.17	0.104122750386122	0.014616813848186	7.12349158083066	7.07206910280022e-12	24988	1.28262654440539	1.35872632963519e-12	0.927966168317891	1.63728692049288	98.0371547155685	0.713625743222286	DNMT3B	1.17545091501825	3.23960340036872	0.36076739327117	3.25819610347857	0.00112122895341886
ENSG00000196230.11	0.24323773648868	0.0265077291424592	9.1761061530944	5.81339176237136e-18	25152	0.583734449646835	3.68711871094359e-11	0.410808940832774	0.756659958460895	96.6325766187351	0.156227690259417	TUBB	1.01671359328169	2.76409587757085	0.349360719746262	2.91021152584102	0.00361184218766195
ENSG00000186871.6	0.0940510089587264	0.0124230022251956	7.57071497322746	4.05548923006115e-13	26196	2.26917682247371	1.1049609054049e-20	1.79225647852128	2.74609716642614	97.9047873443855	1.23239773552154	ERCC6L	1.42243468040741	4.14720527802723	0.362729096555643	3.92147940133391	8.80069728971677e-05
ENSG00000171408.12	-0.120528439291309	0.0131304789825669	-9.17928732465376	5.67923129825617e-18	26996	-1.4892299344822	6.62905740352896e-15	-1.86385467327353	-1.11460519569087	97.8438792997254	0.777085514957952	PDE7B	-0.875758865972465	0.416545797276947	0.339408756556143	-2.58024829665113	0.00987292996918689
ENSG00000089685.13	0.0891879231275101	0.00928759174698384	9.60291166506904	2.43697712893892e-19	27200	2.8758468966213	2.63397348891152e-19	2.24838012314884	3.50331367009376	97.479743351399	2.11241750247446	BIRC5	1.14659137063202	3.14744612689314	0.338668495091424	3.38558616242854	0.000710264078436221
ENSG00000261888.1	-0.0836143619646759	0.0103426537404969	-8.08442050392559	1.32125092551172e-14	27565	-1.31575591160166	4.2940657852555e-12	-1.68803522001732	-0.943476603186006	96.1152994816611	0.734673410898696	NA	-1.07467174111682	0.341409807711074	0.338739268984542	-3.17256320573172	0.00151099665155853
ENSG00000111665.10	0.131324897869078	0.0146038582428142	8.99247963692719	2.22012860497788e-17	28267	2.05599934559195	5.66706732728546e-16	1.55827812064786	2.55372057053605	98.1890669276259	1.33552885731771	CDCA3	1.19807820718307	3.3137424730308	0.339152515084673	3.53256471320569	0.000411549486710424
