	idx	beta	pval	cilb	ciub	i2	tau2
EZH1.2	21769	68.3231954331451	0.000151514292100139	-103.669210159045	-32.9771807072456	2.008235391368e-07	6.79852711233291e-06
KAT6B.1	11837	42.9155574157938	0.000169943691072402	-65.2862877173545	-20.5448271142331	0	0
EID1.1	8166	118.884473562512	0.000204474397191243	-181.632311131186	-56.1366359938384	23.625361251163	875.436071323912
GSE1.1	11443	77.6013849791646	0.000224142732674189	-118.818380556989	-36.3843894013397	1.44827599276692e-07	2.43726649812144e-06
MECP2.1	2145	27.5861188276696	0.000227727366933855	-42.2541883339022	-12.918049321437	0	0
UBE2N.1	1052	-96.3349849874328	0.000242684486745716	44.88529400515	147.784675969716	0	0
MAX.2	8825	-194.243813259022	0.000263693515275244	89.8988763144402	298.588750203604	4.17050762081762e-08	5.14760324486087e-06
EZH2	2885	-25.8955417357525	0.000317852943395879	11.7982830719352	39.9928003995698	17.6352199061556	29.9363231710174
TRIM24.1	3918	-32.2846277619767	0.000332909339975593	14.650191020668	49.9190645032854	0	0
NFYB.1	17493	16.7675183708843	0.000335624499501637	-25.9316457460882	-7.60339099568043	2.34459827882516	7.12864298877227
NAP1L1.5	13244	419.448029498459	0.000345824697447174	-649.19427934847	-189.701779648448	19.1662088209329	11215.2175352802
IKZF1	4565	-27.8994002326038	0.00035036130976958	12.6033599985053	43.1954404667022	0	0
KAT6B	11263	33.9529496638261	0.000397690123588546	-52.7428567013901	-15.1630426262621	0	0
TLE2	3958	26.7202596446415	0.000431867373237191	-41.5991451894713	-11.8413740998117	0	0
IKZF1.1	4566	-62.0449197588081	0.000432467100648879	27.4922684247225	96.5975710928936	4.07555209156058e-08	1.11286105716433e-06
NFYB	17492	51.8732023871171	0.000464241389084385	-80.9168228730988	-22.8295819011355	9.00621719481321e-09	3.5222302154448e-07
APOBEC3G	3732	-166.462237953366	0.000487512322631791	72.9116716361272	260.012804270606	78.5730033637546	5277.6940165556
SUPT6H	7919	47.6562436751363	0.000507336452862444	-74.5209196359739	-20.7915677142987	0	0
CUL4B.2	9737	29.081361093905	0.000632132951839843	-45.7600561721349	-12.4026660156752	5.34655174901488e-07	1.75830798730206e-06
SP140	7298	-58.4079835870157	0.000648246525249492	24.8425740599243	91.9733931141072	61.180452356804	528.269416680368
GSE1	11442	77.9711747464419	0.000649916460050711	-122.788214556039	-33.1541349368443	0	0
YWHAZ	166	-191.46128634719	0.000683409694156792	80.9663853952485	301.956187299131	0	0
DNMT1	1225	-118.54704310321	0.000696942093892813	50.0235808210351	187.070505385386	73.8596711710093	2652.47864773699
SKP1	239	219.43771135751	0.000751752024307514	-347.061834423668	-91.8135882913524	22.1562549843506	3795.43506383949
RYBP.2	1374	88.0596835929287	0.000756017893413789	-139.298567212677	-36.8207999731803	0	0
SAP18.2	8237	315.7386691913	0.000786975483066455	-500.062343367527	-131.414995015073	11.9584223676514	3584.98537875219
TP53BP1.1	12647	56.6239191813975	0.000858523058754103	-89.9194746355601	-23.3283637272349	0	0
SUPT6H.2	8326	43.4757663903256	0.00095595367873077	-69.2724119864176	-17.6791207942336	4.36544774669625	50.038781517752
YY1.2	1430	9.2048650468093	0.0011148324968627	-14.7392836103913	-3.67044648322733	0	0
VRK1	3383	-19.6867087945602	0.00120547928066737	7.76878418707053	31.6046334020498	0	0
FOXO1	2251	293.420167906013	0.00129947783063096	-472.237320951051	-114.603014860974	37.6163749979933	10393.8572704069
HINFP	6021	-17.4766755075579	0.0013120355128216	6.8168271872927	28.1365238278231	0	0
PPARGC1A	18559	16.6493316670929	0.00132915870525457	-26.8163319108778	-6.48233142330796	0	0
SENP3.EIF4A1...SENP3	14487	18.9002004262154	0.00136165691485295	-30.4667538339081	-7.33364701852278	0	0
BRWD1.1	18644	-7.77575921433826	0.00142925210145837	2.99628314845894	12.5552352802176	1.94088859471746e-06	1.13158676877185e-06
NSL1.1	8977	-91.7480994061647	0.00144192672253014	35.3086895899844	148.187509222345	0	0
SMARCD2	1355	43.9565072882646	0.00144368834665732	-70.9996223958324	-16.9133921806968	0	0
USP12.1	15259	9.70027553725755	0.00152604087359285	-15.6984073787875	-3.70214369572756	9.86957909385206e-07	5.11546506696302e-07
HR.1	19527	-12.5563578161898	0.00156541560482692	4.77398350816529	20.3387321242143	0	0
UBE2H	17164	77.3207507984319	0.0015709816029313	-125.259474936011	-29.3820266608523	3.74861747291075	83.0826904474311
SAP18	8235	128.630028600476	0.00157590379509918	-208.403406672738	-48.8566505282148	35.7801347145362	1984.73623874375
KAT5	6215	42.4271086658526	0.00169388342961598	-68.9162214087361	-15.9379959229691	0	0
KDM6A	3517	19.2812705301173	0.00177265808026683	-31.3708050156146	-7.1917360446199	0	0
ZMYND11.1	1665	32.3420232884291	0.00186778009476815	-52.7212002916432	-11.9628462852149	0	0
HDAC1	737	-126.652686277027	0.00192533312794431	46.6160823367958	206.689290217258	51.7377803615604	2633.53944946858
NBN.2	2436	-179.53071314604	0.00195311349568966	65.9230398545664	293.138386437513	67.5599210138391	6760.88501813674
PAF1	1621	28.2606807415601	0.00196176058873962	-46.1517050939596	-10.3696563891605	0	0
CHD4	710	44.7522802324122	0.00209761726447777	-73.2670375926224	-16.2375228722019	24.3913253350247	180.989303658271
NPM1.1	21052	252.857629995523	0.00223119714857947	-414.943056236588	-90.7722037544571	0	0
KDM2A.1	8482	-81.462264535836	0.00239351799957586	28.8807573929281	134.043771678744	26.6774825031909	695.266262342842
BRD2.2	14286	141.266660894882	0.00248675110490808	-232.797980477466	-49.735341312297	0	0
APOBEC3B	6158	-46.9387699394846	0.00250635762696014	16.501687465219	77.3758524137501	70.3778253725799	489.952808998471
SMYD2.1	12306	-116.72159965303	0.00257092175349381	40.8409222201503	192.602277085909	21.1588975604988	1535.01188461659
HELLS	19449	-3.15178276501085	0.00262689999572656	1.09835574286242	5.20520978715928	0	0
KDM5B.1	1076	23.0449544256658	0.0026724063244818	-38.0851504597043	-8.00475839162731	0	0
SKP1.2	247	55.457037280706	0.00272473125569546	-91.7221666825796	-19.1919078788325	1.24471268665062e-07	2.40497694807946e-06
ANP32B	833	136.242157257996	0.00276171089131985	-225.457649200069	-47.0266653159236	0	0
PRDM16	20292	9.22686457271873	0.00283811243306433	-15.2857737686252	-3.16795537681223	0	0
BUB1.2	14882	-3.72617840242513	0.00293571164403553	1.27082650930897	6.18153029554128	4.55067463231966e-07	4.9139773461186e-08
ARID1A.2	11538	-207.295529873489	0.00296890208344136	70.5402155240933	344.050844222886	54.4369116965736	7944.93789036435
SP100	2391	-90.9491777204898	0.003067654812872	30.7449960924924	151.153359348487	46.269643572721	1339.94056061701
PRPF31	1935	21.9073028629025	0.00309734650211636	-36.4234832310271	-7.39112249477793	0	0
MTF2	2872	-67.2056844243422	0.00310580019198253	22.6613118029535	111.750057045731	29.4933796016158	459.293882743437
L3MBTL1.4	15448	-10.7940203348532	0.00336399506953899	3.57938407751012	18.0086565921963	0	0
PCGF2.1	3320	38.1119367842813	0.00399808184381921	-64.0639518706862	-12.1599216978764	0	0
APBB1	2180	25.4787191397099	0.00400486342303198	-42.8314700272513	-8.12596825216844	0	0
CUL4B.3	15369	11.9342089749762	0.0041212620041134	-20.0878647945107	-3.78055315544171	5.45922090592056e-07	7.2572477303396e-07
MTF2.2	2874	-28.8970401590158	0.00418468265723152	9.12076296098762	48.673317357044	83.7196883704058	250.037113274406
MLLT1	13856	1.2450727757965	0.00424690963026039	-2.09855804263184	-0.391587508961158	0	0
UBE2D1	11163	-107.136132357977	0.00434108810438328	33.5160335802171	180.756231135738	72.6214059593816	3024.51693198527
WHSC1.2	8548	-37.6050534285039	0.00451692682950952	11.6491471390239	63.5609597179839	65.1616277648482	327.813705287627
NAP1L2	18732	42.8485010999775	0.00465939527889838	-72.5272601055138	-13.1697420944412	70.3352849031206	475.621662897532
IKZF1.3	20068	-10.4803929951274	0.00471310696237676	3.21178563068624	17.7490003595685	0	0
ASXL1.1	11623	34.8873081771849	0.0048872546951804	-59.1832623879116	-10.5913539664582	0	0
PHF20.1	8915	70.5961408766274	0.00527422650552738	-120.19338710946	-20.9988946437947	0	0
LBR	1323	-415.805473976519	0.0052942546960115	123.553181880384	708.057766072653	87.7419444033872	56990.2187119434
NAP1L1.3	8249	92.2654346705166	0.00534657388088595	-157.189146989442	-27.3417223515915	0	0
WSB2	1288	-119.252138386936	0.00559678842562425	34.8887706273097	203.615506146563	0	0
NFYC.3	11193	19.984116611431	0.00592705348015482	-34.2178155333723	-5.75041768948957	0	0
SRSF3.2	8169	65.4431333916858	0.00602687947904211	-112.147960177413	-18.7383066059584	5.94337818722602e-09	1.40346376878196e-07
APOBEC3C	9074	-71.9002286862356	0.00645044437964121	20.1660284993688	123.634428873102	30.8810008253563	790.22332407166
TRIM27.1	11502	-33.4363735134911	0.0065529362849953	9.33187033857935	57.5408766884029	0	0
PARG	4587	-43.5448281559818	0.00655972601855149	12.1491168826432	74.9405394293205	11.9584368657492	188.227689426478
JAK2	5368	-29.8207606875133	0.00682259623861995	8.21655642948075	51.4249649455459	48.1468227205321	188.148994452831
MTF2.1	2873	-40.8669291408077	0.0068707441330404	11.2345297833123	70.4993284983031	43.804156776017	300.929908144107
NBN.1	2435	-93.5378569838842	0.00689383219039132	25.6860449812884	161.38966898648	83.1388694220478	2929.27431685918
ING2	5508	29.912789131754	0.00699279407992763	-51.649503853445	-8.17607441006297	0	0
YY1	68	-98.0930837675665	0.00726708712806998	26.4709503311762	169.715217203957	0	0
BAZ1B.1	10733	-30.113865024118	0.00733328037611871	8.10152183096242	52.1262082172737	66.7648563822665	243.130347116872
NCL	138	409.208318925677	0.00758921649802309	-709.61579741742	-108.800840433934	4.33630043214451e-09	3.8394430725709e-06
PCNA	730	-87.7136170968619	0.00767043750488111	23.2350335454971	152.192200648227	9.69550595987811e-09	4.48544482692875e-07
HMGN4.2	9275	-66.6917890216485	0.00767451016021836	17.6631427151738	115.720435328123	0	0
YWHAB	8238	-101.519137994082	0.00769365676178152	26.8636138738682	176.174662114296	0	0
KMT2A.1	11464	46.4379564003134	0.00796135202346424	-80.735943669445	-12.1399691311818	43.931713173607	421.642560022527
RB1	2660	-88.0044389890052	0.00814621418146624	22.8159024811225	153.192975496888	21.7360171163847	792.198316426506
NEK9	11685	57.7952614666626	0.00819559751153576	-100.639723601743	-14.9507993315819	0	0
KDM5B.2	1077	34.791976963179	0.00843002786961266	-60.6773767239039	-8.90657720245411	0	0
RAD51.1	4551	-46.9166098565099	0.00859649988238094	11.9221418593016	81.9110778537183	73.840072829295	691.812650997404
SPEN	1524	37.8498412438497	0.00882711214221089	-66.1787592105741	-9.52092327712531	0	0
PHF20	6093	30.3630837215483	0.00886593723397668	-53.1015017303624	-7.6246657127342	0	0
REST.1	4063	-9.76894616521514	0.00894021388555753	2.44516965301539	17.0927226774149	2.44847890857768e-06	1.39642452664244e-06
CBX7	12298	256.963321616561	0.0090131091626315	-449.813391853949	-64.1132513791732	62.2991630675867	18025.7095195219
TLE2.1	21971	45.0214150179088	0.0091522425261585	-78.8777885660381	-11.1650414697794	0	0
PHF1.1	21958	108.84237439265	0.00963858525882215	-191.254758336685	-26.4299904486153	0	0
SAFB	1275	15.32953995237	0.00971035026626086	-26.9481081113751	-3.71097179336496	0	0
PRMT2	1626	-43.4986006223374	0.0100307963011665	10.3865837921307	76.6106174525442	0	0
NIPBL.3	13297	-114.099572507705	0.0100455554711471	27.2275033795432	200.971641635868	83.2107228429812	4711.64261182295
NEK9.1	14114	21.8571267957507	0.0107430849045891	-38.6505731285587	-5.06368046294269	0	0
RARA	3276	50.9449849858417	0.0109666183399004	-90.1980229609924	-11.6919470106909	0	0
PHC3	14894	-13.1550114886964	0.0109838089984872	3.01691310883173	23.2931098685611	0	0
PRKCB	7470	-107.346151089061	0.0111363408930509	24.4611386480823	190.231163530041	84.3931658518932	4093.67817169859
CSNK2A1.1	11458	-24.2820171000383	0.0111900465773368	5.52073598873645	43.0432982113401	0.507776045245825	6.98150550955645
BAZ1A.1	17351	-145.055650323896	0.0112133676788112	32.9474952770053	257.163805370786	91.3042781405365	7936.17852158885
BUB1	9131	-43.914967282094	0.0114314288502671	9.88410430788694	77.9458302563011	80.8071511294757	712.115818863344
NAP1L1	4055	109.897907721715	0.0114941885662465	-195.125455094806	-24.6703603486243	0	0
TOP2A.1	820	-82.1664497339983	0.0115374699318558	18.4117802020024	145.921119265994	74.7068628617785	2315.14894042942
ATF7IP.1	18351	-57.1541231922156	0.0116628298018438	12.7402456979722	101.568000686459	42.5562776622169	721.000329456572
ASXL2	18023	-94.2048045468869	0.0117369539523563	20.9344650207905	167.475144072983	0	0
KDM4B.4	15395	2.9568712233585	0.0118326726459125	-5.2592713237742	-0.654471122942797	0	0
AURKA	3619	-68.570423782405	0.0119094214714181	15.1289344144443	122.011913150366	84.2755483828646	1822.2045278097
CTBP1.2	13359	-73.2142973050857	0.0120938946806513	16.0301885608718	130.3984060493	2.5803025174455e-08	7.90092267461291e-07
PCGF2.2	12932	32.0218555713924	0.0124827915180286	-57.1446793345481	-6.89903180823674	0	0
RARA.2	11010	29.8721036126921	0.0125948370640432	-53.3381028676869	-6.40610435769723	47.9774193642817	206.95558567943
PBK	18512	-50.0448803187084	0.0126183782868549	10.7217335096482	89.3680271277686	69.0219057000354	815.209201791926
ATN1.2	21961	88.9812776663129	0.0127111793421519	-158.971998880529	-18.9905564520972	35.9227656136186	1595.46725512005
ING2.1	12925	13.1056670235101	0.0128749070193181	-23.4331531124677	-2.7781809345525	0	0
NCOA1.1	8600	51.0007465866576	0.0131264742087868	-91.3018572385073	-10.6996359348078	12.8127815754824	273.475368892928
CUL2	2607	-8.74411290347948	0.0132075590858302	1.82833588505464	15.6598899219043	32.9457347010155	12.6243403261968
TRIM27.2	11504	-51.8361952627726	0.01341369833208	10.7469035708261	92.9254869547192	0	0
BARD1	4872	-38.6840821219756	0.0139256598037465	7.85284882183558	69.5153154221156	78.065402555939	568.22440355132
PBRM1	19719	-39.6121244950721	0.0139663952732296	8.0277711085286	71.1964778816157	0	0
PRKCB.1	9173	-287.554063772612	0.0140140081588944	58.1614704979608	516.946657047263	87.0744174867419	34259.6666520541
RMI1	18343	-100.533402949661	0.0144861203511635	19.9429459990901	181.123859900233	90.1286660767251	4485.25668102227
SMARCA4	8288	21.1998107702385	0.014534211854949	-38.2025009070648	-4.19712063341221	3.24039302524905	12.2004465773773
SETDB1	2683	-81.8327413079435	0.0146286166684548	16.1383569959642	147.527125619923	64.9891783938985	2157.44426974292
ARID1A.1	10114	-113.099574244278	0.0147389548602885	22.2034746108499	203.995673877706	56.6377306222696	3618.07763684161
SMARCB1.1	11553	-50.086366019894	0.014788537405602	9.81280411656947	90.3599279232184	54.1478533615494	694.484806607323
CDK1	2741	-67.9466745571473	0.0148966419928031	13.2528418690008	122.640507245294	80.675889865191	1834.10582535408
SAFB.1	1276	37.3521692611374	0.0149669583126705	-67.439947065254	-7.26439145702087	0	0
EYA2	9180	73.4498010310667	0.0154174736309178	-132.877521965845	-14.022080096288	74.0013441737529	2005.66334869534
UBE2H.1	21322	32.6897634256536	0.0163136096031952	-59.3656528832073	-6.01387396809982	0	0
HJURP	18090	-34.5505104447986	0.0164198959756492	6.32826553957483	62.7727553500224	76.5272303776071	465.532646345134
DR1.2	8682	-24.2361468880261	0.0168152144206215	4.3668577576803	44.1054360183719	0	0
SIRT7	18161	-24.2738538364111	0.0169908910814613	4.34181483947006	44.2058928333522	0	0
ATN1.1	10520	9.81772368510694	0.0171643981024604	-17.8920145380689	-1.74343283214501	0	0
SMARCA1.3	14668	28.8571971949905	0.01785978866598	-52.7367726815287	-4.97762170845233	1.71866681351301e-08	1.45469733792354e-07
HSPA1B...HSPA1A.1	2109	343.143278285372	0.0193641116440255	-630.748123253178	-55.5384333175666	69.8663709223894	44600.3569713429
MBIP	17776	18.4367240401301	0.019539589544126	-33.9117476399975	-2.96170044026269	7.59645935344542	21.8166197607987
HR	9570	3.34786456485105	0.0199867966839121	-6.16816296664131	-0.527566163060793	0	0
ATRX	8354	24.2843289728913	0.0200882003060941	-44.7585768458013	-3.81008109998126	43.0101354634544	141.272783950387
SATB1	2935	-46.6488873008161	0.0201240674392441	7.30762575858845	85.9901488430438	0	0
PRMT5	17151	118.399304452366	0.0204210935727906	-218.488327856099	-18.3102810486335	76.3909826899321	5748.10961685941
TAF6L.1	12591	15.2973799484669	0.0207569023683401	-28.2633930074467	-2.33136688948721	1.13529349948763e-07	2.79729623347449e-07
JAK2.1	5369	-197.959091606069	0.0212626241308772	29.5074566602174	366.41072655192	89.6127809664752	19469.8291995335
BRD4	1630	204.425247536978	0.0213864692419627	-378.545291064414	-30.3052040095426	18.4536818276706	4553.09353243364
PRKCA.3	14569	3.63218519122788	0.0224191225139433	-6.75016887784082	-0.514201504614926	0	0
AURKA.1	7588	-44.2841735241816	0.0226011634565817	6.21785917192084	82.3504878764423	81.1521886711052	895.001372022297
CLNS1A	8637	48.5758080949967	0.0227508445426667	-90.3773235575421	-6.77429263245135	0	0
MBD4.2	13426	-45.9085147639531	0.0228180726314356	6.38277821096511	85.4342513169412	10.521145841033	266.750700991469
MEAF6	17530	-43.7511014231397	0.0228366334454833	6.07769181618862	81.4245110300907	0	0
BAZ1A	17350	-24.7812348892593	0.0229878502446876	3.41883698305297	46.1436327954656	0	0
TLE4.1	14064	-6.19944442006824	0.0231698679810854	0.848184912720861	11.5507039274156	0	0
YWHAZ.1	167	-206.779093494641	0.0235948707892044	27.7420031669977	385.816183822283	0	0
PRKCD	2073	-60.2977828822943	0.0236216283136424	8.07967911138258	112.515886653206	12.6314112870588	393.633728849443
ZGPAT	21208	-39.8643183146889	0.0238828217120968	5.27719346808287	74.451443161295	47.2348153260718	455.57604414337
BAP1	947	41.7026809065658	0.0251172319523948	-78.1984558439833	-5.20690596914819	1.5483350843691e-07	3.08797601576862e-06
TLE1.2	2750	13.1405043284839	0.0254421096219902	-24.6659004388142	-1.61510821815358	0	0
SMARCC2.1	849	41.0326925636889	0.025619078023752	-77.0653282942932	-5.00005683308466	31.7286313827446	399.274396696427
CARM1	11897	-26.7229939954024	0.0259348823404186	3.20626984442202	50.2397181463828	0	0
NAP1L1.2	8248	61.0439670146323	0.0264285628682269	-114.941153005859	-7.14678102340587	0	0
KDM5A.1	15071	-15.7559097162285	0.0281189995366609	1.69109642587238	29.8207230065846	0	0
MORF4L1.1	20744	138.679190866426	0.02907806109967	-263.222310161619	-14.1360715712323	42.9770008062229	5278.20706792355
YWHAB.1	17082	-123.413335320787	0.0291671008921712	12.5186885450687	234.307982096506	0	0
KDM5A	1568	-120.779171606883	0.0293174478256021	12.1504299868172	229.407913226949	74.9659447075608	6765.40783853557
BPTF	6711	120.073216575015	0.0297471850145837	-228.352779794516	-11.7936533555143	81.3715281248201	6574.75476905038
PAK2.4	8373	-29.6919763379733	0.029924235896292	2.88739580132132	56.4965568746252	5.82736312178363	52.1585956262279
MBD2	2012	-292.161126863441	0.0299611014617947	28.3519642786529	555.970289448228	73.8028231477299	39277.6266586255
SKP1.1	246	546.113110838222	0.030194383588564	-1039.9293452452	-52.2968764312466	59.0954438747088	112250.873185461
SMARCD3	3626	61.2284310918941	0.0309535862224358	-116.846566779512	-5.61029540427657	82.2430948568824	1938.40203458744
PRKAB1.1	1363	37.341165121626	0.0313548090004566	-71.3416119227435	-3.34071832050862	45.5686780758388	407.257351418769
MAPKAPK3.1	2316	-54.871617083307	0.0318566956253035	4.76156866245265	104.981665504161	2.65419610200327e-08	2.05934733369991e-06
PCGF2	3319	16.7745669322097	0.0327540527479582	-32.173272010483	-1.37586185393643	0	0
CDK1.2	10027	-71.4449752227172	0.0335064818158476	5.57849959339735	137.311450852037	81.4569957289882	2670.25930130407
EXOSC2	9020	15.5845623265573	0.0335853949471526	-29.9586663556865	-1.21045829742803	0	0
PAK2.2	8371	-10.7042717747332	0.0338835962763055	0.814835121345046	20.5937084281214	7.11261566861492	10.7802233578832
TRRAP.1	14283	17.0905419886063	0.0342238432832367	-32.9101605869042	-1.27092339030842	0	0
PARP3	9426	16.1862588855548	0.0342836111719418	-31.1738260569635	-1.19869171414608	0	0
PPP2CA	8149	-151.992392637576	0.0343518819060721	11.2025414103467	292.782243864806	58.7736795027543	9181.82365033568
ATAD2B	12768	-30.1628933233162	0.0347534279023976	2.16098374216145	58.1648029044709	33.9861969887114	265.797861497949
UBE2B	1861	108.416687376459	0.0349482029545417	-209.173932303575	-7.65944244934195	0	0
DAXX.1	15410	-21.2169246475575	0.0352135828161013	1.47024550110845	40.9636037940066	3.66443890094349e-07	1.70347625435473e-06
ATR.1	9389	-45.2611386086808	0.0357171245444284	3.02086494564379	87.5014122717179	36.8977964367681	607.798878132042
HIRIP3	4031	-19.1178448831389	0.0358225473117156	1.26580540338804	36.9698843628899	0	0
GATAD2A	17496	-36.2877353152176	0.0361156130813958	2.34907305215364	70.2263975782815	0	0
KDM8	19434	-24.8146136185033	0.0362097809806638	1.59462496718512	48.0346022698215	56.3984204550016	220.753283455453
TTK	4349	-27.9379591287647	0.036588909129588	1.74228165262075	54.1336366049086	78.3774370657113	407.683408082072
TAF5	9538	-20.4629498013368	0.0374399372597286	1.18956464785441	39.7363349548192	28.0228099702289	95.9183733616913
EXOSC2.1	13886	20.6754127880876	0.037591385727945	-40.1643773532507	-1.18644822292446	30.6810334845199	119.425170786592
TDRD7	12742	-49.7518940697229	0.0380478492888894	2.74321990615144	96.7605682332943	73.5510698572906	1242.81081503677
CHEK1.1	4921	-24.0792879984369	0.0381543789576957	1.31510189125076	46.843474105623	85.6325884700178	333.431929890202
KDM4A.1	2733	44.8089675010812	0.0383714099080016	-87.2182799036533	-2.39965509850909	64.7249444200785	892.298180437416
ANP32A.2	579	77.7355949838831	0.0399472025181106	-151.901675313256	-3.5695146545104	0	0
NAP1L4	942	-57.767296605005	0.0403740588906718	2.53448207012689	113.000111139883	66.5439614879169	1537.9886285222
SMARCB1	6058	8.7903814808985	0.0405185221730572	-17.2011574884487	-0.379605473348271	0	0
USP11	8218	179.688971240876	0.0407872502210717	-351.848271550043	-7.5296709317083	83.3585990447555	18587.8252359339
EZH1	2777	96.1730580634356	0.041148445322841	-188.481019979101	-3.86509614777066	56.0527113543706	3817.67100405477
SMARCA1.2	3402	18.9420867444151	0.0414896784304158	-37.1534845263608	-0.730688962469497	0	0
EYA4	6851	37.0667992658944	0.0415732244314361	-72.7183659114689	-1.41523262031986	82.287334640802	798.684352102774
PAK2.1	8370	-87.0309806917985	0.0418332862344587	3.216270303035	170.845691080562	83.5547039000355	4349.95367957002
SET.1	12431	323.543452225307	0.0423296160333943	-635.883729366108	-11.2031750845071	9.34316122762542e-10	7.4939882842934e-07
KAT6B.3	13875	22.8875866370404	0.042851231143699	-45.0383840358146	-0.736789238266109	0	0
HDAC5	1983	38.036968948519	0.0444394454620971	-75.128502557872	-0.945435339165932	0	0
PCGF3.1	12138	-28.582731100333	0.0445158842939897	0.700433612272015	56.465028588394	0	0
MTF2.3	9192	-23.2112100953707	0.0448024336889251	0.538381531805953	45.8840386589355	84.2807852144207	330.504609455567
SETD1A	12584	11.941060550345	0.0448996915866093	-23.6104515280587	-0.27166957263133	0	0
CTCF	2049	-124.934555096483	0.04505236185714	2.75539415378988	247.113716039176	82.8109844525957	9449.60905967877
MLLT10.2	15874	13.7665144882665	0.045272367454744	-27.243199366174	-0.289829610359046	48.450809713582	68.870331723417
MSL3.1	13388	-10.5901624084428	0.0453643607601643	0.21852891135965	20.961795905526	15.7401144927818	17.5270633225753
TDG	3270	-64.2701380635387	0.0458488533880067	1.1850609851873	127.35521514189	66.0051774721987	2039.09373998571
NBN	2434	-25.0681735190176	0.0462830108571446	0.413094973242536	49.7232520647926	0	0
MINA.1	12571	20.978458805153	0.0462902579934932	-41.6119014241618	-0.345016186144296	2.22768522792783	12.3985843940819
SRSF3.1	8168	189.396368836602	0.046504672806199	-375.860655681415	-2.93208199178818	1.32754278628278e-09	7.88796311643107e-07
KANSL2	21181	-21.3254331508335	0.0469912037938164	0.283592237327024	42.3672740643401	0	0
SETMAR	6080	20.8317728667346	0.0470379173222742	-41.3908740805574	-0.272671652911818	48.4313139956802	164.90398807288
ATM.2	12057	-102.468804873572	0.0475049355745081	1.12751949339273	203.81009025375	78.6440310260821	6152.13820059564
C14orf169	18890	-46.9492137958009	0.0487193647283616	0.263812043205284	93.6346155483964	47.0068786013269	850.352825383213
ATF2	4973	22.5424528567653	0.0496465650083018	-45.050079680634	-0.0348260328965146	0	0
HDAC7	17302	21.9134737235821	0.050337159347999	-43.8591532508801	0.0322058037158683	6.20327395976727	46.4347645776956
PRKAB2	13853	10.4448586129581	0.0509677424575444	-20.9336678339785	0.0439506080622856	0	0
CUL2.1	2608	-67.4167923645298	0.0516814610600193	-0.491526304123042	135.325111033183	81.2756418211199	2834.01755233273
ANP32A.1	571	29.8972892888055	0.05203323306782	-60.0577997862944	0.263221208683362	51.7303072793179	342.27464896284
