	idx	beta	pval	cilb	ciub	i2	tau2
CAPNS1	22	332.159251174574	0.0660924507194725	-22.0803488760898	686.398851225238	49.2072434166298	48207.0368432402
RPL35	23	284.830896074656	0.0416249956968666	10.8054704949529	558.85632165436	0	0
MIR6805...RPL28	24	-19.9033697098917	0.935873628625278	-504.755983801602	464.949244381819	0	0
EIF4G2	25	-201.974485154271	0.0142986735655698	-363.572794349801	-40.3761759587402	0	0
EIF3D	26	163.089237282248	0.00299342625263296	55.4057311514089	270.772743413088	0	0
PARK7	27	72.0638150652518	0.569476687552334	-176.243016644389	320.370646774892	0	0
SRP14	28	397.051959341113	0.0626040091060972	-20.8912548460042	814.995173528231	55.462527251619	75622.9200327669
GDI2	29	1.68538951388631	0.980062071314692	-130.493834178825	133.864613206598	17.33036230397	3370.39472907501
GDI2.1	30	-150.346650854148	0.186125839788325	-373.225394300953	72.5320925926575	41.5531997071188	17032.2510245614
RPL11	31	361.350217893552	0.0621060596991991	-18.2901276343386	740.990563421443	0	0
ARF3	32	10.6002287509119	0.83029457230782	-86.3375269754939	107.537984477318	0	0
RPL21P28...SNORA27...SNORD102...RPL21	33	724.969778790691	0.0745242290999312	-71.7832927988626	1521.72285038025	64.3701961707844	305771.918688473
RPL24	34	894.689063885763	4.35943905484652e-05	465.689705935072	1323.68842183645	0	0
HNRNPC	35	7.95405092266347	0.852326006860605	-75.7931051279552	91.7012069732822	0	0
X2.Sep	36	-10.362404543968	0.897175399491162	-167.523189348936	146.798380261	8.45758854635704e-10	3.38888155260126e-07
HNRNPA1P10...HNRNPA1	37	648.200510492963	0.00282369414653731	222.775448618588	1073.62557236734	15.9006218677188	23723.9872343868
RPS27A	38	265.459712881188	0.237444298874724	-174.943169752086	705.862595514462	0	0
LOC100508408...SNORD14B...RPS13	39	801.987299781228	0.0798437105880497	-95.4047702744854	1699.37936983694	76.3329029564031	460135.490231206
FAU	40	396.135689116846	0.0568735813738545	-11.5833573623484	803.85473559604	6.35069851796026	10856.624723862
TARDBP	41	-216.527900543463	0.043673807258388	-426.911201626193	-6.14459946073416	71.2572976995338	22499.674450954
CFL1	42	-331.294013871094	0.241124513655887	-885.239607002947	222.651579260759	0	0
RPL18	43	349.741785439007	0.129558302265707	-102.468605370132	801.952176248146	21.4615147282654	36385.0160929677
EIF3F	44	56.5019465914291	0.456464776736202	-92.2084768231469	205.212370006005	0	0
RPS5	45	1107.24146909744	0.0515515169292205	-7.45263369805912	2221.93557189294	77.1156559218757	731811.815021231
RPL27	46	508.08793824336	0.154908275724294	-192.017169700511	1208.19304618723	59.0890938066972	222133.276133011
RPL34	47	827.563769639084	0.00456535011638372	255.673987278874	1399.45355199929	5.39452460859779e-10	1.71407547187099e-06
NARS	48	-185.255362365459	0.015424300577433	-335.154135954148	-35.3565887767701	22.4044095993625	4507.80918458655
STARD7	49	-318.944089560729	3.89338272370299e-06	-454.339307876737	-183.54887124472	0	0
RPL19	50	922.235821351164	0.053794067471492	-15.0508347731048	1859.52247747543	72.0827678922191	482197.788539556
SLC25A3	51	303.7951216876	0.123237171064149	-82.51318159197	690.10342496717	72.3425885670032	78448.5390620245
SNORD35B...RPS11	52	1020.02913804336	0.0156599463104841	192.792645090414	1847.2656309963	35.5389564681217	192467.226060834
RPL9	53	750.873394794042	0.204209429691681	-408.253241071216	1910.0000306593	74.7068306956112	741175.779578527
MIR5047...MIR3064...DDX5	54	-219.438443427237	0.355620543726006	-685.035268815338	246.158381960864	53.2065318849835	88141.2859560151
RPL6	55	368.073737002165	0.014383414172232	73.3245123801519	662.822961624178	0	0
CTDNEP1	56	-94.7651121086034	0.0234549192765105	-176.733753036332	-12.7964711808751	0	0
RPL10A	57	960.419457411649	5.2749662365115e-05	494.838915228713	1425.99999959459	0	0
CBX3	58	-84.4717246320816	0.270600285949034	-234.752527791469	65.8090785273058	12.4161271270575	2369.11226524795
RPL17.C18orf32...SNORD58C...C18orf32...SNORD58A...SNORD58B...RPL17	59	842.056126635625	0.0435789244170935	24.264849826777	1659.84740344447	79.2496299286378	398306.097626961
PSMB2	60	-176.788390214747	1.09167812592042e-05	-255.570914166371	-98.0058662631223	0	0
KHDRBS1	61	-47.2747781883485	0.625753927990019	-237.257561763937	142.70800538724	55.4929374811739	15749.0713833271
ATP6V1G2.DDX39B...SNORD84...DDX39B	62	282.328807071787	0.0596112850951616	-11.4370292087515	576.094643352325	44.7488028430137	32285.5083202912
RTCB	63	28.792924047889	0.274235914643304	-22.8214676482891	80.4073157440672	0	0
ERH	64	-18.4192277538099	0.867362262364093	-234.580209071757	197.741753564137	0	0
GATC...SRSF9	65	-57.8591934551267	0.0728180207450999	-121.072045656407	5.35365874615345	0	0
ABCF1	66	-35.8131402492598	0.589089049395646	-165.761504913152	94.1352244146326	69.6318284933517	8825.76594679513
DAD1	67	139.077753352395	0.402395858907003	-186.458027233386	464.613533938176	70.837485168723	57765.9580185319
YY1	68	-98.0930837675665	0.00726708712806998	-169.715217203957	-26.4709503311762	0	0
JTB	69	-216.099433379355	0.0268088743036269	-407.378449604258	-24.8204171544524	0	0
KAT7	70	-25.4611548012711	0.386640300110532	-83.1040255100871	32.181715907545	47.5412130600819	1287.12945541718
ZNF146	71	3.1296692736167	0.94415947940181	-84.445734240847	90.7050727880804	43.4814730636122	2877.62947075038
SART1	72	15.5060751476357	0.262674154751371	-11.6268059592706	42.6389562545419	13.3331842427045	102.558697308944
ILF2	73	-25.3452682023205	0.588350773591285	-117.128873696239	66.4383372915977	32.6765051280548	2457.10065083081
SPAG7	74	-19.7051070280215	0.25029977945043	-53.2999019199623	13.8896878639193	0	0
ZPR1	75	-35.5752481437446	0.506211071362021	-140.466280739702	69.3157844522126	87.1608714129646	7094.7087896325
TAF10	76	-20.1208725507325	0.681502285061066	-116.209666908693	75.9679218072275	0	0
C1D	77	2.0624649214875	0.878263375583415	-24.328661753353	28.453591596328	0	0
NONO	78	61.3114083784907	0.116145736911376	-15.1723577717342	137.795174528716	0	0
LOC101929240...SNRNP200	79	-5.06372931104398	0.929226702892603	-116.806261808859	106.678803186772	40.681269839274	4472.88310574394
RHOA	80	39.4088428567424	0.799040907672936	-263.982312247346	342.799997960831	12.193236412647	10034.625684727
RNPS1	81	-94.1495688804406	0.232843360768707	-248.818044000581	60.5189062396997	52.5185130164306	9809.10579278879
RPS24	82	730.567648380984	0.00531649652943279	216.831957263362	1244.30333949861	2.8923110624061e-09	7.07702192515638e-06
RPL30	83	1105.02235267261	0.00403974274368181	351.710116556898	1858.33458878832	43.8972095153324	195262.845068764
NPM1	84	456.518668885402	0.107327414390592	-99.1215884644685	1012.15892623527	78.4126680102693	173868.769974841
HSP90AB1	85	888.260994552222	2.18428553922375e-07	552.358330574248	1224.1636585302	0	0
MIR3620...ARF1	86	-13.8957580661092	0.890495829165006	-211.715424921528	183.92390878931	0	0
IK	87	-6.10297647140083	0.86943010372016	-78.8699684031939	66.6640154603923	0	0
SNX3	88	-21.5946436088937	0.716194509282172	-138.015472337413	94.8261851196259	0	0
CANX	89	149.370031222794	0.109947243622808	-33.7845797676862	332.524642213274	0	0
SART3	90	-53.3963041475494	0.127385943160188	-122.045308286868	15.2526999917693	77.7636800477894	2796.98050678593
CNPPD1	91	-9.32895275209241	0.734671610286429	-63.2783417280576	44.6204362238728	43.8039110763987	1117.96871738468
SMNDC1	92	-4.86064414480136	0.823848056094337	-47.6582835291142	37.9369952395115	0	0
HNRNPM	93	-68.7979614124652	0.500996976988626	-269.180094934648	131.584172109717	62.8000240324757	19238.6564740704
HNRNPD	94	39.5880676008925	0.472065097537113	-68.3088843584152	147.4850195602	3.31327998721538e-08	3.7134846663265e-06
RPL14	95	356.636335990908	0.0288334728924008	36.8410687352385	676.431603246577	14.6811421789981	15609.5102913897
GUK1	96	57.6137212672062	0.242819797577963	-39.0677362483563	154.295178782769	2.75721144412177e-08	3.63663855389931e-06
KXD1	97	32.6387362498306	0.124800250260964	-9.03783295634295	74.3153054560042	0	0
OAZ1	98	26.3879582969018	0.929731911374398	-560.119096962099	612.895013555902	51.2151329307518	136957.483490111
ATP6V0B	99	-160.941236577154	0.0138087437366195	-289.053883657777	-32.8285894965302	0	0
KARS	100	-248.278962826049	0.061088562648028	-508.105864108944	11.5479384568453	80.0577550555517	40433.3168817991
H3F3AP4...H3F3B...H3F3A	101	13.2503856030763	0.972106754797782	-729.476483207744	755.977254413896	84.2019644890882	351263.886057051
RPS6	102	995.164480110342	0.027322146589768	111.345342804696	1878.98361741599	56.5455945881545	344074.792978515
RPS7	103	98.9323077679701	0.530480142846614	-210.189377028876	408.053992564816	6.56980413926308e-10	7.66519955826849e-07
USP22	104	-40.6788449068515	0.337020462846037	-123.723987086331	42.3662972726281	19.1675469565238	1279.68828640782
C11orf58	105	62.7516588718339	0.320517052734881	-61.056975534384	186.560293278052	0	0
TCEB2	106	151.986968649218	0.0269484048684397	17.3335377716462	286.640399526789	19.2044075235951	2939.5565461984
COX4I1	107	-61.3633958051573	0.336387932704397	-186.471797715683	63.7450061053687	0	0
TMED2	108	-103.114383682682	0.182536261876883	-254.72919084518	48.5004234798168	0	0
NBEAL1...RPL12	109	954.356106823343	0.00770883824460324	252.363522681403	1656.34869096528	14.8550450109156	60175.2138537245
SNORD18C...SNORD18B...SNORD18A...SNORD16...RPL4	110	412.234284030082	0.074929422869469	-41.4498705654435	865.918438625607	39.6826470188888	64259.6302333343
FNTA	111	0.219608617812895	0.996400324888456	-95.1857465168102	95.624963752436	0	0
RPS25	112	181.266871058663	0.180586306212668	-84.0723974481048	446.606139565432	0	0
RPL37	113	579.752301419905	0.0146125496782852	114.409442145753	1045.09516069406	0	0
HINT1	114	16.3873360444417	0.843325797826707	-146.122244389984	178.896916478867	44.4051321228332	10032.3119622354
EEF2	115	907.198957163257	0.00354420625835282	297.456986986578	1516.94092733994	52.7300108643026	157316.547538283
RPS10	116	1004.05763448685	0.0762675008798781	-106.025071370999	2114.1403403447	68.9599056179043	620627.916724565
ATP6V0E1	117	80.3478352795316	0.666310251204555	-284.848089615043	445.543760174106	64.0867842096959	66415.0236039963
HNRNPK	118	54.4670567941574	0.575368695018788	-136.108883958411	245.042997546725	58.9993492886359	15755.788961112
ANAPC5	119	-28.7786772572601	0.593279614799366	-134.388637907545	76.8312833930248	67.7721144259466	5463.8646489377
SNORD73A...RPS3A	120	971.925679869707	0.121090783932518	-256.899837238052	2200.75119697747	77.2724356215505	877183.64304292
HNRNPU	121	135.319664865872	0.119141842310601	-34.870338818833	305.509668550578	65.6969398451215	14779.4285323209
HNRNPU.1	122	244.323265089136	0.00101406822381618	98.6208267529182	390.025703425353	7.65756589877247e-09	3.35022686605039e-06
EIF3A	123	32.3876206565707	0.470559584730042	-55.585368147381	120.360609460523	0	0
EIF3A.1	124	61.0729445700792	0.0370936244602307	3.65512510741978	118.490764032739	0	0
EIF3A.2	125	5.29599312652984	0.772190813880853	-30.557487055809	41.1494733088687	51.1749479283763	531.977107774784
MIR3652...HSP90B1	126	151.880689181761	0.233969374569892	-98.2299538032053	401.991332166727	11.234967280949	8350.00921401743
MIR3652...HSP90B1.1	127	-230.748676327633	0.107268542859802	-511.551586237681	50.0542335824161	0	0
MSN	128	-122.223060404883	0.221436553854429	-318.141470446758	73.6953496369931	0	0
ACTN4	129	99.8603867667975	0.166355767610407	-41.5568968275492	241.277670361144	0	0
APP	130	134.986567988244	0.0583601396171389	-4.77634667738721	274.749482653874	0	0
PRKAR1A	131	-33.1860856748207	0.692318690601863	-197.557642605335	131.185471255694	0	0
PRKAR1A.1	132	116.002988794038	0.0652920837507965	-7.34507216354856	239.351049751624	0	0
PRKAR1A.2	133	19.4705679480674	0.757804027858519	-104.283804515249	143.224940411384	0	0
DSP	134	-8.79805745165244	0.569159684100782	-39.0882268962184	21.4921119929135	40.5520146230188	336.73237034834
RAD21	135	-13.0793168560326	0.802840350294875	-115.753633397886	89.5949996858209	62.6242201145572	5128.26617832774
RAD21.1	136	-25.2879120542707	0.354331501165671	-78.7993676752495	28.2235435667081	0	0
WDR1	137	-204.614201839003	0.0674123539440362	-423.889828468542	14.6614247905363	49.8412851875683	19766.717338828
NCL	138	409.208318925677	0.00758921649802309	108.800840433934	709.61579741742	4.33630043214451e-09	3.8394430725709e-06
WDR1.1	139	-479.323794956258	0.00828259423086254	-835.134720162098	-123.512869750417	87.2372785840395	84474.4559281122
AP2B1	140	23.2256163851612	0.488727957462491	-42.5250310745452	88.9762638448677	0	0
AP2M1	141	55.4992290154615	0.431377339080725	-82.7460510148268	193.74450904575	0	0
CLTC	142	-284.688950634049	0.0304018400962891	-542.438475550536	-26.9394257175633	0	0
AP2B1.1	143	-5.90978105717554	0.763045379662178	-44.3295795795458	32.5100174651947	7.34801661487573e-08	1.8046424194665e-06
MLEC	144	18.8843200557311	0.755192757468699	-99.8219776970579	137.59061780852	76.4229154252375	8094.667720519
MLEC.1	145	-75.2148798963925	0.0058828142280398	-128.739015804071	-21.6907439887145	0	0
LASP1	146	-281.693404408052	4.88270884363635e-06	-402.511192639166	-160.875616176938	0	0
SF3B2	147	138.094743058998	4.37223431951149e-08	88.6600480898995	187.529438028096	9.45927666769512e-09	5.68516201593179e-07
TMEM59	148	160.489769196882	0.202441139750074	-86.2914919092798	407.271030303044	10.4195656157205	5325.59403772312
CSRP1	149	160.702459870465	0.00919214833988963	39.784101470122	281.620818270808	0	0
CALM3...CALM2...CALM1	150	47.8648661911067	0.531444073807186	-102.043960194678	197.773692576891	59.4731329230743	10685.8171258476
CALM3...CALM2...CALM1.1	151	72.47467612315	0.41468907299868	-101.673946660355	246.623298906655	38.5696944600647	10821.711945415
SNHG4...MATR3	152	85.3364795427801	0.21475542809782	-49.4830519995722	220.156011085132	39.0154209617371	5786.8167747733
CAP1	153	-294.59373584316	0.000330825923939237	-455.432696223574	-133.754775462746	0	0
SNHG4...MATR3.1	154	150.717930452841	0.00813949848565116	39.0866807106879	262.349180194993	0	0
PTGES3	155	74.1274748867333	0.16970903259535	-31.6791076073279	179.934057380795	0	0
WARS	156	-320.521430888615	0.00391370783377495	-538.269420771191	-102.773441006039	55.647768036673	19399.4065214821
WARS.1	157	-804.476727785406	0.000224428046931225	-1231.80185679525	-377.15159877556	45.8014677353189	61864.9544258256
SETSIP...SET	158	84.5989920189213	0.380297228572048	-104.391957376278	273.58994141412	13.4531690458302	5704.02773350929
SETSIP...SET.1	159	92.4124489074554	0.0548062821476108	-1.90344417034569	186.728341985256	0	0
NDRG1	160	-106.269454802782	0.695777017624062	-638.928621821438	426.389712215874	61.4766230239387	135385.433058923
UBB	161	183.148220027756	0.600985441895132	-503.228358640549	869.524798696061	0	0
PFN1	162	-158.019676499801	0.436300677799549	-555.875397193281	239.836044193678	1.17668291761702e-09	2.21580120658101e-06
PTPRF	163	101.799592117734	0.0412229823212584	4.05527824968031	199.543905985789	77.7501021032571	5469.92270041812
PTPRF.1	164	164.427011843864	0.0139926499951924	33.2867012931126	295.567322394616	38.4613776590878	6165.25650909234
PTPRF.2	165	96.8528503049796	0.00983357549731461	23.3224425145995	170.38325809536	79.3025466118314	2999.74889897903
YWHAZ	166	-191.46128634719	0.000683409694156792	-301.956187299131	-80.9663853952485	0	0
YWHAZ.1	167	-206.779093494641	0.0235948707892044	-385.816183822283	-27.7420031669977	0	0
YWHAZ.2	168	-299.222696978534	0.216312672176299	-773.558856894756	175.113462937688	86.8903555600884	142990.725710463
YWHAZ.3	169	-23.2025671762627	0.761704815456544	-173.16883968259	126.763705330064	0	0
SOD1	170	246.417347096573	0.0346728346297678	17.7559722200724	475.078721973074	0	0
HDLBP	171	137.405250240465	0.014037171957832	27.7654814170176	247.045019063912	37.2645500438834	3995.26656277045
MARCKSL1	172	-304.252565095999	0.00538235524297398	-518.510040793707	-89.9950893982904	64.6117130988442	22939.3982361754
GABARAP	173	269.940031640052	0.253106519749244	-193.007015461097	732.887078741201	45.9262878759694	76965.0756696355
NUCB1	174	164.50535806543	0.112136485157128	-38.4480479308631	367.458764061724	72.2824767076735	22800.4073514375
EIF3CL...EIF3C	175	292.511963171279	0.0104817025078838	68.5195497934686	516.50437654909	0	0
GLUL	176	216.045878457702	0.685597814002042	-829.912939609682	1262.00469652509	68.203674038894	571822.698857527
NUCB1.1	177	14.6237320217504	0.872059244955594	-163.353099481331	192.600563524832	0	0
LDHA	178	293.755698761295	0.191629668131467	-147.171219580024	734.682617102615	0	0
SNORD96A...SNORD95...RACK1	179	707.837593891458	0.00110449009737802	282.595484098726	1133.07970368419	5.4924150629116	8386.22955360865
SSR2	180	-20.230913451956	0.84064592813054	-217.437799235309	176.975972331397	36.5596906728247	13141.3667029836
CALM3...CALM2...CALM1.2	181	-302.27404693868	0.000239768634219262	-463.573990427914	-140.974103449446	1.16067066477077e-09	3.0924559883362e-07
P4HB	182	-372.955411069338	0.0955927298362639	-811.558820556965	65.647998418289	0	0
CALM3...CALM2...CALM1.3	183	-296.554189730768	0.00023514042001631	-454.587798972188	-138.520580489347	0	0
P4HB.1	184	75.6173707499294	0.292354184345755	-65.1341721131714	216.36891361303	0	0
SLC25A5	185	-10.826832498148	0.953117025963415	-371.757908894563	350.104243898267	49.007185253953	52143.5910056923
PHB	186	73.2965477423607	0.0127280786403056	15.6321687597753	130.960926724946	27.6570372033189	730.811173389563
PHB.1	187	54.4985970968046	0.069685888894721	-4.38696499202383	113.384159185633	59.8013910109387	1611.60713505793
S100A11	188	-424.384229441335	0.0271612383111094	-800.891807897093	-47.876650985578	0	0
CTSA	189	200.906958745451	0.01837926076203	33.9056071512864	367.908310339616	21.3182888327199	6129.51602281854
TOMM20	190	181.877379849514	0.000210346960268379	85.6958799080842	278.058879790944	0	0
CD63	191	763.030119494669	0.140952127956272	-252.766682889605	1778.82692187894	74.9407233799574	569813.170753522
DNAJB1	192	200.464257369848	0.000631335896159036	85.5058740564106	315.422640683286	0	0
SPARC	193	-526.406391283063	0.0365287147033071	-1019.82635776912	-32.9864247970063	0	0
DNAJB1.1	194	168.819610186899	0.0719182163081787	-15.0400442406213	352.679264614419	43.0315429590372	11368.0557544878
UBE2D3	195	35.341759898812	0.607982843588871	-99.6965673665197	170.380087164144	28.5864843715084	4892.00507007396
UBE2D3.1	196	-61.8354121863987	0.744411141111056	-433.579854710739	309.909030337941	67.3713302898001	71671.3945328658
UBE2D3.2	197	-4.57425826028583	0.965845073748627	-213.948273271455	204.799756750883	53.6529776967249	18714.1373623365
XBP1	198	-860.059280628506	0.00239970275243868	-1415.34465782171	-304.773903435304	28.7638214022678	96355.3715194696
SPTBN1	199	89.0969797774229	2.63495903198095e-05	47.5480212051186	130.645938349727	14.7409778954252	279.039130914464
SPTBN1.1	200	95.2778736684671	0.000332149241224697	43.2440511810216	147.311696155913	0	0
LAPTM4A	201	572.339825887205	0.0223736413141699	81.1913663927661	1063.48828538164	29.4478327079946	55911.4089596861
RPL32	202	956.043850952862	0.0388660986632268	48.8934229294662	1863.19427897626	54.1946099347251	341649.964224155
CD81	203	646.647623018573	0.0264161150503856	75.7540453679478	1217.5412006692	60.6014153155075	153201.242931388
UBE2L3	204	-3.01195308330818	0.93679204962441	-77.4525134672253	71.4286073006089	87.2852152968467	3693.31333024479
PTTG1IP	205	-440.566991881813	0.00249948881878114	-726.17077886256	-154.963204901066	52.0006249974231	34880.4989607736
GRN	206	-143.731703415229	0.413963894378722	-488.566908368565	201.103501538107	3.33144337955285e-12	5.5251580697523e-09
HMGB1	207	55.8775912191952	0.358556995281334	-63.4077775986108	175.162960037001	0	0
HMGB1.1	208	55.4627480579388	0.69166771786604	-218.634441711542	329.559937827419	0	0
GLO1	209	183.794303906095	0.140040883312328	-60.323847649382	427.912455461573	76.6114659439887	34853.725513461
UBE2L3.1	210	-114.654595310266	0.426732941089158	-397.392868065843	168.083677445312	73.1700883521366	45149.5530218244
UBE2L3.2	211	-24.4126724269146	0.302008020307334	-70.7708267999427	21.9454819461134	0	0
UBE2L3.3	212	-35.3111390662869	0.00884386128148178	-61.7464810293138	-8.87579710326002	2.24382140755983e-07	4.11927057494678e-06
SRSF11	213	3.69863527781594	0.719677635336875	-16.5003081549933	23.8975787106252	0	0
SRSF11.1	214	-30.7309182017974	0.73119714647871	-206.060234456635	144.59839805304	47.4993715587231	11405.9988247458
SF3B3	215	11.0876864397456	0.364423416581206	-12.8728638397109	35.048236719202	0	0
SF3B3.1	216	8.67629025608358	0.101678075095829	-1.71319237991552	19.0657728920827	0	0
MIR3654...EEF1G	217	851.655373289444	0.000183024501410615	405.504173766042	1297.80657281285	8.23332949854628e-11	1.95416936703811e-07
HSPA9	218	5.38078557645008	0.562634746216177	-12.8357537490406	23.5973249019408	0	0
HSPA9.1	219	124.011905618243	0.148708195637482	-44.2986555173144	292.3224667538	70.0328364430599	14258.0157775328
HSPA9.2	220	50.7203834701334	0.282767804516441	-41.8297024422005	143.270469382467	56.3132189837441	3626.25002974501
YWHAQ	221	308.574503134344	6.56574559375566e-05	157.053688236952	460.095318031736	0	0
DDX24	222	222.315045862165	3.03561913281786e-05	117.843046380831	326.787045343499	4.74385523225714e-08	4.88550432342517e-06
PPP2R1A	223	66.8888105875261	0.00264768248254613	23.2751619412464	110.502459233806	1.40066274213498e-07	4.38168070263651e-06
GSN	224	2702.21905892629	3.30842074548519e-09	1806.90334892946	3597.53476892312	14.1281694230571	94813.5144217858
HK1	225	-144.068838752059	0.405108178082205	-483.238272900361	195.100595396244	82.4442414031057	71923.1380816746
KDELR2	226	198.745845662828	0.134453600770049	-61.5046840639228	458.996375389579	70.0403276857604	36563.4045766579
KDELR2.1	227	87.8469804682739	0.414448465174328	-123.130785369783	298.824746306331	32.1962092569823	13555.3328871658
KDELR2.2	228	-30.4743648342305	0.816582884071968	-287.989598535832	227.040868867371	27.843611837188	19945.036733554
NPC2	229	-391.859430771965	0.0425801606384393	-770.609062250384	-13.1097992935468	26.3076326155647	31603.7336283777
DDX24.1	230	87.4064198099429	2.42273185936843e-05	46.828895462176	127.98394415771	9.8462646637356e-08	1.58243392994764e-06
DYNLL1	231	-236.74863636724	0.0710124822696978	-493.76614529556	20.2688725610802	0	0
LITAF	232	-228.780717286634	0.0429891171090823	-450.343364459247	-7.21807011402061	23.1638029476368	12349.375669904
SNORA41...EEF1B2	233	270.24488893186	0.203318480961762	-146.112199070565	686.601976934285	0	0
LITAF.1	234	-281.055838593125	0.0261546365826938	-528.754631958296	-33.3570452279546	45.9119254716088	23615.6218869257
PRKCSH	235	60.689853484172	0.135793650129167	-19.0545611743088	140.434268142653	20.9297757689616	1726.64805973287
GOT2	236	-57.2495583202107	0.430316989046878	-199.527079901632	85.0279632612104	81.854581244204	12617.422486433
LOC101929368...FKBP1A	237	-268.48816633455	0.0243256237098605	-502.164689111345	-34.811643557754	34.8322751381631	15234.7151996236
ACADVL	238	304.632812251731	0.00414573051386715	96.3664844303057	512.899140073157	63.7721294428413	20733.5890086627
SKP1	239	219.43771135751	0.000751752024307514	91.8135882913524	347.061834423668	22.1562549843506	3795.43506383949
MAPRE1	240	-86.6626232285717	0.145723173013998	-203.417505403155	30.0922589460118	76.3802726685115	7887.5374512992
MAPRE1.1	241	-172.762773404262	0.0424834980940748	-339.66770708763	-5.85783972089502	47.5449554921185	10955.4557256152
OS9	242	485.219205379598	0.00665138468630453	134.78517679645	835.653233962747	41.9053157571898	44630.6313239302
SNORD32A...SNORD33...SNORD34...SNORD35A...RPL13A	243	560.939904152078	0.00294273876835922	191.219377668082	930.660430636074	0	0
RPL13AP5...SNORD32A...SNORD33...SNORD34...SNORD35A...RPL13A	244	1121.01489924069	0.0193262489807469	181.732255046224	2060.29754343515	40.8426406717874	281211.36943124
RPL7	245	1472.46186464878	0.000195097201683304	697.762813729167	2247.16091556838	2.59514646521566e-10	1.36182212395649e-06
SKP1.1	246	546.113110838222	0.030194383588564	52.2968764312466	1039.9293452452	59.0954438747088	112250.873185461
SKP1.2	247	55.457037280706	0.00272473125569546	19.1919078788325	91.7221666825796	1.24471268665062e-07	2.40497694807946e-06
ACTR1A	248	18.1700385067889	0.700512376596311	-74.419521821214	110.759598834792	61.9259438018807	4071.33418558103
ACTR1A.1	249	8.01482908980682	0.698429933621849	-32.530147057421	48.5598052370347	0	0
CAPRIN1	250	63.9734014418574	0.0322918911556506	5.40332842490566	122.543474458809	0	0
CAPRIN1.1	251	83.8993694238901	0.0721384277216191	-7.54527737411453	175.344016221895	1.53911572788852	197.746369202685
SNORA70...RPL10	252	-14.6635062177327	0.0881923491296803	-31.5196683923277	2.19265595686234	12.0412710763283	33.8939418396381
SNORA70...RPL10.1	253	847.162457080042	0.00235057392485869	301.324287848492	1393.00062631159	9.22858677225503	24268.6005109456
PPP1CC	254	129.878592932722	0.243983395910793	-88.609089091361	348.366274956806	0	0
ACTR2	255	-125.484059026863	0.00752102606870022	-217.499845876886	-33.4682721768401	6.68809242879333e-08	7.8550348356022e-06
ACTR2.1	256	-378.713677271216	0.000577498491141431	-594.365060683583	-163.062293858848	0	0
ACTR2.2	257	-278.212870953062	2.19959882997003e-05	-406.709169455779	-149.716572450344	0	0
PTP4A1	258	34.5209505595825	0.00726013069981187	9.31867127393165	59.7232298452333	0	0
PTP4A1.1	259	30.4796833009618	0.343681696330822	-32.6083788014221	93.5677454033458	42.3622636155083	1359.32301853538
PTP4A1.2	260	84.6354759936878	0.00368699699572086	27.5088705044511	141.762081482925	1.10454750720904e-07	5.74906477373115e-06
PTP4A1.3	261	-4.35806851463676	0.74724321369496	-30.8621933995972	22.1460563703237	0	0
