CHR	arm	gene	dmr.no	dmr.start	dmr.end	dmr.size	dmr.core.start	dmr.core.end	dmr.core.size	X01_AVG	X11_AVG	deltaBeta	dmr.p	dmr.p.rank
1	p	SKI	35	2231922	2232204	283	2231925	2232166	242	0.5491210164644	0.471883898566988	-0.0772371178974115	1.59099983996877e-08	5198
1	p	SKI	36	2240138	2243446	3309	2240191	2243111	2921	0.727099947243427	0.73851328396713	0.0114133367237031	1.17183555684546e-05	6281
1	p	MORN1	37	2269227	2271123	1897	2269871	2270807	937	0.767581907169639	0.834593341554518	0.0670114343848787	2.99755316544928e-14	3563
1	p	MORN1	38	2273091	2274602	1512	2273735	2273958	224	0.732487955394733	0.813914404194385	0.0814264487996513	4.1217781418873e-10	4679
1	p	MORN1	39	2287983	2288779	797	2288167	2288463	297	0.766910740911206	0.81327930763755	0.0463685667263436	1.34395933946769e-07	5521
1	p	MORN1	40	2304237	2304393	157	2304264	2304375	112	0.636489251799954	0.777119826354508	0.140630574554554	3.95337976979009e-38	1121
1	p	MORN1	41	2318862	2320440	1579	2318918	2319796	879	0.821795616779228	0.849457972755606	0.027662355976378	3.6840194333698e-07	5701
1	p	PEX10	42	2345273	2345470	198	2345333	2345410	78	0.4642590999277	0.595724361673833	0.131465261746133	3.19637261839746e-51	724
1	p	RER1	43	2359936	2360100	165	2359968	2360074	107	0.729233247760616	0.831909375783128	0.102676128022512	3.42681911807967e-09	4956
1	p	PLCH2	44	2376317	2380175	3859	2377415	2378521	1107	0.50112356644095	0.52436396789273	0.0232404014517807	1.34533080536918e-08	5171
1	p	PLCH2	45	2389047	2392775	3729	2389638	2391837	2200	0.535554403606069	0.582469037100899	0.0469146334948303	7.89856767546656e-06	6213
1	p	PLCH2	46	2406627	2406889	263	2406721	2406795	75	0.522349008487071	0.610616730845193	0.088267722358122	6.53426852792347e-12	4101
1	p	PLCH2	47	2411453	2411784	332	2411594	2411643	50	0.621647664493552	0.69589869455019	0.0742510300566385	4.11299383517418e-07	5721
1	p	PLCH2	48	2425544	2426351	808	2425860	2426035	176	0.484534699241609	0.617902829176787	0.133368129935179	4.58666999844561e-16	3166
1	p	PLCH2	49	2427764	2429321	1558	2428080	2429005	926	0.63762937968768	0.780787713191581	0.143158333503901	9.12291962421569e-38	1138
1	p	PANK4	50	2436891	2437356	466	2437047	2437200	154	0.407175715662074	0.477810193032844	0.0706344773707697	1.62021582778226e-06	5950
1	p	PANK4	51	2458238	2458358	121	2458238	2458298	61	0.112772812150242	0.15549867406197	0.0427258619117283	8.20188897771583e-17	3010
1	p	C1orf93	52	2521564	2523096	1533	2521842	2523091	1250	0.860099953712067	0.904222611746315	0.0441226580342481	1.1074311921477e-08	5132
1	p	MMEL1	53	2540298	2541880	1583	2540942	2541236	295	0.75017758663879	0.830472749918123	0.0802951632793329	1.98315610774568e-08	5230
1	p	TTC34	54	2569575	2572883	3309	2571229	2572713	1485	0.62184414409682	0.715294527349692	0.0934503832528722	3.00808751350269e-15	3351
1	p	TTC34	55	2718210	2726015	7806	2718742	2725823	7082	0.599109544236398	0.667089624600117	0.0679800803637187	3.45744517788802e-18	2779
1	p	ACTRT2	56	2777131	2777295	165	2777158	2777244	87	0.667090138427555	0.770892463658685	0.10380232523113	3.84367616263087e-11	4336
1	p	ACTRT2	57	2788205	2789973	1769	2788902	2789896	995	0.649885369033453	0.780522791794569	0.130637422761116	3.2609714149461e-16	3134
1	p	ACTRT2	58	2795309	2801078	5770	2796193	2800194	4002	0.589725477063001	0.672821563991514	0.0830960869285127	1.31701612218657e-27	1734
1	p	ACTRT2	59	2819109	2828280	9172	2819993	2828244	8252	0.623631439347201	0.727521018480451	0.10388957913325	1.1747530327736e-55	634
1	p	ACTRT2	60	2834939	2841192	6254	2835823	2840308	4486	0.542957091843631	0.665520504265	0.122563412421369	6.71431149479371e-84	288
1	p	ACTRT2	61	2862214	2864699	2486	2863098	2863815	718	0.59684308671237	0.732146502352171	0.135303415639801	1.27903944085982e-16	3046
1	p	ACTRT2	62	2885052	2885250	199	2885085	2885244	160	0.38796057162896	0.283505839365783	-0.104454732263177	1.192097709415e-11	4177
1	p	ACTRT2	63	2886710	2886950	241	2886792	2886868	77	0.710293903605419	0.846059441131251	0.135765537525833	8.32929305254575e-16	3227
1	p	ACTRT2	64	2898380	2900838	2459	2899264	2900163	900	0.649474912941673	0.743417518589422	0.0939426056477484	5.42186714090022e-20	2530
1	p	ACTRT2	65	2934623	2937965	3343	2936277	2937278	1002	0.689793662510488	0.809090142145801	0.119296479635314	4.72474631423004e-30	1557
1	p	ACTRT2	66	2946047	2949396	3350	2946727	2948512	1786	0.603857031626433	0.686549346218642	0.0826923145922084	7.08923444101081e-20	2547
1	p	ACTRT2	67	2953224	2955313	2090	2954108	2954429	322	0.500882403809951	0.639909077820876	0.139026674010925	3.25635399023889e-30	1542
1	p	FLJ42875	68	2984140	2984353	214	2984218	2984275	58	0.331586548573417	0.200507981172055	-0.131078567401362	4.67160613535168e-28	1696
1	p	PRDM16	69	3006150	3008226	2077	3006329	3008033	1705	0.747027341466974	0.803401408142244	0.0563740666752696	1.00847504684553e-07	5473
1	p	PRDM16	70	3077154	3078657	1504	3077798	3078524	727	0.513746424228349	0.457515773375864	-0.056230650852486	0.000296228563340745	6703
1	p	PRDM16	71	3087321	3088315	995	3087637	3087999	363	0.170295028856201	0.0999356935410081	-0.0703593353151924	4.40284106326145e-08	5344
1	p	PRDM16	72	3089575	3090207	633	3089597	3090134	538	0.709455020473883	0.785624311992155	0.0761692915182725	6.72061772203879e-08	5419
1	p	PRDM16	73	3094250	3095175	926	3094566	3094859	294	0.806156951479752	0.875299006370372	0.0691420548906198	4.2322597679556e-06	6104
1	p	PRDM16	74	3099160	3101141	1982	3099233	3100956	1724	0.662763930040366	0.56710230213949	-0.0956616279008752	2.8663327401301e-29	1607
1	p	PRDM16	75	3106646	3107934	1289	3106929	3107290	362	0.812395668445748	0.883494512261853	0.0710988438161055	1.6644216381547e-05	6335
1	p	PRDM16	76	3114176	3116189	2014	3114820	3115545	726	0.804982434540003	0.787125044889891	-0.0178573896501114	6.40721041297209e-13	3854
1	p	PRDM16	77	3133447	3134173	727	3133763	3134162	400	0.754446485823734	0.613252055851542	-0.141194429972192	3.43024124772597e-23	2149
1	p	PRDM16	78	3143565	3144853	1289	3143682	3144710	1029	0.760613107325952	0.776394926877534	0.0157818195515814	7.65723768546712e-06	6210
1	p	PRDM16	79	3164312	3164509	198	3164390	3164431	42	0.490751911247078	0.380007722011463	-0.110744189235614	9.52406856869271e-17	3018
1	p	PRDM16	80	3206727	3208146	1420	3207371	3207588	218	0.797098809421975	0.832570959070707	0.0354721496487324	0.00469908822888407	6864
1	p	PRDM16	81	3210009	3210740	732	3210325	3210424	100	0.754289376574125	0.85085835346244	0.0965689768883145	7.83954573095584e-07	5842
1	p	PRDM16	82	3229423	3230925	1503	3229579	3230647	1069	0.362821302503568	0.378679729123032	0.0158584266194646	1.00073437818628e-18	2706
1	p	PRDM16	83	3276881	3278267	1387	3277000	3277623	624	0.865229470685303	0.934211855801673	0.0689823851163706	6.29291344049692e-06	6178
1	p	PRDM16	84	3282441	3283073	633	3282449	3282870	422	0.687713831271713	0.599262355919916	-0.0884514753517968	1.0261996790832e-12	3908
1	p	PRDM16	85	3319292	3319650	359	3319433	3319509	77	0.739204945862083	0.650659708370158	-0.0885452374919251	1.18192845809049e-10	4493
1	p	PRDM16	86	3332047	3332405	359	3332125	3332264	140	0.721476860252443	0.610030376717575	-0.111446483534868	2.48691755061846e-19	2621
1	p	PRDM16	87	3339226	3340514	1289	3339870	3340187	318	0.464367458506645	0.391313880561348	-0.0730535779452962	3.04467950199652e-09	4935
1	p	ARHGEF16	88	3372420	3375168	2749	3372482	3374906	2425	0.631373504570282	0.642125043694507	0.0107515391242254	7.18234121244431e-07	5829
1	p	ARHGEF16	89	3379795	3380427	633	3379884	3380288	405	0.85122006726991	0.870412357648959	0.0191922903790491	8.09550919541733e-06	6217
1	p	ARHGEF16	90	3384511	3385321	811	3384827	3385005	179	0.810157739987974	0.841533827816261	0.031376087828287	1.19441476351984e-06	5905
1	p	ARHGEF16	91	3396855	3400540	3686	3397113	3400412	3300	0.602973898502566	0.615900315211362	0.0129264167087961	1.47722918468129e-13	3706
1	p	MEGF6	92	3424336	3424618	283	3424354	3424530	177	0.763037871029653	0.851559932418852	0.0885220613891985	6.82045900886567e-10	4757
1	p	TP73	93	3567692	3568272	581	3567719	3568245	527	0.324499153813233	0.175479985698273	-0.14901916811496	1.36856802725382e-118	132
1	p	TP73	94	3600419	3601195	777	3600735	3600879	145	0.540972733283327	0.327155145231876	-0.213817588051451	6.99534042072746e-28	1712
1	p	TP73	95	3634789	3634945	157	3634811	3634918	108	0.410900865043028	0.473069886023617	0.0621690209805888	6.7768098401009e-06	6187
1	p	LOC388588	96	3691350	3694955	3606	3691387	3693301	1915	0.463878002440514	0.551565554432076	0.0876875519915624	1.07671255525177e-17	2872
1	p	LRRC47	97	3704319	3704700	382	3704460	3704559	100	0.764872074830987	0.805743773773532	0.0408716989425454	1.30931169447443e-05	6297
1	p	LOC100133612	98	3824300	3824456	157	3824319	3824447	129	0.66528079678415	0.759143744981796	0.0938629481976458	4.7606319170742e-05	6494
1	p	LOC100133612	99	3825999	3828072	2074	3826425	3827651	1227	0.386568237879199	0.512821509982216	0.126253272103017	4.86628671900033e-26	1886
1	p	RP13-614K11.1	100	4078122	4080170	2049	4079006	4079286	281	0.617642989741096	0.759174337911817	0.141531348170721	1.13523104870308e-19	2581
1	p	RP13-614K11.1	101	4086298	4088560	2263	4087182	4087676	495	0.52389627833549	0.56641370851468	0.0425174301791899	5.04685725434723e-09	5015
1	p	RP13-614K11.1	102	4186953	4190364	3412	4187837	4188710	874	0.81902482279253	0.925646047057122	0.106621224264591	4.67434930101735e-10	4698
1	p	RP13-614K11.1	103	4229876	4232104	2229	4230760	4231220	461	0.692952143853967	0.866114586328521	0.173162442474554	2.19806045376865e-20	2475
1	p	AJAP1	104	4658804	4662303	3500	4659688	4662148	2461	0.511053872908952	0.686222528701105	0.175168655792153	1.51151014565988e-53	678
1	p	AJAP1	105	4715431	4716719	1289	4715467	4716578	1112	0.259257156286219	0.0924723166061899	-0.166784839680029	1.61366443518622e-77	341
1	p	AJAP1	106	4717929	4719217	1289	4718212	4718573	362	0.444981652578376	0.349239503010896	-0.0957421495674799	3.08632897899219e-09	4937
1	p	AJAP1	107	4735783	4736503	721	4736099	4736187	89	0.525735528259089	0.758531939975358	0.232796411716269	8.41345053769224e-38	1136
1	p	AJAP1	108	4832302	4832458	157	4832352	4832432	81	0.698574849322028	0.885427295492844	0.186852446170816	1.98535183715973e-21	2329
1	p	AJAP1	109	4835111	4844899	9789	4835298	4844111	8814	0.719975598550094	0.844978951822515	0.125003353272421	1.19996929162422e-53	675
1	p	MIR4417	110	5539074	5541834	2761	5539958	5540950	993	0.642274535920681	0.798674785459081	0.1564002495384	3.76133875532135e-39	1080
1	p	MIR4689	111	5895577	5897537	1961	5896461	5896653	193	0.460278624190896	0.57239901050352	0.112120386312624	4.09852546909648e-16	3151
1	p	MIR4689	112	5921173	5925310	4138	5922686	5923909	1224	0.856918340582417	0.855047118465724	-0.00187122211669288	0.0024098414698372	6840
1	p	KCNAB2	113	6156642	6166736	10095	6158643	6165483	6841	0.575846635775654	0.686503282473709	0.110656646698055	3.41591036983106e-39	1077
1	p	CHD5	114	6191177	6192765	1589	6191821	6192121	301	0.603235662965655	0.750207394202208	0.146971731236554	4.73612099016487e-30	1558
1	p	ICMT	115	6282843	6287108	4266	6284844	6285107	264	0.713160889876033	0.821475290206521	0.108314400330488	1.43026877769944e-20	2435
1	p	ICMT	116	6294627	6294909	283	6294656	6294850	195	0.521228938330308	0.676261681212315	0.155032742882007	3.19762678679798e-22	2244
1	p	HES3	117	6304198	6304339	142	6304199	6304272	74	0.350208123097747	0.175846913244066	-0.174361209853681	3.66929230209775e-33	1354
1	p	ACOT7	118	6333480	6334183	704	6333502	6333867	366	0.792389973745881	0.888527771070806	0.0961377973249256	7.50123081544315e-16	3213
1	p	ACOT7	119	6366180	6366812	633	6366307	6366658	352	0.840319091501427	0.869579681449032	0.0292605899476057	0.000390851406816432	6730
1	p	ACOT7	120	6390279	6391146	868	6390473	6390830	358	0.805136996827694	0.762980657129412	-0.0421563396982816	1.81267980655563e-12	3967
1	p	ACOT7	121	6445779	6446550	772	6445804	6446234	431	0.489727400888016	0.58461281358398	0.0948854126959638	1.03248405427533e-14	3473
1	p	ESPN	122	6507901	6508113	213	6507979	6508035	57	0.138355820949379	0.0761333222263824	-0.0622224987229968	2.59344646004724e-06	6027
1	p	ESPN	123	6515502	6515702	201	6515580	6515624	45	0.500757895876567	0.259732905832016	-0.24102499004455	2.65617730117437e-51	722
1	p	TNFRSF25	124	6525971	6526151	181	6526049	6526129	81	0.465444975508664	0.366812674401751	-0.0986323011069135	5.81645518969348e-12	4087
1	p	PLEKHG5	125	6533805	6536136	2332	6534449	6535492	1044	0.668786021710084	0.774224376237822	0.105438354527738	5.18529171858503e-20	2526
1	p	PLEKHG5	126	6537288	6537986	699	6537569	6537840	272	0.762193503308429	0.776365329495645	0.0141718261872167	1.88094937394093e-05	6356
1	p	CAMTA1	127	7110868	7111632	765	7111184	7111367	184	0.645170632087379	0.733291186191942	0.0881205541045633	8.70650147808069e-09	5088
1	p	CAMTA1	128	7120752	7121067	316	7120893	7120926	34	0.660048651730623	0.765866210426471	0.105817558695848	9.59563505747823e-09	5106
1	p	CAMTA1	129	7307775	7308682	908	7308012	7308366	355	0.59766614825559	0.559784589524508	-0.0378815587310818	6.72530104632544e-06	6183
1	p	CAMTA1	130	7318809	7319441	633	7318905	7319248	344	0.760353777652213	0.847618349715944	0.0872645720637315	1.60944429905334e-07	5555
1	p	CAMTA1	131	7408477	7409319	843	7408793	7409003	211	0.641791538084746	0.735050778472446	0.0932592403877008	6.36106026079384e-11	4400
1	p	CAMTA1	132	7692005	7692683	679	7692321	7692367	47	0.538306128048119	0.623864158585863	0.0855580305377445	7.72008779669182e-07	5841
1	p	RERE	133	8407714	8414850	7137	8407891	8414772	6882	0.595648993826893	0.563856634834759	-0.0317923589921345	5.98790049040219e-50	756
1	p	CA6	134	9005531	9005824	294	9005636	9005734	99	0.760689353541727	0.809475950962486	0.0487865974207596	8.50232585292025e-05	6571
1	p	H6PD	135	9258638	9258880	243	9258678	9258836	159	0.252553335407351	0.137513467333291	-0.11503986807406	7.58144661859153e-17	3001
1	p	TMEM201	136	9663889	9664711	823	9664205	9664395	191	0.863289160854605	0.839510232897458	-0.0237789279571473	4.3140865300029e-16	3160
1	p	PIK3CD	137	9788536	9788948	413	9788715	9788769	55	0.633445803942647	0.748150765473819	0.114704961531171	1.36419206157547e-09	4841
1	p	CLSTN1	138	9795618	9796411	794	9795934	9796095	162	0.863500334599733	0.885895103972529	0.0223947693727961	3.5613288798308e-08	5318
1	p	RBP7	139	10056777	10056913	137	10056837	10056853	17	0.431879798856739	0.559429292867374	0.127549494010635	1.27789106886332e-16	3045
1	p	PEX14	140	10601073	10601911	839	10601389	10601833	445	0.836595060519124	0.722637465782218	-0.113957594736905	5.2228481653113e-52	706
1	p	CASZ1	141	10710203	10712339	2137	10710847	10711695	849	0.726801639671347	0.619007968084906	-0.107793671586441	2.11884565699611e-22	2223
1	p	CASZ1	142	10725140	10725332	193	10725218	10725332	115	0.894598336611947	0.841356667211391	-0.053241669400556	1.31352954898331e-45	860
1	p	CASZ1	143	10731747	10733346	1600	10732063	10733030	968	0.8332456296285	0.706867941564849	-0.126377688063651	5.35469129705286e-239	20
1	p	CASZ1	144	10738253	10739085	833	10738569	10738769	201	0.821416683659118	0.695184189265584	-0.126232494393533	1.21314474040091e-77	340
1	p	CASZ1	145	10839249	10839775	527	10839450	10839574	125	0.44994738814807	0.572510955108375	0.122563566960305	3.43131765032059e-15	3373
1	p	MTOR	146	11248721	11249373	653	11249037	11249057	21	0.903275555930845	0.869587435853086	-0.0336881200777596	8.23452436187847e-24	2080
1	p	PTCHD2	147	11596422	11596578	157	11596434	11596578	145	0.754439811593562	0.878573855208029	0.124134043614467	2.66697468363338e-17	2931
1	p	MAD2L2	148	11751568	11751679	112	11751616	11751631	16	0.114339991787777	0.0571659042803221	-0.0571740875074552	7.30290053853976e-05	6550
1	p	AGTRAP	149	11795837	11795997	161	11795897	11795985	89	0.262695361642844	0.179219727863704	-0.0834756337791399	4.86958217802644e-38	1124
1	p	KIAA2013	150	11957442	11960025	2584	11958326	11959141	816	0.424279487819784	0.283968112712666	-0.140311375107118	8.51801497990742e-27	1800
1	p	TNFRSF8	151	12201570	12206097	4528	12201600	12204096	2497	0.375813927486997	0.415794519974356	0.0399805924873591	1.90761824297163e-14	3533
1	p	TNFRSF1B	152	12227684	12227966	283	12227700	12227927	228	0.333586798611914	0.199132142113508	-0.134454656498406	2.61795582526509e-10	4599
1	p	DHRS3	153	12608424	12610988	2565	12609308	12610104	797	0.537560463151298	0.638782168221893	0.101221705070595	2.06432808848596e-26	1845
1	p	PRAMEF1	154	12851404	12851883	480	12851605	12851682	78	0.63429501096065	0.761355190324404	0.127060179363754	3.86226636246979e-18	2788
1	p	LRRC38	155	13842205	13846007	3803	13843859	13844353	495	0.255693750398265	0.267601712702846	0.0119079623045805	1.49072355602382e-09	4851
1	p	PRDM2	156	14028104	14030852	2749	14029478	14030611	1134	0.803489327168617	0.848529785343281	0.0450404581746644	4.59800060434586e-10	4697
1	p	KIAA1026	157	15250296	15250466	171	15250374	15250388	15	0.196371289897849	0.160953181623128	-0.035418108274721	0.000110604482265723	6600
1	p	KIAA1026	158	15255738	15256538	801	15255847	15256481	635	0.499809570701591	0.643450417006469	0.143640846304878	2.1675606628984e-38	1113
1	p	KIAA1026	159	15271636	15272268	633	15271830	15272238	409	0.468151621392743	0.399583051678761	-0.0685685697139817	8.49142531195315e-09	5083
1	p	PLEKHM2	160	16058349	16058582	234	16058422	16058504	83	0.939177735093301	0.942598450757359	0.00342071566405844	0.0015359620744198	6820
1	p	ARHGEF19	161	16538812	16539289	478	16539013	16539119	107	0.32037794238845	0.389985981383921	0.0696080389954713	1.37441294230613e-18	2721
1	p	MIR3675	162	17002538	17006034	3497	17004192	17004764	573	0.603170786289177	0.692955098992292	0.0897843127031147	4.82742517867866e-08	5356
1	p	MST1P9	163	17090190	17091614	1425	17090834	17091021	188	0.532876132916514	0.605324140242586	0.0724480073260713	3.48681794706016e-10	4641
1	p	CROCC	164	17248245	17248647	403	17248388	17248446	59	0.39809644526794	0.251873465514657	-0.146222979753284	4.79088873090421e-43	932
1	p	RCC2	165	17751298	17752236	939	17751459	17752023	565	0.810392554282307	0.79153469615822	-0.0188578581240879	1.78303082096762e-05	6348
1	p	ARHGEF10L	166	17845862	17847699	1838	17846708	17846815	108	0.361432433250007	0.426697199093557	0.0652647658435502	1.43121088575403e-24	2015
1	p	ACTL8	167	18148955	18150358	1404	18149599	18149714	116	0.756969551506198	0.853453178107338	0.0964836266011403	1.38104974216787e-11	4198
1	p	PAX7	168	19043495	19043651	157	19043507	19043598	92	0.285256406103961	0.105955452735266	-0.179300953368695	6.58994442159756e-28	1710
1	p	PAX7	169	19051863	19052551	689	19052179	19052235	57	0.54220272465732	0.340977117687763	-0.201225606969557	9.43577543278204e-21	2412
1	p	ALDH4A1	170	19209664	19209820	157	19209709	19209814	106	0.841081881411022	0.871059435931906	0.0299775545208849	4.50791627731187e-06	6118
1	p	CAPZB	171	19764370	19765002	633	19764480	19764821	342	0.710744733354295	0.514893943254744	-0.195850790099551	1.49400949973571e-65	479
1	p	RNF186	172	20138827	20142829	4003	20140828	20142706	1879	0.476057704396514	0.56580454996665	0.0897468455701355	2.11291439457964e-17	2920
1	p	VWA5B1	173	20617251	20617657	407	20617283	20617456	174	0.489442725346928	0.40534773698139	-0.0840949883655383	4.21356171737492e-09	4990
1	p	CAMK2N1	174	20811075	20811231	157	20811132	20811220	89	0.166303714031657	0.0860629049682038	-0.0802408090634529	2.35498526005638e-06	6009
1	p	ALPL	175	21900671	21901576	906	21900987	21901260	274	0.359700001124392	0.429218701513568	0.0695187003891769	8.56215969592581e-06	6228
1	p	CDC42	176	22416146	22420148	4003	22416488	22418147	1660	0.43918268798512	0.331807629416046	-0.107375058569074	1.25285296284189e-24	2011
1	p	ZBTB40	177	22676852	22678913	2062	22677736	22678029	294	0.364528290068283	0.203035317357566	-0.161492972710717	7.84451079656995e-20	2551
1	p	C1QC	178	22968965	22971713	2749	22969340	22970339	1000	0.422718780033035	0.520552231640244	0.0978334516072088	9.39807982045899e-29	1635
1	p	C1QB	179	22985904	22989906	4003	22985937	22987905	1969	0.662884392147574	0.778583626837978	0.115699234690404	9.19560464127592e-19	2696
1	p	C1QB	180	23003408	23003572	165	23003462	23003569	108	0.827019859209351	0.715048970438874	-0.111970888770476	1.19955403666878e-23	2101
1	p	LUZP1	181	23495472	23495682	211	23495492	23495577	86	0.284662330114375	0.156211922542149	-0.128450407572225	2.13964027321632e-22	2224
1	p	HMGCL	182	24152474	24152709	236	24152579	24152604	26	0.503143031090765	0.78909296210828	0.285949931017515	1.29050584009421e-63	503
1	p	FUCA1	183	24191096	24192677	1582	24191740	24192033	294	0.639030441491859	0.835473101692881	0.196442660201023	1.76014097447538e-23	2117
1	p	CNR2	184	24229461	24229796	336	24229575	24229682	108	0.389769559776478	0.198463888910561	-0.191305670865918	8.33923092996511e-33	1376
1	p	GRHL3	185	24645547	24646835	1289	24645802	24646205	404	0.126457297786627	0.144675437286709	0.0182181395000813	1.35265167322104e-11	4197
1	p	RCAN3	186	24861802	24861942	141	24861818	24861919	102	0.712129625149196	0.788038219847811	0.0759085946986146	6.12998486530494e-08	5402
1	p	C1orf130	187	24882048	24882312	265	24882153	24882207	55	0.181814911488976	0.133713752368839	-0.0481011591201369	1.40728588273145e-09	4845
1	p	RUNX3	188	25240549	25241254	706	25240865	25240938	74	0.707862221490783	0.550631689773145	-0.157230531717637	5.37031773266911e-41	1001
1	p	RUNX3	189	25253947	25254290	344	25254088	25254149	62	0.67846264005392	0.601201275418796	-0.0772613646351242	4.37113921462462e-06	6110
1	p	RUNX3	190	25257539	25257656	118	25257547	25257629	83	0.50374958146389	0.333244021943594	-0.170505559520296	2.79377578920154e-81	307
1	p	RUNX3	191	25291391	25292379	989	25291472	25292274	803	0.652331877201313	0.737290323319777	0.0849584461184631	8.3032451236749e-47	821
1	p	RUNX3	192	25347944	25350565	2622	25348828	25349681	854	0.302822217105264	0.41495192997541	0.112129712870146	8.58823746679069e-30	1574
1	p	SEPN1	193	26126310	26126565	256	26126415	26126514	100	0.100501327965082	0.0766613091787088	-0.0238400187863733	8.67578389358775e-09	5087
